H_avg_gs_5,H_avg_gc_5,H_avg_gd_5,H_avg_pts_5,H_avg_gs_10,H_avg_gc_10,H_avg_gd_10,H_avg_pts_10,H_ewma_gs_0.1,H_ewma_gc_0.1,H_ewma_gd_0.1,H_ewma_gs_0.2,H_ewma_gc_0.2,H_ewma_gd_0.2,H_h2h_avg_gs,H_h2h_avg_gc,H_h2h_win_rate,A_avg_gs_5,A_avg_gc_5,A_avg_gd_5,A_avg_pts_5,A_avg_gs_10,A_avg_gc_10,A_avg_gd_10,A_avg_pts_10,A_ewma_gs_0.1,A_ewma_gc_0.1,A_ewma_gd_0.1,A_ewma_gs_0.2,A_ewma_gc_0.2,A_ewma_gd_0.2,A_h2h_avg_gs,A_h2h_avg_gc,A_h2h_win_rate,diff_avg_gd_5,diff_avg_gd_10,diff_ewma_gd_0.1,diff_ewma_gd_0.2,target
2.0,1.2,0.8,1.6,1.8,1.2,0.6,1.3,1.7910974370356618,0.9640291899689108,0.827068247066751,2.0290904721941962,0.9554503560550115,1.073640116139185,1.5454545454545454,1.4545454545454546,0.45454545454545453,1.0,0.8,0.2,1.6,0.6,1.2,-0.6,1.0,0.7862243684119825,1.2176602523333475,-0.43143588392136545,0.8761525096183275,1.0139961807102034,-0.13784367109187554,1.5454545454545454,1.4545454545454546,0.45454545454545453,0.6000000000000001,1.2,1.2585041309881164,1.2114837872310606,
1.4,1.2,0.2,1.2,1.5,1.0,0.5,1.5,1.3722475215539283,0.9775330772696827,0.3947144442842458,1.5667802932191837,1.11339014548892,0.4533901477302639,2.0,1.2,0.8,0.8,2.2,-1.4,0.6,0.7,1.6,-0.9,0.7,0.7581014231074366,1.7134456105382199,-0.9553441874307832,0.5723397070955418,1.979572564251486,-1.4072328571559445,2.0,1.2,0.8,1.5999999999999999,1.4,1.350058631715029,1.8606230048862085,
1.0,1.0,0.0,1.6,0.7,1.1,-0.4,1.1,0.8076019315796902,1.1958942270909452,-0.3882922955112555,0.900922007694662,1.0111969445681628,-0.11027493687350043,1.1666666666666667,0.6666666666666666,0.3333333333333333,1.4,1.4,0.0,1.2,1.1,1.3,-0.2,1.1,1.3351765584133113,1.274527797857682,0.06064876055562892,1.4080383690407257,1.5074982727914656,-0.09945990375074018,1.1666666666666667,0.6666666666666666,0.3333333333333333,0.0,-0.2,-0.4489410560668844,-0.010815033122760248,
1.2,1.0,0.2,1.4,1.1,1.5,-0.4,1.0,1.0707192984992866,1.4410311850788637,-0.3703118865795771,1.089136479527765,1.2598495146083115,-0.1707130350805463,1.1818181818181819,0.7272727272727273,0.45454545454545453,2.6,0.6,2.0,1.8,2.2,1.1,1.1,1.5,1.9407889240550111,0.8708636438398868,1.0699252802151242,2.2586179022042856,0.7714882278752074,1.4871296743290787,1.1818181818181819,0.7272727272727273,0.45454545454545453,-1.8,-1.5,-1.4402371667947014,-1.657842709409625,0.0
1.0,1.4,-0.4,1.2,0.8,1.2,-0.4,1.1,0.8268417384289348,1.2763048044119996,-0.44946306598306507,0.9207376061557297,1.2089575556545302,-0.2882199494988004,1.6666666666666667,1.3333333333333333,0.4444444444444444,1.2,0.6,0.6,1.6,1.2,1.0,0.2,1.5,1.2302673244094453,0.9551348642998895,0.275132460109556,1.247093136998426,0.8919111153141426,0.35518202168428326,1.6666666666666667,1.3333333333333333,0.4444444444444444,-1.0,-0.6000000000000001,-0.7245955260926211,-0.6434019711830836,
1.2,1.2,0.0,1.4,1.1,1.2,-0.1,1.2,1.1626043849281786,1.2460372535236999,-0.0834328685955209,0.9798059730544825,1.1088377802760119,-0.12903180722152935,1.4444444444444444,1.8888888888888888,0.4444444444444444,1.4,1.6,-0.2,1.6,1.5,1.4,0.1,1.5,1.1616803409894079,1.3829596673711753,-0.2212793263817673,1.3292148073904833,1.6510203534094259,-0.32180554601894223,1.4444444444444444,1.8888888888888888,0.4444444444444444,0.2,-0.2,0.1378464577862464,0.19277373879741289,
1.2,1.4,-0.2,0.6,1.3,1.1,0.2,1.2,1.3036551098755234,1.1001900192400422,0.20346509063548124,1.3528761323511593,1.2918026824114834,0.0610734499396756,1.1428571428571428,0.7142857142857143,0.5714285714285714,0.6,0.8,-0.2,1.2,0.6,1.1,-0.5,0.9,0.7296290098755135,1.1469519680918447,-0.41732295821633153,0.6809949321136072,0.9830585913854784,-0.30206365927187107,1.1428571428571428,0.7142857142857143,0.5714285714285714,0.0,0.7,0.6207880488518127,0.3631371092115467,0.0
0.2,2.6,-2.4,0.4,0.7,1.8,-1.1,0.6,0.7822927734913564,1.8421089884846853,-1.0598162149933288,0.6578717657802838,2.183658051648983,-1.5257862858686995,2.3333333333333335,1.0,1.0,1.6,0.6,1.0,1.6,1.1,1.3,-0.2,1.3,1.150096086759484,1.2711504353953393,-0.1210543486358555,1.290530323092208,0.984204162111966,0.3063261609802422,2.3333333333333335,1.0,1.0,-3.4,-0.9000000000000001,-0.9387618663574733,-1.8321124468489416,
1.6,1.6,0.0,0.8,1.3,1.4,-0.1,1.1,1.4016589774290875,1.2470749871609148,0.15458399026817232,1.5264306952326105,1.405998618233147,0.12043207699946323,2.142857142857143,0.5714285714285714,0.7142857142857143,0.6,1.0,-0.4,1.4,1.0,0.8,0.2,1.5,0.9364703516315485,0.9500360396655382,-0.013565688033989649,0.9282350755291267,0.8550966860951991,0.07313838943392748,2.142857142857143,0.5714285714285714,0.7142857142857143,0.4,-0.30000000000000004,0.16814967830216196,0.04729368756553576,0.0
0.6,2.6,-2.0,0.4,1.1,1.4,-0.3,1.3,0.9079509034578579,1.4943721428590948,-0.5864212394012369,0.718222172771555,1.9222672916871026,-1.2040451189155477,1.0,0.0,1.0,1.2,2.6,-1.4,1.0,1.3,2.0,-0.7,1.0,1.247911650233026,1.7806632680529264,-0.5327516178198993,1.2978607141181973,1.9669176045049084,-0.6690568903867116,1.0,0.0,1.0,-0.6000000000000001,0.39999999999999997,-0.05366962158133759,-0.5349882285288361,0.0
1.8,1.2,0.6,1.4,1.3,0.9,0.4,1.5,1.596159061142459,0.9111347603923057,0.6850243007501533,1.3530206714648192,1.0397634194733825,0.31325725199143656,1.4545454545454546,1.1818181818181819,0.36363636363636365,1.4,0.2,1.2,2.0,2.3,0.7,1.6,2.1,2.0281624373080227,0.4604102719248278,1.5677521653831952,1.8504036309892165,0.3846136690210327,1.465789961968184,1.4545454545454546,1.1818181818181819,0.36363636363636365,-0.6,-1.2000000000000002,-0.8827278646330419,-1.1525327099767475,
1.0,1.6,-0.6,0.8,1.4,1.6,-0.2,1.0,1.2365746528315207,1.4180590480196338,-0.1814843951881132,1.1400732326104959,1.5543415633847846,-0.41426833077428876,1.1111111111111112,0.3333333333333333,0.5555555555555556,1.8,1.2,0.6,1.6,1.7,1.0,0.7,1.7,1.5350227694595657,0.9797797695435568,0.555242999916009,1.8534242345753473,1.090712116391136,0.7627121181842113,1.1111111111111112,0.3333333333333333,0.5555555555555556,-1.2,-0.8999999999999999,-0.7367273951041222,-1.1769804489585,
1.2,1.0,0.2,1.4,1.0,1.5,-0.5,1.1,0.9636473686132274,1.4969280665898392,-0.5332806979766118,0.8713091836222119,1.4078796116866494,-0.5365704280644372,1.4,1.1,0.5,1.0,1.4,-0.4,1.4,0.8,1.4,-0.6,1.2,0.7441575645581402,1.5486743240627086,-0.8045167595045687,0.7365900849245838,1.7671660445236244,-1.0305759595990405,1.4,1.1,0.5,0.6000000000000001,0.09999999999999998,0.2712360615279569,0.49400553153460325,0.0
1.0,2.4,-1.4,1.0,1.1,2.2,-1.1,0.9,1.1231204851629348,1.9025969412933512,-0.7794764561304153,1.0382885712945578,2.173534083603927,-1.1352455123093694,1.8,1.8,0.5,1.2,1.4,-0.2,1.0,1.3,1.1,0.2,1.5,1.4365431549683674,1.0200212843939007,0.4165218705744669,1.0824165371718555,1.231810735578706,-0.1493941984068509,1.8,1.8,0.5,-1.2,-1.3,-1.1959983267048822,-0.9858513139025186,0.0
1.8,0.0,1.8,2.2,2.3,0.6,1.7,1.9,2.02534619357627,0.41436924471680886,1.6109769488594616,1.8803229047913732,0.3076909352168262,1.5726319695745474,1.375,1.375,0.375,1.2,1.2,0.0,1.4,1.3,1.2,0.1,1.5,1.2463439479838734,1.2214335277163577,0.024910420267516213,1.1838447784435862,1.0870702242208095,0.0967745542227766,1.375,1.375,0.375,1.8,1.5999999999999999,1.5860665285919455,1.4758574153517707,0.0
2.2,0.0,2.2,2.2,1.7,0.6,1.1,1.9,1.5486765499743282,0.5652191395434344,0.983457410430894,1.8767200544044922,0.28127635783488175,1.5954436965696102,1.7,0.8,0.6,1.2,1.4,-0.2,1.0,1.3,1.0,0.3,1.3,1.2428233165717701,1.0550324357344145,0.1877908808373555,1.5425880604233018,1.0840773488761595,0.4585107115471421,1.7,0.8,0.6,2.4000000000000004,0.8,0.7956665295935385,1.136932985022468,
2.4,0.4,2.0,1.8,2.1,0.9,1.2,1.5,1.946710031651508,0.7837772794265115,1.1629327522249964,2.2068943217634285,0.617190582300166,1.5897037394632632,0.75,1.75,0.25,1.6,0.6,1.0,1.6,1.0,1.2,-0.2,1.2,1.0350800908672577,1.244033885984692,-0.2089537951174344,1.0324242582230592,0.9873633296926414,0.04506092853041787,0.75,1.75,0.25,1.0,1.4,1.3718865473424309,1.5446428109328454,
1.6,2.0,-0.4,1.0,1.7,1.7,0.0,1.0,1.4129171908092963,1.5762531461429972,-0.16333595533370077,1.5120585860883968,1.843473250707828,-0.33141466461943103,0.6666666666666666,1.8333333333333333,0.16666666666666666,0.8,1.8,-1.0,1.0,1.4,1.5,-0.1,1.4,1.1455123065914876,1.4446637017750892,-0.2991513951836015,1.2633718459123866,1.7208162827275408,-0.4574444368151539,0.6666666666666666,1.8333333333333333,0.16666666666666666,0.6,0.1,0.13581543984990074,0.12602977219572287,
0.6,2.2,-1.6,0.6,0.9,2.5,-1.6,0.6,0.7431809753255808,2.1809856418051816,-1.437804666479601,0.7437490953728659,2.291138864939548,-1.5473897695666816,0.5,1.25,0.25,1.8,0.6,1.2,1.6,1.5,1.0,0.5,1.5,1.5072405976593808,0.8596213759074158,0.6476192217519653,1.797674509598741,0.713528892251314,1.0841456173474269,0.5,1.25,0.25,-2.8,-2.1,-2.085423888231566,-2.6315353869141083,0.0
2.4,1.6,0.8,1.8,1.9,1.3,0.6,1.5,1.6815204925630438,1.1818017926573718,0.49971869990567186,2.082739387660278,1.4725696931129089,0.610169694547369,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.8,1.4,-0.6,1.0,0.6,1.4,-0.8,0.8,0.7566661393309172,1.432257092527233,-0.6755909531963159,0.7447959456909018,1.5864468731085348,-0.8416509274176328,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.4,1.4,1.1753096531019878,1.4518206219650018,
0.8,1.0,-0.2,1.0,1.3,1.1,0.2,1.3,1.3928888394568,0.9180191559200908,0.4748696835367092,1.0659332297374844,0.9854485884629648,0.08048464127451936,1.25,0.75,0.25,0.6,1.8,-1.2,1.0,0.9,1.8,-0.9,0.9,0.823659214020961,1.5920957850231734,-0.7684365710022123,0.7810379301950899,1.5975411525998966,-0.8165032224048068,1.25,0.75,0.25,1.0,1.1,1.2433062545389215,0.8969878636793261,0.0
0.8,1.6,-0.8,1.0,0.4,1.4,-1.0,0.7,0.6809994487193488,1.489031440808023,-0.8080319920886742,0.5958367565526914,1.6691574984868447,-1.0733207419341528,1.3333333333333333,0.5,0.5,2.6,0.2,2.4,2.2,2.1,0.8,1.3,1.7,2.0520390285183456,0.7053995514600572,1.3466394770582881,2.365515457410743,0.49375246584013277,1.8717629915706109,1.3333333333333333,0.5,0.5,-3.2,-2.3,-2.154671469146962,-2.945083733504764,
0.8,2.2,-1.4,0.8,0.8,1.6,-0.8,1.2,0.6697418080797263,1.793806891730884,-1.1240650836511579,0.589272067939667,2.2137328356188997,-1.6244607676792326,1.1,1.4,0.3,2.0,0.0,2.0,2.2,1.8,0.2,1.6,2.1,1.5938088949938172,0.5086972255678989,1.0851116694259184,1.9013760435235938,0.2250210862679054,1.6763549572556882,1.1,1.4,0.3,-3.4,-2.4000000000000004,-2.2091767530770765,-3.300815724934921,
1.2,1.2,0.0,1.4,1.3,1.2,0.1,1.4,1.3217095544397812,1.399290177904756,-0.07758062346497413,1.3470758227548691,1.4696561793766478,-0.12258035662177877,1.75,0.625,0.625,1.4,0.8,0.6,1.8,1.2,1.2,0.0,1.3,1.267282631844118,1.3472352598853938,-0.07995262804127587,1.4970473468977699,1.1263036893493197,0.3707436575484505,1.75,0.625,0.625,-0.6,0.1,0.0023720045763017394,-0.4933240141702293,
2.4,2.0,0.4,1.0,1.8,1.5,0.3,1.2,1.7159606458610956,1.3811539202604626,0.3348067256006334,2.105840724704742,1.7867537167433496,0.3190870079613925,1.25,0.875,0.5,1.8,0.4,1.4,2.2,2.2,0.7,1.5,2.1,2.122811574248243,0.5729323202932832,1.5498792539549602,2.1042583238330987,0.6461527481734611,1.4581055756596382,1.25,0.875,0.5,-0.9999999999999999,-1.2,-1.2150725283543267,-1.1390185676982456,
0.8,1.2,-0.4,1.0,1.0,1.3,-0.3,1.2,0.9315669081960041,1.4196392741361565,-0.48807236594015246,0.8259394064179947,1.3898906640669038,-0.5639512576489092,1.75,1.5,0.25,2.6,1.4,1.2,2.2,1.8,1.1,0.7,1.7,1.7133684433164116,1.0636216133557437,0.6497468299606679,2.0661915101282227,1.1780557544903272,0.8881357556378955,1.75,1.5,0.25,-1.6,-1.0,-1.1378191959008204,-1.4520870132868047,
1.8,1.4,0.4,1.4,1.4,1.5,-0.1,1.3,1.440554368707066,1.512511733942029,-0.07195736523496295,1.7976378775182162,1.5010429514794559,0.2965949260387604,1.5,1.2,0.5,1.0,1.0,0.0,1.0,1.6,0.9,0.7,1.6,1.6535999555902974,0.8262172403002016,0.8273827152900958,1.6527465837899877,0.7883588707703718,0.8643877130196157,1.5,1.2,0.5,0.4,-0.7999999999999999,-0.8993400805250588,-0.5677927869808552,
0.8,2.0,-1.2,1.0,0.9,2.0,-1.1,0.9,1.0108084366087424,1.8123372471335586,-0.8015288105248152,0.8306308570356461,1.9388272668831417,-1.1081964098474957,2.6666666666666665,1.5,0.5,1.4,2.2,-0.8,0.8,1.2,1.7,-0.5,1.0,1.2738092896028166,1.5231178922248836,-0.2493086026220674,1.1975325159590542,1.7918712925354212,-0.594338776576367,2.6666666666666665,1.5,0.5,-0.3999999999999999,-0.6000000000000001,-0.5522202079027478,-0.5138576332711287,
1.6,0.4,1.2,2.2,1.8,0.6,1.2,1.9,2.0105304167927294,0.5156390882482951,1.4948913285444343,1.8834066590664789,0.5169221985387689,1.3664844605277107,0.8333333333333334,0.8333333333333334,0.16666666666666666,1.0,2.0,-1.0,1.0,0.6,1.5,-0.9,0.8,0.8128996241449185,1.5401283433293564,-0.7272287191844378,0.8766694052421985,1.7353259987894862,-0.8586565935472876,0.8333333333333334,0.8333333333333334,0.16666666666666666,2.2,2.1,2.222120047728872,2.2251410540749985,
2.4,0.2,2.2,2.2,2.0,0.3,1.7,1.9,1.7344280055418864,0.5578275030276877,1.1766005025141988,2.121100834818875,0.38001686901432435,1.7410839658045507,1.25,2.75,0.5,0.8,0.8,0.0,1.4,1.0,1.2,-0.2,1.2,1.0384150236142977,1.277668960619258,-0.23925393700496034,1.0607515252803676,1.111912531080717,-0.05116100580034929,1.25,2.75,0.5,2.2,1.9,1.4158544395191592,1.7922449716049,
2.4,0.6,1.8,1.8,2.2,0.9,1.3,1.7,2.0468351256650887,0.8348595963494365,1.2119755293156518,2.292412365928594,0.7950019726721064,1.4974103932564886,1.375,1.5,0.25,1.6,0.6,1.0,1.2,1.4,1.0,0.4,1.3,1.356516535106252,0.7736592367270616,0.5828572983791908,1.4381396076789927,0.5708231138010512,0.8673164938779414,1.375,1.5,0.25,0.8,0.9,0.629118230936461,0.6300938993785472,0.0
1.0,2.0,-1.0,0.6,1.4,1.7,-0.3,1.0,1.2716254693768758,1.6186278322339311,-0.3470023628570554,1.2096468688707176,1.8747786005662626,-0.665131731695545,1.3333333333333333,1.1666666666666667,0.3333333333333333,2.4,2.0,0.4,1.0,1.6,1.5,0.1,1.0,1.5443645787047298,1.343038527663504,0.2013260510412262,1.6846725797637936,1.62940297339468,0.05526960636911393,1.3333333333333333,1.1666666666666667,0.3333333333333333,-1.4,-0.4,-0.5483284138982816,-0.7204013380646589,
0.6,2.2,-1.6,0.8,0.8,2.1,-1.3,0.8,0.7412895874714331,1.832897038233737,-1.0916074507623041,0.6248303440589649,2.078032922378617,-1.453202578319652,2.5,1.25,0.75,1.4,1.6,-0.2,1.0,1.5,1.4,0.1,1.4,1.489538601509635,1.559361162511908,-0.06982256100227237,1.6776606582038958,1.7757249435013185,-0.09806428529742302,2.5,1.25,0.75,-1.4000000000000001,-1.4000000000000001,-1.0217848897600317,-1.355138293022229,
0.4,1.6,-1.2,0.6,0.8,2.4,-1.6,0.6,0.6688628100122953,1.962886878711077,-1.2940240686987816,0.5949992762982688,1.8329110919515648,-1.2379118156532956,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6,2.8,-2.2,0.8,0.8,1.8,-1.0,1.2,0.7027676272807806,1.9144262025907643,-1.211658575309984,0.6714176543517337,2.3709862684951197,-1.6995686141433863,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0000000000000002,-0.6000000000000001,-0.08236549338879762,0.4616567984900908,
2.2,1.6,0.6,2.0,1.6,1.3,0.3,1.4,1.5420315989379394,1.157259452045763,0.3847721468921761,1.652953208102578,1.342444603592262,0.31050860451031626,1.5,1.0,0.6,1.2,1.2,0.0,1.0,1.3,1.2,0.1,1.2,1.1185409848768488,1.1495291921896715,-0.03098820731282277,1.2340704483386415,1.2672618791009276,-0.03319143076228644,1.5,1.0,0.6,0.6,0.19999999999999998,0.41576035420499885,0.3437000352726027,
1.8,1.2,0.6,1.2,1.7,1.4,0.3,1.3,1.4078649722687615,1.1701775943264248,0.23768737794233677,1.7285579813839276,1.1013224209456263,0.6272355604383018,0.75,1.25,0.25,0.8,1.6,-0.8,1.4,0.8,1.9,-1.1,1.0,0.7671616761238733,1.6495999138524673,-0.8824382377285941,0.699864275284488,1.6624263376962027,-0.9625620624117148,0.75,1.25,0.25,1.4,1.4000000000000001,1.120125615670931,1.5897976228500166,0.0
1.6,1.0,0.6,1.2,1.4,1.2,0.2,1.3,1.3208648810022832,1.0962933184238925,0.22457156257839106,1.3505116861431943,1.2566584910408414,0.09385319510235289,1.75,1.0,0.625,2.2,0.2,2.0,2.6,2.1,0.1,2.0,2.2,1.6609852049653933,0.5020447527079779,1.1589404522574156,1.8968806678551,0.3040134952114595,1.5928671726436405,1.75,1.0,0.625,-1.4,-1.8,-0.9343688896790245,-1.4990139775412876,0.0
0.6,2.6,-2.0,0.8,0.8,1.8,-1.0,1.2,0.7324908645600142,1.722983582284594,-0.9904927177245799,0.7371341234813871,1.8967890147960957,-1.159654891314709,1.2,1.0,0.5,1.2,1.8,-0.6,1.6,1.0,1.9,-0.9,1.1,1.1097275929779098,1.6311035223651624,-0.5213759293872519,1.064504685628517,1.5510618135065133,-0.4865571278779964,1.2,1.0,0.5,-1.4,-0.09999999999999998,-0.46911678833732806,-0.6730977634367126,0.0
1.4,1.8,-0.4,0.8,1.3,1.5,-0.2,1.1,1.3405847393506731,1.5034250455066605,-0.16284030615598702,1.3421285265631167,1.6205799548010549,-0.2784514282379385,1.0,1.0,0.5,0.4,1.6,-1.2,0.6,0.7,2.2,-1.5,0.6,0.6019764741086872,1.8665981118031634,-1.2646216376944763,0.47599942103859977,1.6663288735612305,-1.1903294525226304,1.0,1.0,0.5,0.7999999999999999,1.3,1.1017813315384892,0.911878024284692,
1.2,1.4,-0.2,1.0,1.3,1.3,0.0,1.2,1.006686886358591,1.23457627299395,-0.2278893866353591,0.9872563586709132,1.4138095032807423,-0.42655314460982935,1.25,1.625,0.25,0.6,1.6,-1.0,0.6,1.3,1.6,-0.3,1.0,1.1444629205344805,1.456765046586072,-0.3123021260515914,0.967717495096574,1.49982288045301,-0.532105385356436,1.25,1.625,0.25,0.8,0.3,0.08441273941623231,0.10555224074660668,0.0
0.8,1.0,-0.2,1.2,1.0,1.1,-0.1,1.2,0.9345693171875865,1.2499009404032988,-0.3153316232157124,0.8486012201187868,1.0895300248534423,-0.24092880473465536,1.0,0.75,0.25,1.6,1.2,0.4,1.4,1.4,1.3,0.1,1.3,1.2964989318009223,1.3612605605106192,-0.06476162870969654,1.438110302014573,1.2008343611835648,0.23727594083100834,1.0,0.75,0.25,-0.6000000000000001,-0.2,-0.25056999450601586,-0.4782047455656637,0.0
1.0,2.0,-1.0,0.8,1.2,1.7,-0.5,1.0,1.1464282665400705,1.5708061382319873,-0.42437787169191715,0.9580260127672185,1.8334970340283412,-0.8754710212611225,2.3333333333333335,1.5,0.6666666666666666,1.8,0.4,1.4,2.2,1.9,0.5,1.4,2.1,2.0094773751131974,0.4640751794107811,1.5454021957024162,1.9067253272531832,0.41353775883101507,1.4931875684221687,2.3333333333333335,1.5,0.6666666666666666,-2.4,-1.9,-1.9697800673943333,-2.3686585896832915,0.0
1.0,0.6,0.4,1.2,1.5,0.9,0.6,1.4,1.48823995998607,0.7435955162475986,0.7446444437384715,1.3221972670319904,0.6306870966162975,0.6915101704156925,1.9,1.0,0.5,3.0,0.6,2.4,2.2,2.5,0.6,1.9,2.0,2.2421516131466266,0.8513736367185553,1.3907779764280712,2.633929892742876,0.8360015781376852,1.7979283146051912,1.9,1.0,0.5,-2.0,-1.2999999999999998,-0.6461335326895997,-1.1064181441894987,
1.4,1.6,-0.2,1.0,1.6,1.4,0.2,1.1,1.3899281187523491,1.208734673086647,0.18119344566570247,1.3477380638110348,1.3035223787157442,0.04421568509529115,0.625,1.125,0.125,2.0,1.2,0.8,2.0,1.7,1.2,0.5,1.6,1.5878284390554114,1.0415335068127187,0.5462949322426923,1.7223625664820625,1.0739556828738095,0.6484068836082532,0.625,1.125,0.125,-1.0,-0.3,-0.3651014865769898,-0.604191198512962,0.0
1.0,0.4,0.6,1.4,1.4,0.8,0.6,1.4,1.3394159639508532,0.6692359646045466,0.6701799993463065,1.0577578136255923,0.504549677293038,0.5532081363325541,1.4444444444444444,2.111111111111111,0.4444444444444444,1.0,1.8,-0.8,0.8,1.4,1.6,-0.2,1.1,1.2300166296343542,1.5110885426597822,-0.28107191302542794,1.1741739960772593,1.5998583043624082,-0.4256843082851488,1.4444444444444444,2.111111111111111,0.4444444444444444,1.4,0.8,0.9512519123717345,0.9788924446177029,
1.8,1.2,0.6,1.4,1.5,1.1,0.4,1.4,1.3668490386364052,1.325134504451559,0.04171453418484648,1.5504882416116585,1.1606674889468518,0.3898207526648067,2.2857142857142856,1.1428571428571428,0.42857142857142855,0.8,2.4,-1.6,0.8,1.2,2.0,-0.8,0.8,1.131785430150435,1.7137256194321098,-0.5819401892816748,0.9664208102137756,2.0667976272226922,-1.1003768170089165,2.2857142857142856,1.1428571428571428,0.42857142857142855,2.2,1.2000000000000002,0.6236547234665213,1.4901975696737233,0.0
2.2,1.0,1.2,1.6,1.7,1.5,0.2,1.3,1.4670784758401234,1.1531598346643714,0.3139186411757519,1.782846385107142,1.081057936756501,0.7017884483506415,0.8888888888888888,1.2222222222222223,0.0,1.6,1.4,0.2,0.8,1.5,0.9,0.6,1.4,1.3887783939192992,1.1866639879351228,0.20211440598417682,1.4804093489145556,1.4053267928326731,0.07508255608188232,0.8888888888888888,1.2222222222222223,0.0,1.0,-0.39999999999999997,0.11180423519157509,0.6267058922687592,0.0
1.0,1.4,-0.4,1.4,0.9,2.1,-1.2,1.0,1.0987548336771196,1.7679931701660618,-0.6692383364889416,1.0516037485028136,1.8408494508052107,-0.7892457023023972,1.0,1.2857142857142858,0.14285714285714285,1.0,2.0,-1.0,0.8,0.8,1.4,-0.6,1.0,0.8584487292066901,1.427503874895688,-0.569055145688998,0.9610684193550157,1.4306086392252395,-0.4695402198702239,1.0,1.2857142857142858,0.14285714285714285,0.6,-0.6,-0.10018319079994364,-0.31970548243217334,
1.8,1.8,0.0,1.4,1.5,1.5,0.0,1.4,1.4065262662156484,1.4530825403452086,-0.04655627412955989,1.4737028212504935,1.4964639638408441,-0.02276114259035072,1.7777777777777777,1.6666666666666667,0.4444444444444444,1.4,1.6,-0.2,1.0,1.2,1.3,-0.1,1.0,1.1060181977471668,1.311118645713384,-0.2051004479662172,1.1898050869367307,1.531047602624594,-0.34124251568786346,1.7777777777777777,1.6666666666666667,0.4444444444444444,0.2,0.1,0.1585441738366573,0.31848137309751273,
2.0,0.6,1.4,2.2,2.1,0.3,1.8,2.0,1.6948866844781205,0.6518402774781235,1.043046406999997,1.9175045342840804,0.6432107961691678,1.2742937381149124,1.4545454545454546,0.9090909090909091,0.5454545454545454,1.8,1.0,0.8,1.6,1.8,1.1,0.7,1.6,1.6290455951589955,0.9373801561083879,0.6916654390506075,1.7778900531856499,0.8591645462990476,0.9187255068866026,1.4545454545454546,0.9090909090909091,0.5454545454545454,0.5999999999999999,1.1,0.35138096794938944,0.35556823122830983,
1.4,1.6,-0.2,1.2,1.3,1.5,-0.2,0.9,1.250935305190769,1.2878612067379933,-0.03692590154722403,1.0781904510488278,1.4428179029725956,-0.3646274519237672,1.4444444444444444,1.0,0.3333333333333333,2.2,0.6,1.6,1.8,2.4,0.6,1.8,1.8,2.0179364517823237,0.7662362730278507,1.2517001787544728,2.1071439141943005,0.6688012625101482,1.4383426516841529,1.4444444444444444,1.0,0.3333333333333333,-1.8,-2.0,-1.288626080301697,-1.8029701036079202,
0.8,1.4,-0.6,1.4,0.5,2.0,-1.5,0.9,0.7904463568978974,1.6846411992100985,-0.894194842312201,0.7598914202514727,1.7299410701838236,-0.9700496499323508,0.8,1.0,0.4,1.0,2.4,-1.4,1.2,1.0,1.9,-0.9,1.2,0.9592417781542146,1.650685224040128,-0.6914434458859137,1.1897072987851098,1.7174312118368766,-0.5277239130517669,0.8,1.0,0.4,0.7999999999999999,-0.6,-0.20275139642628737,-0.44232573688058385,
0.6,1.6,-1.0,0.4,0.6,2.1,-1.5,0.6,0.6417788561017449,1.879938310477891,-1.238159454376146,0.5807995368308906,1.733063098848991,-1.1522635620181003,1.8571428571428572,0.8571428571428571,0.5714285714285714,2.2,0.6,1.6,1.8,1.8,0.4,1.4,1.9,2.1085296376238074,0.5176676614815682,1.5908619761422391,2.125380261802547,0.5308302070648121,1.5945500547377351,1.8571428571428572,0.8571428571428571,0.5714285714285714,-2.6,-2.9,-2.8290214305183854,-2.7468136167558352,0.0
1.8,1.6,0.2,1.6,1.2,2.1,-0.9,1.0,1.2207972612005067,1.580540231827145,-0.3597429706266386,1.1506959077274495,1.816109412525882,-0.6654135047984329,1.0,2.0,0.0,0.6,1.4,-0.8,0.8,1.1,1.0,0.1,1.2,0.9411126238767552,1.324913579477685,-0.38380095560092997,0.8788809761070765,1.2716240199552016,-0.39274304384812486,1.0,2.0,0.0,1.0,-1.0,0.024057984974291347,-0.272670460950308,
0.8,1.6,-0.8,0.8,0.8,1.5,-0.7,0.9,0.7726037992100349,1.484753525469873,-0.7121497262598381,0.7688547354839967,1.5444869113802009,-0.7756321758962043,1.4,0.6,0.4,0.6,1.6,-1.0,1.0,0.5,1.9,-1.4,0.9,0.7113991291032331,1.616174834150283,-0.9047757050470496,0.6079131361528055,1.5839528561005927,-0.9760397199477872,1.4,0.6,0.4,0.19999999999999996,0.7,0.19262597878721155,0.2004075440515829,0.0
