H_avg_gs_5,H_avg_gc_5,H_avg_gd_5,H_avg_pts_5,H_avg_gs_10,H_avg_gc_10,H_avg_gd_10,H_avg_pts_10,H_ewma_gs_0.1,H_ewma_gc_0.1,H_ewma_gd_0.1,H_ewma_gs_0.2,H_ewma_gc_0.2,H_ewma_gd_0.2,H_h2h_avg_gs,H_h2h_avg_gc,H_h2h_win_rate,A_avg_gs_5,A_avg_gc_5,A_avg_gd_5,A_avg_pts_5,A_avg_gs_10,A_avg_gc_10,A_avg_gd_10,A_avg_pts_10,A_ewma_gs_0.1,A_ewma_gc_0.1,A_ewma_gd_0.1,A_ewma_gs_0.2,A_ewma_gc_0.2,A_ewma_gd_0.2,A_h2h_avg_gs,A_h2h_avg_gc,A_h2h_win_rate,diff_avg_gd_5,diff_avg_gd_10,diff_ewma_gd_0.1,diff_ewma_gd_0.2,target
0.8,1.2,-0.4,1.2,0.9,1.4,-0.5,1.1,1.2017097964549213,1.2243805691995366,-0.022670772744615847,1.1192727174605626,1.1357409678698438,-0.016468250409280877,1.9090909090909092,1.5454545454545454,0.45454545454545453,1.6,1.2,0.4,1.0,1.6,0.9,0.7,1.5,1.8329126786145895,1.1192533076095932,0.7136593710049963,1.7230910863809106,1.230464059367297,0.4926270270136136,1.9090909090909092,1.5454545454545454,0.45454545454545453,-0.8,-1.2,-0.7363301437496121,-0.5090952774228945,0.0
1.8,0.6,1.2,1.6,1.6,0.8,0.8,1.4,1.388285169688221,1.1231319414671037,0.2651532282211175,1.6462943018479512,0.7697600555521598,0.8765342462957917,1.2,1.2,0.4,0.8,1.8,-1.0,1.0,0.8,2.3,-1.5,0.8,0.9732927564360581,2.2467285123222727,-1.2734357558862144,0.9684340705413583,2.050873714524181,-1.082439643982823,1.2,1.2,0.4,2.2,2.3,1.538588984107332,1.9589738902786147,
1.6,1.6,0.0,1.0,1.7,1.0,0.7,1.3,1.9496214107531304,1.207327976848634,0.7422934339044968,1.9784728691047284,1.3843712474938379,0.594101621610891,1.3333333333333333,1.1111111111111112,0.4444444444444444,0.6,1.0,-0.4,0.8,0.9,1.5,-0.6,0.9,0.9662151952514174,1.3348462775436496,-0.36863108229223174,0.7656847308402805,1.3686866787163106,-0.6030019478760298,1.3333333333333333,1.1111111111111112,0.4444444444444444,0.4,1.2999999999999998,1.1109245161967285,1.1971035694869208,0.0
1.0,1.6,-0.6,1.4,1.1,1.4,-0.3,1.3,1.248699369393532,1.351670354083651,-0.10297098469011895,1.1005099707034798,1.388695677878885,-0.2881857071754054,2.25,0.75,0.5,1.2,2.8,-1.6,1.2,1.3,2.1,-0.8,1.1,1.3404622098864634,1.9222109589980805,-0.5817487491116166,1.4289634305518468,2.018892650471281,-0.5899292199194344,2.25,0.75,0.5,1.0,0.5,0.4787777644214976,0.30174351274402894,
1.2,1.8,-0.6,1.0,1.6,1.0,0.6,1.6,1.441394037140444,1.436336898233756,0.005057138906687622,1.2928584880560028,1.5693077622726357,-0.2764492742166324,1.9090909090909092,1.0909090909090908,0.6363636363636364,1.8,0.6,1.2,1.6,1.4,0.7,0.7,1.5,1.5928081836440393,0.9168451269489946,0.675963056695045,1.660751407815796,0.7485584777334187,0.9121929300823772,1.9090909090909092,1.0909090909090908,0.6363636363636364,-1.7999999999999998,-0.09999999999999998,-0.6709059177883574,-1.1886422042990097,
1.0,2.0,-1.0,1.2,1.4,1.8,-0.4,1.5,1.2600646925225485,1.802144399889775,-0.5420797073672268,1.3012789298804706,1.9304300363505393,-0.6291511064700686,2.0,0.5,0.5,1.8,1.4,0.4,1.6,1.3,1.7,-0.4,1.1,1.2851376720059025,1.4907159214223984,-0.20557824941649594,1.3184782359050118,1.5398023905375968,-0.2213241546325852,2.0,0.5,0.5,-1.4,0.0,-0.33650145795073083,-0.40782695183748335,0.0
1.2,1.0,0.2,1.4,1.1,1.5,-0.4,1.2,1.2815388168123767,1.401942512286139,-0.1204036954737628,1.29541817396845,1.5085927742958751,-0.21317460032742475,1.0,1.5833333333333333,0.5,1.4,0.8,0.6,1.2,1.4,1.4,0.0,0.9,1.3520462505043396,1.1434991457044155,0.20854710479992414,1.4192975011288043,1.088475934553116,0.33082156657568834,1.0,1.5833333333333333,0.5,-0.39999999999999997,-0.4,-0.32895080027368695,-0.543996166903113,
0.8,2.4,-1.6,0.4,1.0,2.1,-1.1,0.8,1.1349398488753408,2.073414512641569,-0.9384746637662283,0.9794976840589633,2.3041512609876937,-1.3246535769287304,1.6111111111111112,1.0,0.3888888888888889,0.4,1.0,-0.6,0.8,0.6,1.8,-1.2,0.7,0.7099950228447901,1.459580137824652,-0.7495851149798617,0.5237907723529107,1.4358416678764778,-0.9120508955235672,1.6111111111111112,1.0,0.3888888888888889,-1.0,0.09999999999999987,-0.18888954878636666,-0.4126026814051632,0.0
2.8,0.6,2.2,1.8,2.4,0.9,1.5,1.7,2.2505179199892713,0.7432885326842853,1.507229387304986,2.388489261392624,0.770401630945615,1.6180876304470089,0.625,1.25,0.25,1.8,2.4,-0.6,1.2,1.6,2.2,-0.6,1.2,1.4713153978278575,2.0337558524354216,-0.5624404546075641,1.6366530812465014,2.251990175736563,-0.615337094490061,0.625,1.25,0.25,2.8000000000000003,2.1,2.06966984191255,2.23342472493707,
2.2,1.0,1.2,1.6,1.8,0.9,0.9,1.6,1.5494566527195075,1.2108187473204524,0.33863790539905525,1.9170354414783612,1.015808044441728,0.9012273970366333,1.7857142857142858,1.2857142857142858,0.5,1.8,1.6,0.2,1.6,1.7,1.4,0.3,1.4,1.6137729462874075,1.33939089578424,0.2743820505031675,1.668866810487197,1.550508861987048,0.1183579485001491,1.7857142857142858,1.2857142857142858,0.5,1.0,0.6000000000000001,0.06425585489588775,0.7828694485364842,
2.4,1.2,1.2,1.8,2.2,0.9,1.3,1.8,1.7910434371063035,0.9489106340653747,0.8421328030409293,2.0761336054920556,0.9056290890331353,1.1705045164589203,1.7083333333333333,1.375,0.4583333333333333,2.2,1.0,1.2,1.6,2.1,0.6,1.5,1.6,2.0794820628657824,0.7695213750226357,1.3099606878431465,1.8636964159536922,0.7012905593868034,1.1624058565668889,1.7083333333333333,1.375,0.4583333333333333,0.0,-0.19999999999999996,-0.46782788480221715,0.008098659892031401,0.0
2.2,1.6,0.6,1.6,1.8,1.2,0.6,1.5,1.6523956516586666,1.205451806205816,0.4469438454528508,1.7350934483897578,1.2404070895896384,0.4946863588001194,1.0,1.25,0.25,1.0,0.8,0.2,0.8,0.8,1.2,-0.4,0.9,0.9591227225373105,1.2577873122882817,-0.29866458975097177,1.0408865132059266,0.9966459404191325,0.044240572786794274,1.0,1.25,0.25,0.39999999999999997,1.0,0.7456084352038226,0.45044578601332513,
0.4,1.2,-0.8,0.6,0.6,1.6,-1.0,0.7,0.6389955205603111,1.413622124042187,-0.7746266034818755,0.41903261788232854,1.3486733343011823,-0.9296407164188538,1.7083333333333333,1.25,0.375,1.8,0.4,1.4,2.2,2.3,0.8,1.5,2.0,1.7119390933956733,0.8540195706588372,0.8579195227368364,1.8609068843936445,0.7245032712265083,1.1364036131671362,1.7083333333333333,1.25,0.375,-2.2,-2.5,-1.632546126218712,-2.0660443295859903,
1.8,1.8,0.0,1.6,2.2,1.4,0.8,1.7,1.8871560864928003,1.2849066255852344,0.6022494609075658,2.1880747587118066,1.392325671671711,0.7957490870400957,1.4545454545454546,0.9090909090909091,0.45454545454545453,1.0,2.0,-1.0,1.0,1.7,1.1,0.6,1.6,1.4972546334263994,1.3927032084103803,0.10455142501601891,1.4342867904448025,1.4554462098181087,-0.02115941937330584,1.4545454545454546,0.9090909090909091,0.45454545454545453,1.0,0.20000000000000007,0.49769803589154693,0.8169085064134015,0.0
1.4,1.2,0.2,1.0,1.6,0.7,0.9,1.5,1.8715338565792041,0.7925692375203722,1.0789646190588316,1.4909571327629538,0.7610324475094428,0.7299246852535111,1.9545454545454546,1.3181818181818181,0.5454545454545454,1.6,1.4,0.2,1.4,1.6,1.1,0.5,1.5,1.623829432454179,1.2165033186752858,0.4073261137788932,1.880407976562784,1.110956542303108,0.7694514342596761,1.9545454545454546,1.3181818181818181,0.5454545454545454,0.0,0.4,0.6716385052799383,-0.03952674900616504,
1.0,2.6,-1.6,1.0,1.3,2.5,-1.2,1.1,1.2063758044527488,2.2300821292164352,-1.0237063247636857,1.143170734579134,2.615114140951872,-1.4719434063727381,1.5,1.5,0.5,1.0,2.8,-1.8,1.4,1.1,2.1,-1.0,1.3,1.1319542392555,2.127269556434354,-0.9953153171788544,1.0409798943087067,2.54444604998983,-1.503466155681123,1.5,1.5,0.5,0.19999999999999996,-0.19999999999999996,-0.028391007584831374,0.031522749308384945,
2.0,0.8,1.2,1.6,1.4,0.8,0.6,1.4,1.5335273652796353,1.0251606142540952,0.5083667510255403,1.528601126252637,0.9988467821867351,0.5297543440659017,1.5833333333333333,1.0833333333333333,0.5,1.6,1.0,0.6,1.4,1.3,1.4,-0.1,1.4,1.4533849351368495,1.2617482610528665,0.19163667408398263,1.6363345391747603,1.2068742194367001,0.4294603197380604,1.5833333333333333,1.0833333333333333,0.5,0.6,0.7,0.31673007694155764,0.10029402432784129,
1.4,1.2,0.2,1.0,1.2,1.4,-0.2,0.9,1.2168416254539054,1.3291492311339739,-0.11230760568006845,1.1354380009030434,1.470780747642493,-0.3353427467394495,1.3636363636363635,0.9090909090909091,0.45454545454545453,2.2,0.8,1.4,2.2,2.5,1.0,1.5,1.7,2.325466127990344,0.868959679415857,1.4565064485744874,2.5107914091140993,1.016321304756492,1.4944701043576072,1.3636363636363635,0.9090909090909091,0.45454545454545453,-1.2,-1.7,-1.568814054254556,-1.8298128510970568,0.0
1.0,1.2,-0.2,0.8,0.9,1.4,-0.5,0.9,0.9285410083962202,1.3104778121102805,-0.38193680371405997,0.9576053796290881,1.321623909468177,-0.3640185298390888,2.125,1.0,0.75,1.4,1.2,0.2,1.0,1.6,1.0,0.6,1.3,1.7546592696778172,1.0865951791637707,0.668064090514047,1.5827782952837828,1.1074969979950704,0.47528129728871277,2.125,1.0,0.75,-0.4,-1.1,-1.050000894228107,-0.8392998271278016,0.0
2.2,1.2,1.0,2.2,2.6,1.1,1.5,1.7,2.2929195151913095,0.9820637114742714,1.3108558037170386,2.4086331272912798,1.2130570438051937,1.1955760834860858,2.5,2.5,0.5,1.0,3.0,-2.0,1.0,1.1,1.9,-0.8,1.4,1.118560849199341,2.0128513994055,-0.8942905502061599,1.03278282586968,2.2355157761149855,-1.2027329502453057,2.5,2.5,0.5,3.0,2.3,2.2051463539231984,2.3983090337313913,0.0
2.6,1.2,1.4,1.6,1.8,1.5,0.3,1.3,1.7985502048737665,1.203230609610875,0.5953195952628915,2.2439490871556838,0.9853998372045795,1.2585492499511042,1.0,0.0,0.5,0.6,1.0,-0.4,0.8,0.9,1.3,-0.4,1.0,0.8695936757262757,1.2013616497892845,-0.3317679740630085,0.6125477846722245,1.0949493429730486,-0.4824015583008238,1.0,0.0,0.5,1.7999999999999998,0.7,0.9270875693259,1.740950808251928,0.0
1.8,1.0,0.8,1.2,1.5,0.9,0.6,1.4,1.4801746287516717,1.0226445528286856,0.4575300759229862,1.4228809010021097,0.9990774257493882,0.42380347525272133,0.25,1.5,0.0,1.2,2.4,-1.2,1.2,1.2,2.5,-1.3,0.9,1.185732656104357,2.1070407293708713,-0.9213080732665136,1.1145365868728048,2.292091303843811,-1.1775547169710063,0.25,1.5,0.0,2.0,1.9,1.3788381491894999,1.6013581922237277,0.0
1.6,1.2,0.4,1.4,1.3,1.2,0.1,1.4,1.4080464416218086,1.235573434946797,0.17247300667501125,1.5090676313398084,1.1654993755493601,0.3435682557904483,1.5,1.0,0.5833333333333334,1.6,0.6,1.0,1.8,2.4,0.9,1.5,2.0,1.8407451840561062,0.8686176135929533,0.9721275704631528,2.0887255075149156,0.7796026169812067,1.3091228905337091,1.5,1.0,0.5833333333333334,-0.6,-1.4,-0.7996545637881416,-0.9655546347432609,
0.8,2.0,-1.2,1.0,0.8,2.4,-1.6,0.7,1.0093012775890262,1.9794657552396706,-0.970164477650645,0.7868785177977368,2.0746568070321243,-1.2877782892343876,1.25,1.5,0.25,2.0,1.2,0.8,1.4,1.8,1.3,0.5,1.5,1.6614464892087613,1.3948529868077573,0.2665935024010038,1.9043263812502274,1.4887652338424866,0.41556114740774086,1.25,1.5,0.25,-2.0,-2.1,-1.2367579800516488,-1.7033394366421284,0.0
2.0,0.8,1.2,1.8,1.7,0.9,0.8,1.6,1.4550598887027495,1.1607631853295388,0.29429670337321057,1.6269026825461514,0.9701171484427059,0.6567855341034453,1.375,1.0,0.25,0.8,1.0,-0.2,0.8,0.8,1.3,-0.5,0.9,0.8356868992169529,1.1794300191292606,-0.3437431199123074,0.7660843037032703,1.0572991275745414,-0.29121482387127096,1.375,1.0,0.25,1.4,1.3,0.638039823285518,0.9480003579747163,
1.2,1.6,-0.4,1.0,1.3,1.4,-0.1,0.9,1.295157462908515,1.3962343080205766,-0.1010768451120616,1.3083504007224347,1.5766245981139946,-0.2682741973915596,1.7916666666666667,1.2083333333333333,0.4166666666666667,1.4,1.2,0.2,1.0,1.3,1.0,0.3,1.1,1.5791933427100353,0.9779356612473936,0.6012576814626422,1.2662226362270264,0.8859975983960563,0.3802250378309702,1.7916666666666667,1.2083333333333333,0.4166666666666667,-0.6000000000000001,-0.4,-0.7023345265747039,-0.6484992352225298,
1.0,1.6,-0.6,1.0,1.4,1.2,0.2,1.5,1.3475291700837595,1.4534328875693423,-0.10590371748558308,1.147429432355842,1.564356967854487,-0.41692753549864475,1.7272727272727273,0.7727272727272727,0.5,0.4,1.4,-1.0,0.6,0.5,1.5,-1.0,0.7,0.6750959685042799,1.5722599116379683,-0.897163943133688,0.5352260943058629,1.6789386674409463,-1.1437125731350832,1.7272727272727273,0.7727272727272727,0.5,0.4,1.2,0.7912602256481049,0.7267850376364384,
1.8,2.4,-0.6,1.2,1.4,2.6,-1.2,0.9,1.3717654720774088,2.1173422406096845,-0.7455767685322754,1.367457971997761,2.3212737124714002,-0.9538157404736392,2.4,1.2,0.7,1.2,0.8,0.4,1.4,1.8,0.9,0.9,1.5,1.9843804709212836,0.913312313768335,1.0710681571529486,1.7927657062103632,1.0088259580075545,0.783939748202809,2.4,1.2,0.7,-1.0,-2.1,-1.816644925685224,-1.7377554886764481,0.0
1.6,1.0,0.6,1.0,1.4,0.8,0.6,1.2,1.621274008439032,0.8801420951226543,0.7411319133163781,1.4129781089816211,0.708798078716845,0.7041800302647764,1.9,1.2,0.5,1.4,2.4,-1.0,0.8,1.5,2.6,-1.1,0.9,1.4345889249623351,2.205608016678912,-0.7710190917165763,1.493966377598209,2.4570189699771205,-0.9630525923789115,1.9,1.2,0.5,1.6,1.7000000000000002,1.5121510050329543,1.667232622643688,0.0
0.6,1.6,-1.0,0.6,0.5,1.5,-1.0,0.7,0.707586371653852,1.5150339204741714,-0.8074475488203192,0.6281808754446904,1.5431509339527572,-0.9149700585080666,0.0,1.0,0.0,2.2,0.8,1.4,1.6,1.9,1.4,0.5,1.4,1.8189667819182127,1.2839817646832468,0.5349850172349658,2.195154080949483,1.1883414502175458,1.0068126307319372,0.0,1.0,0.0,-2.4,-1.5,-1.342432566055285,-1.9217826892400036,
1.8,1.8,0.0,1.2,1.6,1.5,0.1,1.2,1.495301840287885,1.5553676881269818,-0.06006584783909673,1.5234611050001818,1.7910121870739895,-0.2675510820738075,1.75,0.3333333333333333,0.6666666666666666,2.0,1.2,0.8,1.8,1.5,1.0,0.5,1.7,1.467241797461221,1.1120160914487915,0.3552257060124292,1.607254105071847,0.932399500439488,0.6748546046323588,1.75,0.3333333333333333,0.6666666666666666,-0.8,-0.4,-0.41529155385152594,-0.9424056867061663,
1.8,1.0,0.8,1.6,1.9,1.1,0.8,1.5,2.0859424238291555,1.0219810823915014,1.0639613414376539,2.0342125649682905,1.2070607664060438,0.8271517985622473,2.0,1.3571428571428572,0.5714285714285714,1.6,1.2,0.4,1.4,1.7,1.1,0.6,1.4,1.5095538998325013,1.2446868667966262,0.26486703303587505,1.7015221460369214,1.176093718754165,0.5254284272827563,2.0,1.3571428571428572,0.5714285714285714,0.4,0.20000000000000007,0.7990943084017788,0.301723371279491,0.0
1.0,2.4,-1.4,1.0,1.0,2.1,-1.1,1.1,1.1065449188251428,2.112897147507283,-1.0063522286821407,1.0262255634079969,2.3884288814024264,-1.3622033179944295,3.5,0.5,1.0,2.2,1.4,0.8,2.0,2.0,1.2,0.8,1.9,1.8984404778435202,1.1564159630267108,0.7420245148168093,2.150459806969445,1.113860537337369,1.0365992696320767,3.5,0.5,1.0,-2.2,-1.9000000000000001,-1.74837674349895,-2.3988025876265064,
1.0,1.2,-0.2,0.8,1.0,1.3,-0.3,1.0,0.9521182187067563,1.2614870238492524,-0.309368805142496,1.0128674429626163,1.245839302059633,-0.2329718590970167,1.875,0.375,0.625,2.6,1.4,1.2,2.2,2.6,0.9,1.7,1.9,2.3636275636721784,0.9838573403268442,1.3797702233453346,2.526906501833024,1.170445635044155,1.3564608667888687,1.875,0.375,0.625,-1.4,-2.0,-1.6891390284878307,-1.5894327258858854,0.0
1.0,1.4,-0.4,0.8,0.8,1.4,-0.6,0.8,0.9826343081536482,1.2812254848103561,-0.29859117665670765,0.8900382277377797,1.275959474378439,-0.3859212466406591,1.0555555555555556,0.7777777777777778,0.4444444444444444,1.2,1.8,-0.6,1.0,1.3,1.4,-0.1,1.0,1.1656417166176634,1.456610877218519,-0.29096916060085554,1.0466803205779478,1.661299678491196,-0.6146193579132477,1.0555555555555556,0.7777777777777778,0.4444444444444444,0.19999999999999996,-0.5,-0.00762201605585211,0.22869811127258866,0.0
1.4,1.2,0.2,0.8,0.9,1.4,-0.5,0.9,1.063238532567028,1.5320825644152631,-0.46884403184823553,1.2327092158603876,1.5973167689180165,-0.3646075530576287,2.5,1.5,0.75,1.2,1.0,0.2,1.2,1.3,0.9,0.4,1.2,1.4321571658765044,1.020380097545817,0.41177706833068756,1.3383047208016878,0.9992619405995107,0.33904278020217704,2.5,1.5,0.75,0.0,-0.9,-0.880621100178923,-0.7036503332598057,0.0
1.4,0.8,0.6,1.6,2.2,1.1,1.1,1.7,1.6566706656504953,0.9817558522336581,0.6749148134168375,1.6709804060119324,1.0236820935849655,0.6472983124269671,1.9090909090909092,1.1363636363636365,0.5454545454545454,0.8,1.8,-1.0,1.0,1.3,1.3,0.0,1.3,1.3127762530753837,1.408089598812408,-0.09531334573702477,1.1179435458846736,1.45148557428359,-0.3335420283989158,1.9090909090909092,1.1363636363636365,0.5454545454545454,1.6,1.1,0.7702281591538622,0.9808403408258829,0.0
2.0,0.6,1.4,2.2,1.8,1.1,0.7,1.7,1.7085964300591683,1.0407743667240397,0.6678220633351283,1.720367845575556,0.8910884298698951,0.8292794157056613,1.75,0.75,0.5,1.2,1.2,0.0,1.0,0.9,1.3,-0.4,0.8,0.9569063971844194,1.2353383195620156,-0.27843192237759606,1.010293954370093,1.1966714416477062,-0.18637748727761333,1.75,0.75,0.5,1.4,1.1,0.9462539857127243,1.0156569029832747,0.0
1.2,3.2,-2.0,0.6,1.6,2.9,-1.3,0.9,1.3911300324084084,2.58504721551474,-1.1939171831063318,1.3951731020785674,3.165615175981697,-1.7704420739031295,1.3,1.1,0.4,0.8,1.4,-0.6,1.0,0.6,1.4,-0.8,0.9,0.8368277344884668,1.3635305284267543,-0.5267027939382872,0.9025447003557523,1.2345207471622057,-0.3319760468064531,1.3,1.1,0.4,-1.4,-0.5,-0.6672143891680445,-1.4384660270966765,0.0
2.2,0.8,1.4,1.6,1.9,1.4,0.5,1.3,1.6348659537662193,1.3564512299885623,0.27841472377765725,1.7560859129707267,1.3506869710035547,0.40539894196717197,0.5,1.0,0.5,1.8,1.2,0.6,1.6,2.2,1.1,1.1,1.7,1.6910035990854455,1.0835802670102923,0.6074233320751536,1.736784324809546,1.2189456748679726,0.5178386499415737,0.5,1.0,0.5,0.7999999999999999,-0.6000000000000001,-0.3290086082974964,-0.11243970797440173,0.0
0.8,1.2,-0.4,1.6,0.9,1.7,-0.8,1.0,1.0875340348471114,1.6033672617441328,-0.5158332268970223,0.9836022513905517,1.3277803565005597,-0.34417810511000796,1.3125,0.8125,0.5625,0.8,1.2,-0.4,0.8,0.6,1.2,-0.6,0.8,0.9843708773382833,1.2531029363293205,-0.26873205899103686,0.9120305821902238,1.2207675795027513,-0.3087369973125273,1.3125,0.8125,0.5625,0.0,-0.20000000000000007,-0.2471011679059854,-0.035441107797480664,0.0
1.4,2.0,-0.6,1.2,1.6,1.3,0.3,1.4,1.3585985098491846,1.5202181801170853,-0.16161967026790094,1.3612177168295372,1.740874975003332,-0.37965725817379525,1.0,0.6428571428571429,0.42857142857142855,2.0,1.6,0.4,1.2,1.6,1.5,0.1,1.4,1.645771656259097,1.3998309193142835,0.24594073694481308,1.8187688840001457,1.4328097496591916,0.3859591343409542,1.0,0.6428571428571429,0.42857142857142855,-1.0,0.19999999999999998,-0.407560407212714,-0.7656163925147494,
0.6,1.8,-1.2,0.6,1.3,1.4,-0.1,1.0,1.149077544955897,1.410949789496667,-0.26187224454076996,1.0373442564623583,1.529039742792957,-0.4916954863305982,1.4583333333333333,0.9583333333333334,0.5416666666666666,2.2,1.0,1.2,1.6,2.1,1.1,1.0,1.5,2.27734818144624,0.9197829741523513,1.3575652072938886,2.4273700519746324,0.965648613124835,1.4617214388497983,1.4583333333333333,0.9583333333333334,0.5416666666666666,-2.4,-1.1,-1.6194374518346586,-1.9534169251803966,
2.4,1.6,0.8,2.2,2.7,0.9,1.8,2.0,2.22726480730496,0.9854716062941599,1.241793201010801,2.2215252014664193,1.136356508035324,1.085168693431095,1.4090909090909092,1.2272727272727273,0.5454545454545454,2.2,0.6,1.6,1.4,1.9,0.9,1.0,1.2,2.059146607595129,0.8921278856103888,1.1670187219847405,2.3303824871852976,0.7670384629734761,1.5633440242118215,1.4090909090909092,1.2272727272727273,0.5454545454545454,-0.8,0.8,0.07477447902606049,-0.4781753307807266,
1.2,1.8,-0.6,1.0,1.3,1.5,-0.2,1.3,1.3814986277678454,1.4672806389311672,-0.08578201116332228,1.2943548367077389,1.5611884594268721,-0.26683362271913263,2.25,1.25,0.75,0.8,1.4,-0.6,1.2,1.0,2.2,-1.2,1.0,1.0504138877441997,1.7966351750919733,-0.7462212873477734,0.8733034113363739,1.6269384227078054,-0.7536350113714313,2.25,1.25,0.75,0.0,1.0,0.6604392761844511,0.48680138865229866,
1.6,1.0,0.6,1.2,1.6,1.0,0.6,1.2,1.588941449288854,1.0183420877912353,0.5705993614976189,1.6706437766413507,0.9994095524796087,0.6712342241617418,2.0,0.5,1.0,0.8,2.4,-1.6,0.6,1.0,1.9,-0.9,1.2,0.9945495608185178,1.8990471099349284,-0.904497549116411,0.8209629889177256,1.910702464652983,-1.0897394757352576,2.0,0.5,1.0,2.2,1.5,1.47509691061403,1.7609736998969994,
1.8,0.4,1.4,1.4,1.7,1.0,0.7,1.2,1.953231946835616,0.90291509704935,1.0503168497862665,2.064305989748238,0.813630770378781,1.2506752193694572,1.375,1.375,0.375,1.8,0.4,1.4,2.2,1.8,1.0,0.8,1.9,1.6377367870532515,0.9366969300516357,0.7010398570016155,1.5762942764604448,0.7128707438959161,0.8634235325645292,1.375,1.375,0.375,0.0,-0.10000000000000009,0.34927699278465096,0.38725168680492805,
1.8,1.0,0.8,1.2,2.1,1.1,1.0,1.5,1.8219032391769008,0.9752222403092631,0.8466809988676384,1.9894274598476371,0.975156539894378,1.0142709199532591,1.3,0.8,0.5,1.8,3.0,-1.2,1.0,1.8,2.7,-0.9,1.1,1.6520170294792709,2.426542493773887,-0.7745254642946163,1.916138481662854,2.7324921407853577,-0.8163536591225034,1.3,0.8,0.5,2.0,1.9,1.6212064631622547,1.8306245790757625,0.0
2.4,1.4,1.0,1.4,1.7,1.5,0.2,1.4,1.6811944906331873,1.3598478273828551,0.3213466632503318,1.8550151072001166,1.3462477997273534,0.5087673074727634,1.6,1.7,0.2,2.0,1.4,0.6,1.8,2.4,1.0,1.4,1.8,2.104538326574464,0.9869244456647438,1.117613880909721,1.9772201611731355,1.1090852064282593,0.8681349547448759,1.6,1.7,0.2,0.4,-1.2,-0.7962672176593891,-0.35936764727211246,0.0
2.4,1.2,1.2,1.6,2.3,1.1,1.2,1.6,2.249613363301616,0.9278046767371162,1.3218086865644998,2.341896041579706,0.9725188904998682,1.3693771510798387,1.5416666666666667,1.1666666666666667,0.4583333333333333,1.6,1.2,0.4,1.2,1.7,0.9,0.8,1.4,1.630047304359969,1.0165078790121116,0.613539425347857,1.7365150213130807,0.9995276419836869,0.7369873793293935,1.5416666666666667,1.1666666666666667,0.4583333333333333,0.7999999999999999,0.3999999999999999,0.7082692612166428,0.6323897717504452,
0.4,1.6,-1.2,0.6,0.8,2.2,-1.4,0.9,0.9453518409293976,1.7169559904997254,-0.7716041495703275,0.6986427266003093,1.5015507363939173,-0.8029080097936078,1.25,1.5,0.25,0.8,2.0,-1.2,0.8,1.1,1.4,-0.3,1.0,1.1341697904603072,1.4698548105470002,-0.335685020086693,1.0298754051698866,1.6232317942343657,-0.5933563890644786,1.25,1.5,0.25,0.0,-1.0999999999999999,-0.43591912948363454,-0.20955162072912914,
1.6,1.8,-0.2,0.6,0.8,1.7,-0.9,0.6,0.9511987335401608,1.6110041195236966,-0.6598053859835357,0.948933893136772,1.7022827339621187,-0.7533488408253463,2.25,0.75,1.0,1.2,1.2,0.0,1.6,1.2,1.5,-0.3,1.3,1.343348764991061,1.3205525750380505,0.022796189953010006,1.2354838693661911,1.2489507675414977,-0.013466898175306025,2.25,0.75,1.0,-0.2,-0.6000000000000001,-0.6826015759365457,-0.7398819426500403,0.0
0.8,1.0,-0.2,0.8,0.8,1.3,-0.5,0.7,0.8612157512006543,1.2118044860649417,-0.35058873486428715,0.8082351634960744,1.1573371533181651,-0.34910198982209073,2.0,0.0,1.0,2.0,1.4,0.6,1.2,1.9,1.4,0.5,1.4,1.4695985586319122,1.522596364621922,-0.05299780599000961,1.4048448261469046,1.680572027616419,-0.27572720146951446,2.0,0.0,1.0,-0.8,-1.0,-0.2975909288742775,-0.07337478835257627,0.0
0.8,1.0,-0.2,1.0,0.7,1.3,-0.6,0.8,0.9859337896044551,1.2277926426963883,-0.24185885309193317,0.9296244657521792,1.176614063602201,-0.24698959785002184,1.4166666666666667,1.1666666666666667,0.4166666666666667,1.0,2.0,-1.0,0.8,1.6,1.5,0.1,1.2,1.3227386588642518,1.5681963621053958,-0.24545770324114422,1.2889741734636297,1.7926999800026655,-0.5037258065390363,1.4166666666666667,1.1666666666666667,0.4166666666666667,0.8,-0.7,0.003598850149211047,0.2567362086890145,
1.0,1.8,-0.8,1.0,0.7,1.4,-0.7,0.9,0.8531449610396202,1.6271774755840789,-0.7740325145444586,0.9220357602846018,1.787616597729765,-0.8655808374451627,1.0833333333333333,1.0,0.3333333333333333,1.4,0.8,0.6,2.0,1.3,0.9,0.4,1.7,1.2884658559396913,1.1707330340748012,0.11773282186488979,1.228642627245982,1.0767356802812726,0.15190694696470955,1.0833333333333333,1.0,0.3333333333333333,-1.4,-1.1,-0.8917653364093484,-1.0174877844098722,
1.8,0.6,1.2,2.2,2.0,1.1,0.9,1.9,1.6739631083479263,0.9430272370464721,0.730935871301454,1.6610354211683562,0.770296595116733,0.8907388260516235,2.0,1.0,0.5,0.8,1.6,-0.8,0.8,0.9,2.1,-1.2,0.9,1.0508353236519312,2.045318499906293,-0.9944831762543613,0.9589141842233504,2.201240597027101,-1.2423264128037506,2.0,1.0,0.5,2.0,2.1,1.7254190475558153,2.133065238855374,0.0
