unnamed:_0,age,matches_played,starts,minutes,90s_played,assists,goals_+_assists,penalty_attempts,yellow_cards,red_cards,xg,npxg,xag,npxg_+_xag,progressive_carries,progressive_passes,progressive_receives,goals_per_90,assists_per_90,goals_+_assists_per_90,non_penalty_goals_per_90,non_penalty_goals_+_assists_per_90,xg_per_90,xag_per_90,xg_+_xag_per_90,npxg_per_90,npxg_+_xag_per_90,90s,xg_overperformance,age_band_encoded,goals
459,25,13,4,416,4.6,2,3,0,2,0,0.9,0.9,0.5,1.4,19,5,45,0.08,0.15,0.65,0.22,0.65,0.19,0.12,0.31,0.19,0.31,13,0.0999999999999999,1,1
460,27,3,3,200,2.2,0,2,0,1,0,0.8,0.8,0.0,0.8,4,1,17,0.67,0.0,0.9,0.9,0.9,0.37,0.01,0.38,0.37,0.38,3,1.2,1,2
461,23,11,1,131,1.5,0,0,0,1,0,0.1,0.1,0.3,0.3,1,7,3,0.0,0.0,0.0,0.0,0.0,0.04,0.19,0.22,0.04,0.22,11,-0.1,2,0
462,19,10,0,163,1.8,0,1,0,0,0,0.5,0.5,0.4,0.9,10,11,33,0.1,0.0,0.55,0.55,0.55,0.26,0.22,0.47,0.26,0.47,10,0.5,2,1
463,20,4,0,37,0.4,0,1,0,0,0,0.4,0.4,0.0,0.4,0,0,0,0.25,0.0,2.43,2.43,2.43,0.88,0.0,0.88,0.88,0.88,4,0.6,2,1
464,21,1,0,13,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0
465,20,1,0,10,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0
466,21,1,0,8,0.1,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,1,0.0,2,0
467,30,30,29,2519,28.0,0,2,0,4,0,1.5,1.5,0.3,1.8,7,81,3,0.07,0.0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,30,0.5,0,2
468,22,28,24,2144,23.8,1,4,0,4,0,2.0,2.0,0.9,3.0,19,71,28,0.11,0.04,0.17,0.13,0.17,0.09,0.04,0.12,0.09,0.12,28,1.0,2,3
469,23,31,23,2175,24.2,1,2,0,5,1,0.3,0.3,0.6,1.0,12,52,6,0.03,0.03,0.08,0.04,0.08,0.01,0.03,0.04,0.01,0.04,31,0.7,2,1
470,33,25,23,2099,23.3,1,3,0,2,0,1.2,1.2,0.2,1.4,7,68,1,0.08,0.04,0.13,0.09,0.13,0.05,0.01,0.06,0.05,0.06,25,0.8,0,2
471,26,28,22,2002,22.2,2,4,0,8,1,0.6,0.6,1.6,2.1,51,62,106,0.07,0.07,0.18,0.09,0.18,0.02,0.07,0.1,0.02,0.1,28,1.4,1,2
472,22,32,22,1972,21.9,1,1,0,4,0,1.7,1.6,1.7,3.3,25,99,30,0.0,0.03,0.05,0.0,0.05,0.08,0.08,0.16,0.07,0.15,32,-1.7,2,0
473,28,26,22,1827,20.3,0,2,0,2,0,1.8,1.8,3.3,5.1,32,146,85,0.08,0.0,0.1,0.1,0.1,0.09,0.16,0.25,0.09,0.25,26,0.1999999999999999,1,2
474,31,22,20,1581,17.6,1,1,0,1,0,0.2,0.2,0.8,1.0,25,62,63,0.0,0.05,0.06,0.0,0.06,0.01,0.05,0.06,0.01,0.06,22,-0.2,0,0
475,37,19,19,1710,19.0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,3,0
476,32,22,17,1547,17.2,8,17,6,5,0,8.6,3.9,4.4,8.2,38,152,112,0.41,0.36,0.99,0.23,0.7,0.5,0.25,0.76,0.22,0.48,22,0.4000000000000003,0,9
477,28,25,15,1457,16.2,3,11,3,4,0,4.8,2.4,4.9,7.3,26,132,66,0.32,0.12,0.68,0.37,0.56,0.29,0.3,0.59,0.15,0.45,25,3.2,1,8
478,24,17,15,1362,15.1,2,7,0,2,1,2.9,2.9,3.5,6.3,94,67,157,0.29,0.12,0.46,0.33,0.46,0.19,0.23,0.42,0.19,0.42,17,2.1,1,5
479,30,15,15,1350,15.0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,15,0.0,0,0
480,31,18,15,1274,14.2,1,1,0,0,0,0.2,0.2,0.4,0.6,19,63,32,0.0,0.06,0.07,0.0,0.07,0.01,0.03,0.04,0.01,0.04,18,-0.2,0,0
481,18,21,15,1111,12.3,0,2,0,0,0,2.3,2.3,0.2,2.5,53,35,99,0.1,0.0,0.16,0.16,0.16,0.18,0.02,0.2,0.18,0.2,21,-0.2999999999999998,2,2
482,19,22,14,1235,13.7,0,4,0,4,0,6.1,6.1,1.2,7.3,24,17,57,0.18,0.0,0.29,0.29,0.29,0.44,0.09,0.53,0.44,0.53,22,-2.1,2,4
483,25,15,14,1139,12.7,1,6,0,0,0,3.8,3.8,1.5,5.3,27,34,82,0.33,0.07,0.47,0.4,0.47,0.3,0.12,0.42,0.3,0.42,15,1.2000000000000002,1,5
484,27,14,11,906,10.1,2,4,0,4,0,1.1,1.1,1.0,2.1,11,59,13,0.14,0.14,0.4,0.2,0.4,0.11,0.1,0.21,0.11,0.21,14,0.8999999999999999,1,2
485,33,25,6,710,7.9,2,4,0,4,0,3.2,3.2,0.6,3.7,9,14,43,0.08,0.08,0.51,0.25,0.51,0.4,0.07,0.47,0.4,0.47,25,-1.2000000000000002,0,2
486,30,19,6,677,7.5,0,2,0,5,1,1.5,1.5,1.0,2.5,12,18,48,0.11,0.0,0.27,0.27,0.27,0.2,0.14,0.34,0.2,0.34,19,0.5,0,2
487,29,9,6,580,6.4,2,2,0,1,0,0.2,0.2,2.0,2.2,3,24,22,0.0,0.22,0.31,0.0,0.31,0.03,0.32,0.35,0.03,0.35,9,-0.2,0,0
488,32,14,6,484,5.4,0,0,0,1,0,0.2,0.2,0.2,0.5,5,45,10,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,14,-0.2,0,0
489,25,4,4,360,4.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,4,0.0,1,0
490,20,5,4,353,3.9,1,1,0,0,0,0.0,0.0,0.1,0.2,4,15,20,0.0,0.2,0.25,0.0,0.25,0.01,0.03,0.04,0.01,0.04,5,0.0,2,0
491,22,10,3,336,3.7,0,0,0,0,0,0.5,0.5,0.3,0.8,9,14,16,0.0,0.0,0.0,0.0,0.0,0.13,0.08,0.21,0.13,0.21,10,-0.5,2,0
492,18,10,2,277,3.1,2,3,0,0,0,0.8,0.8,1.5,2.3,9,1,27,0.1,0.2,0.97,0.32,0.97,0.26,0.5,0.75,0.26,0.75,10,0.1999999999999999,2,1
493,31,2,2,180,2.0,1,1,0,0,0,0.7,0.7,0.6,1.2,9,10,18,0.0,0.5,0.5,0.0,0.5,0.34,0.28,0.62,0.34,0.62,2,-0.7,0,0
494,21,2,2,110,1.2,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,2,0
495,20,6,1,153,1.7,0,0,0,1,0,0.0,0.0,0.0,0.0,0,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,2,0
496,24,3,1,118,1.3,0,0,0,0,0,0.2,0.2,0.1,0.2,4,8,11,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.19,0.13,0.19,3,-0.2,1,0
497,19,2,1,108,1.2,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,2,0
498,21,1,1,90,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0
499,37,34,34,3060,34.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,3,0
500,25,34,31,2729,30.3,6,10,0,6,1,1.5,1.5,5.6,7.1,69,200,194,0.12,0.18,0.33,0.13,0.33,0.05,0.19,0.23,0.05,0.23,34,2.5,1,4
501,33,31,29,2647,29.4,0,3,3,10,2,4.0,1.6,1.3,2.9,64,215,49,0.1,0.0,0.1,0.0,0.0,0.14,0.04,0.18,0.05,0.1,31,-1.0,0,3
502,25,34,29,2421,26.9,1,3,0,3,0,1.0,1.0,1.8,2.8,28,152,29,0.06,0.03,0.11,0.07,0.11,0.04,0.07,0.1,0.04,0.1,34,1.0,1,2
503,21,36,26,2514,27.9,2,5,0,7,0,2.3,2.3,1.0,3.3,29,114,51,0.08,0.06,0.18,0.11,0.18,0.08,0.04,0.12,0.08,0.12,36,0.7000000000000002,2,3
504,29,28,26,2270,25.2,0,1,0,5,0,0.5,0.5,0.2,0.7,11,66,1,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,28,0.5,0,1
505,31,37,24,1952,21.7,3,14,0,2,0,9.3,9.3,3.2,12.6,22,28,108,0.3,0.08,0.65,0.51,0.65,0.43,0.15,0.58,0.43,0.58,37,1.6999999999999993,0,11
506,21,33,22,2132,23.7,1,2,0,9,1,1.7,1.7,1.5,3.2,34,119,64,0.03,0.03,0.08,0.04,0.08,0.07,0.06,0.14,0.07,0.14,33,-0.7,2,1
507,23,23,19,1656,18.4,4,4,0,1,0,0.6,0.6,3.1,3.7,39,53,140,0.0,0.17,0.22,0.0,0.22,0.03,0.17,0.2,0.03,0.2,23,-0.6,2,0
508,21,26,16,1572,17.5,3,7,0,6,0,2.5,2.5,1.1,3.6,74,60,171,0.15,0.12,0.4,0.23,0.4,0.14,0.07,0.21,0.14,0.21,26,1.5,2,4
509,20,24,15,1254,13.9,0,0,0,5,0,0.2,0.2,1.7,1.8,21,83,38,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.13,0.01,0.13,24,-0.2,2,0
510,23,19,13,1181,13.1,0,0,0,1,0,0.2,0.2,0.1,0.3,15,66,4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,19,-0.2,2,0
511,21,17,10,927,10.3,0,0,0,3,0,0.1,0.1,0.8,0.9,8,71,12,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,17,-0.1,2,0
512,20,8,7,583,6.5,1,1,0,2,0,0.0,0.0,0.1,0.1,1,31,0,0.0,0.12,0.15,0.0,0.15,0.0,0.02,0.02,0.0,0.02,8,0.0,2,0
513,30,10,7,515,5.7,0,0,0,1,0,0.0,0.0,0.0,0.0,3,24,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0,0
514,24,20,6,700,7.8,1,4,0,2,0,4.4,4.4,0.2,4.7,6,6,43,0.15,0.05,0.51,0.39,0.51,0.57,0.03,0.6,0.57,0.6,20,-1.4000000000000004,1,3
515,27,4,4,360,4.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,1,0
516,28,1,0,2,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0
517,25,1,0,2,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0
518,33,37,37,3325,36.9,3,5,0,8,0,3.6,3.6,1.9,5.4,21,143,5,0.05,0.08,0.14,0.05,0.14,0.1,0.05,0.15,0.1,0.15,37,-1.6,0,2
519,26,35,34,3065,34.1,3,5,0,5,0,1.8,1.8,5.7,7.5,122,145,167,0.06,0.09,0.15,0.06,0.15,0.05,0.17,0.22,0.05,0.22,35,0.1999999999999999,1,2
520,28,32,32,2880,32.0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,1,0
521,29,35,25,2162,24.0,4,8,0,5,0,4.7,4.7,4.4,9.2,30,117,123,0.11,0.11,0.33,0.17,0.33,0.2,0.18,0.38,0.2,0.38,35,-0.7000000000000002,0,4
522,30,33,25,2140,23.8,1,5,0,12,0,1.8,1.7,1.1,2.8,19,128,12,0.12,0.03,0.21,0.17,0.21,0.08,0.05,0.12,0.07,0.12,33,2.2,0,4
523,26,24,24,2017,22.4,1,3,0,6,1,0.6,0.6,0.2,0.8,12,40,6,0.08,0.04,0.13,0.09,0.13,0.03,0.01,0.03,0.03,0.03,24,1.4,1,2
524,28,32,23,1707,19.0,1,4,0,9,1,1.6,1.6,1.0,2.6,22,112,40,0.09,0.03,0.21,0.16,0.21,0.08,0.05,0.14,0.08,0.14,32,1.4,1,3
525,29,34,18,1835,20.4,0,0,0,5,0,0.4,0.4,0.9,1.3,13,86,8,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,34,-0.4,0,0
526,26,24,16,1129,12.5,0,3,0,6,0,2.6,2.6,0.5,3.1,10,8,44,0.12,0.0,0.24,0.24,0.24,0.21,0.04,0.25,0.21,0.25,24,0.3999999999999999,1,3
527,23,23,14,1134,12.6,2,5,0,2,0,4.1,4.1,2.0,6.1,20,27,68,0.13,0.09,0.4,0.24,0.4,0.32,0.16,0.48,0.32,0.48,23,-1.0999999999999996,2,3
528,26,26,12,1211,13.5,0,3,1,2,0,2.4,1.6,2.1,3.7,27,62,49,0.12,0.0,0.22,0.22,0.22,0.18,0.16,0.33,0.12,0.27,26,0.6000000000000001,1,3
529,32,25,12,1200,13.3,0,0,0,3,0,0.0,0.0,0.5,0.5,8,46,21,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,25,0.0,0,0
530,35,14,11,1025,11.4,0,0,0,1,0,0.9,0.9,0.0,1.0,2,38,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,14,-0.9,3,0
531,32,16,9,833,9.3,1,1,0,4,0,0.4,0.4,0.6,1.1,10,39,29,0.0,0.06,0.11,0.0,0.11,0.05,0.07,0.12,0.05,0.12,16,-0.4,0,0
532,29,22,7,849,9.4,1,1,0,4,0,1.1,1.1,1.3,2.4,2,41,21,0.0,0.05,0.11,0.0,0.11,0.11,0.14,0.26,0.11,0.26,22,-1.1,0,0
533,27,6,6,540,6.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,1,0
534,36,19,6,496,5.5,0,1,0,1,0,0.6,0.6,1.0,1.6,15,37,28,0.05,0.0,0.18,0.18,0.18,0.11,0.18,0.28,0.11,0.28,19,0.4,3,1
535,33,16,1,362,4.0,0,0,0,1,0,2.4,2.4,0.1,2.5,2,3,22,0.0,0.0,0.0,0.0,0.0,0.59,0.03,0.62,0.59,0.62,16,-2.4,0,0
536,33,6,1,140,1.6,0,0,0,1,0,0.3,0.3,0.2,0.5,3,13,7,0.0,0.0,0.0,0.0,0.0,0.19,0.11,0.29,0.19,0.29,6,-0.3,0,0
537,21,2,1,98,1.1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,2,0
538,21,2,0,40,0.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,2,0
539,31,37,37,3330,37.0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0,0
540,25,36,35,3079,34.2,3,3,0,9,0,0.2,0.2,3.5,3.7,101,106,203,0.0,0.08,0.09,0.0,0.09,0.01,0.1,0.11,0.01,0.11,36,-0.2,1,0
541,29,35,35,3074,34.2,3,4,0,11,0,2.2,2.2,2.3,4.5,9,89,4,0.03,0.09,0.12,0.03,0.12,0.07,0.07,0.13,0.07,0.13,35,-1.2000000000000002,0,1
542,22,37,35,2966,33.0,4,9,1,8,0,4.2,3.5,2.9,6.5,74,163,142,0.14,0.11,0.27,0.12,0.24,0.13,0.09,0.22,0.11,0.2,37,0.7999999999999998,2,5
543,30,35,35,2957,32.9,0,3,0,10,0,2.3,2.3,1.2,3.5,10,109,30,0.09,0.0,0.09,0.09,0.09,0.07,0.04,0.11,0.07,0.11,35,0.7000000000000002,0,3
544,33,38,34,2952,32.8,4,25,8,4,0,18.3,12.3,1.7,13.9,23,24,134,0.55,0.11,0.76,0.4,0.52,0.56,0.05,0.61,0.37,0.42,38,2.6999999999999997,0,21
545,22,34,33,2987,33.2,0,2,0,5,0,1.5,1.5,0.9,2.4,16,111,7,0.06,0.0,0.06,0.06,0.06,0.05,0.03,0.07,0.05,0.07,34,0.5,2,2
546,26,32,26,2099,23.3,0,0,0,8,0,1.6,1.6,3.7,5.3,25,107,51,0.0,0.0,0.0,0.0,0.0,0.07,0.16,0.23,0.07,0.23,32,-1.6,1,0
547,23,35,20,2074,23.0,0,2,0,3,0,0.5,0.5,1.0,1.6,50,77,92,0.06,0.0,0.09,0.09,0.09,0.02,0.05,0.07,0.02,0.07,35,1.5,2,2
548,32,25,19,1492,16.6,0,0,0,4,0,0.1,0.1,0.0,0.2,9,53,12,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,25,-0.1,0,0
549,23,18,15,1366,15.2,0,1,0,3,0,1.2,1.2,0.0,1.2,7,38,1,0.06,0.0,0.07,0.07,0.07,0.08,0.0,0.08,0.08,0.08,18,-0.1999999999999999,2,1
550,25,28,13,1294,14.4,1,2,0,4,0,1.6,1.6,1.6,3.2,21,51,31,0.04,0.04,0.14,0.07,0.14,0.11,0.11,0.22,0.11,0.22,28,-0.6000000000000001,1,1
551,30,26,6,796,8.8,0,0,0,1,0,0.5,0.5,0.8,1.2,13,49,16,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.14,0.05,0.14,26,-0.5,0,0
552,21,23,4,610,6.8,1,1,0,2,0,0.5,0.5,1.0,1.4,6,24,10,0.0,0.04,0.15,0.0,0.15,0.07,0.14,0.21,0.07,0.21,23,-0.5,2,0
553,29,5,1,124,1.4,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0,0
554,33,1,1,90,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0
555,32,3,1,65,0.7,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0
556,24,1,0,6,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0
557,32,36,36,3207,35.6,0,2,0,7,1,2.0,2.0,1.6,3.7,31,108,20,0.06,0.0,0.06,0.06,0.06,0.06,0.05,0.1,0.06,0.1,36,0.0,0,2
558,30,38,34,2744,30.5,6,8,0,4,0,2.1,2.1,3.7,5.8,37,142,83,0.05,0.16,0.26,0.07,0.26,0.07,0.12,0.19,0.07,0.19,38,-0.1,0,2
559,27,31,31,2790,31.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.0,1,0
560,28,31,31,2763,30.7,0,3,0,4,0,0.8,0.8,0.1,0.9,23,91,17,0.1,0.0,0.1,0.1,0.1,0.03,0.0,0.03,0.03,0.03,31,2.2,1,3
561,23,32,31,2649,29.4,2,2,0,10,1,1.8,1.8,1.2,3.0,24,116,69,0.0,0.06,0.07,0.0,0.07,0.06,0.04,0.1,0.06,0.1,32,-1.8,2,0
562,31,36,30,2755,30.6,2,3,0,5,0,0.9,0.9,4.1,5.0,66,130,142,0.03,0.06,0.1,0.03,0.1,0.03,0.13,0.16,0.03,0.16,36,0.0999999999999999,0,1
563,27,30,28,2368,26.3,2,2,0,7,0,0.3,0.3,4.1,4.4,46,74,122,0.0,0.07,0.08,0.0,0.08,0.01,0.16,0.17,0.01,0.17,30,-0.3,1,0
564,36,37,26,2162,24.0,7,11,0,5,0,2.8,2.8,3.1,6.0,37,78,108,0.11,0.19,0.46,0.17,0.46,0.12,0.13,0.25,0.12,0.25,37,1.2000000000000002,3,4
565,30,29,24,2058,22.9,2,9,3,1,2,9.7,7.3,2.2,9.5,23,30,103,0.24,0.07,0.39,0.22,0.31,0.42,0.1,0.52,0.32,0.41,29,-2.6999999999999997,0,7
566,31,32,21,1992,22.1,0,1,0,5,1,0.5,0.5,0.2,0.7,10,75,12,0.03,0.0,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03,32,0.5,0,1
567,29,32,21,1764,19.6,2,9,1,4,0,6.9,6.1,1.4,7.5,20,20,95,0.22,0.06,0.46,0.31,0.41,0.35,0.07,0.42,0.31,0.38,32,0.0999999999999996,0,7
568,24,25,16,1528,17.0,0,0,0,6,0,0.5,0.5,0.0,0.5,10,47,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,25,-0.5,1,0
569,25,23,15,1338,14.9,0,0,0,7,0,0.6,0.6,0.3,0.9,16,88,39,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,23,-0.6,1,0
570,22,23,15,1278,14.2,0,1,0,3,0,2.0,2.0,1.9,3.9,45,51,85,0.04,0.0,0.07,0.07,0.07,0.14,0.14,0.28,0.14,0.28,23,-1.0,2,1
571,27,33,12,1395,15.5,0,0,0,3,0,1.1,1.1,0.6,1.7,18,38,53,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,33,-1.1,1,0
572,24,16,8,741,8.2,0,0,0,1,0,0.4,0.4,0.3,0.7,17,17,32,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,16,-0.4,1,0
573,24,7,7,630,7.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,1,0
574,26,14,7,621,6.9,0,0,0,1,1,0.0,0.0,0.4,0.4,15,26,35,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,14,0.0,1,0
575,21,2,2,169,1.9,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,2,0
576,24,18,1,309,3.4,0,2,0,1,0,0.8,0.8,0.0,0.9,2,5,14,0.11,0.0,0.58,0.58,0.58,0.24,0.01,0.25,0.24,0.25,18,1.2,1,2
577,24,8,1,146,1.6,0,0,0,2,0,0.3,0.3,0.0,0.3,4,1,12,0.0,0.0,0.0,0.0,0.0,0.19,0.02,0.21,0.19,0.21,8,-0.3,1,0
578,21,1,1,57,0.6,0,0,0,0,0,0.0,0.0,0.1,0.1,3,3,8,0.0,0.0,0.0,0.0,0.0,0.08,0.14,0.21,0.08,0.21,1,0.0,2,0
579,18,4,0,43,0.5,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,4,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,4,-0.1,2,0
580,21,2,0,20,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,2,0
581,20,37,37,3319,36.9,0,1,0,6,0,0.4,0.4,0.0,0.4,35,123,6,0.03,0.0,0.03,0.03,0.03,0.01,0.0,0.01,0.01,0.01,37,0.6,2,1
582,22,38,35,2737,30.4,5,13,0,3,0,6.6,6.6,5.0,11.6,76,85,219,0.21,0.13,0.43,0.26,0.43,0.22,0.17,0.38,0.22,0.38,38,1.4000000000000004,2,8
583,23,34,34,3060,34.0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,2,0
584,22,34,34,3026,33.6,0,2,0,7,0,1.9,1.9,0.1,2.1,20,79,1,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,34,0.1,2,2
585,30,36,33,2831,31.5,3,8,2,6,0,3.3,1.7,4.5,6.2,93,103,228,0.14,0.08,0.25,0.1,0.19,0.1,0.14,0.25,0.05,0.2,36,1.7000000000000002,0,5
586,21,36,31,2581,28.7,3,6,0,5,0,2.2,2.2,3.2,5.4,50,137,84,0.08,0.08,0.21,0.1,0.21,0.08,0.11,0.19,0.08,0.19,36,0.7999999999999998,2,3
587,23,30,26,2191,24.3,2,3,0,6,0,1.3,1.3,0.9,2.3,21,126,16,0.03,0.07,0.12,0.04,0.12,0.05,0.04,0.09,0.05,0.09,30,-0.3,2,1
588,31,32,25,2299,25.5,1,1,0,6,0,0.4,0.4,1.4,1.8,48,97,66,0.0,0.03,0.04,0.0,0.04,0.02,0.05,0.07,0.02,0.07,32,-0.4,0,0
589,24,31,25,2166,24.1,2,13,1,5,0,9.4,8.6,1.3,9.9,13,28,88,0.35,0.06,0.54,0.42,0.5,0.39,0.05,0.44,0.36,0.41,31,1.5999999999999996,1,11
590,29,23,22,1803,20.0,1,1,0,7,0,1.0,1.0,2.6,3.6,29,59,156,0.0,0.04,0.05,0.0,0.05,0.05,0.13,0.18,0.05,0.18,23,-1.0,0,0
591,21,19,10,919,10.2,0,0,0,3,0,0.1,0.1,0.6,0.8,32,21,48,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.08,0.01,0.08,19,-0.1,2,0
592,19,15,9,947,10.5,0,0,0,1,0,1.1,1.1,0.1,1.2,9,38,0,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.12,0.11,0.12,15,-1.1,2,0
593,27,16,9,825,9.2,0,5,0,4,0,3.4,3.4,0.7,4.1,9,7,49,0.31,0.0,0.55,0.55,0.55,0.37,0.08,0.45,0.37,0.45,16,1.6,1,5
594,25,11,9,768,8.5,0,0,0,1,0,0.3,0.3,0.3,0.6,16,44,48,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,11,-0.3,1,0
595,27,13,7,653,7.3,0,2,0,0,0,1.5,1.5,0.0,1.5,5,14,2,0.15,0.0,0.28,0.28,0.28,0.2,0.0,0.21,0.2,0.21,13,0.5,1,2
596,26,14,5,532,5.9,0,2,0,0,0,2.7,2.7,0.0,2.7,3,6,24,0.14,0.0,0.34,0.34,0.34,0.46,0.01,0.46,0.46,0.46,14,-0.7000000000000002,1,2
597,24,12,4,364,4.0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,15,5,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,12,-0.1,1,0
598,30,4,4,360,4.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0,0
