unnamed:_0,age,matches_played,starts,minutes,90s_played,assists,goals_+_assists,penalty_attempts,yellow_cards,red_cards,xg,npxg,xag,npxg_+_xag,progressive_carries,progressive_passes,progressive_receives,goals_per_90,assists_per_90,goals_+_assists_per_90,non_penalty_goals_per_90,non_penalty_goals_+_assists_per_90,xg_per_90,xag_per_90,xg_+_xag_per_90,npxg_per_90,npxg_+_xag_per_90,90s,xg_overperformance,age_band_encoded,goals
1884,30,22,21,1792,19.9,1,1,0,1,0,0.1,0.1,0.9,1.0,8,69,15,0.0,0.05,0.05,0.0,0.05,0.0,0.05,0.05,0.0,0.05,22,-0.1,0,0
1885,24,28,18,1629,18.1,0,9,0,2,0,5.1,5.1,0.8,6.0,26,20,68,0.32,0.0,0.5,0.5,0.5,0.28,0.05,0.33,0.28,0.33,28,3.9,1,9
1886,22,29,16,1523,16.9,1,2,0,4,0,0.8,0.8,0.6,1.4,17,37,31,0.03,0.03,0.12,0.06,0.12,0.05,0.04,0.08,0.05,0.08,29,0.1999999999999999,2,1
1887,34,19,16,1510,16.8,0,0,0,2,0,0.1,0.1,0.3,0.4,1,16,3,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02,19,-0.1,3,0
1888,19,17,15,1336,14.8,0,1,0,2,0,0.7,0.7,0.0,0.8,3,16,0,0.06,0.0,0.07,0.07,0.07,0.05,0.0,0.05,0.05,0.05,17,0.3,2,1
1889,25,24,8,943,10.5,1,4,1,0,0,5.7,4.9,1.0,6.0,19,9,50,0.12,0.04,0.38,0.19,0.29,0.55,0.1,0.64,0.47,0.57,24,-2.7,1,3
1890,24,18,5,532,5.9,0,3,1,1,0,3.1,2.3,0.0,2.4,6,7,35,0.17,0.0,0.51,0.34,0.34,0.53,0.01,0.53,0.39,0.4,18,-0.1,1,3
1891,24,10,4,343,3.8,0,0,0,1,0,0.0,0.0,0.0,0.0,2,11,5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,10,0.0,1,0
1892,37,16,3,483,5.4,0,0,0,4,0,0.2,0.2,1.2,1.4,10,22,17,0.0,0.0,0.0,0.0,0.0,0.04,0.22,0.26,0.04,0.26,16,-0.2,3,0
1893,17,7,3,324,3.6,0,0,0,0,0,0.7,0.7,0.2,0.9,8,3,16,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.25,0.2,0.25,7,-0.7,2,0
1894,17,8,3,309,3.4,0,0,0,0,0,0.1,0.1,0.0,0.1,5,7,7,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,8,-0.1,2,0
1895,30,3,3,270,3.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0
1896,21,3,3,252,2.8,0,0,0,1,0,0.1,0.1,0.0,0.1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,3,-0.1,2,0
1897,22,1,1,90,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0
1898,20,2,0,34,0.4,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,2,0
1899,16,2,0,27,0.3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,2,0
1900,31,1,0,21,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0
1901,18,2,0,8,0.1,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.62,0.62,0.62,2,-0.1,2,0
1902,29,31,31,2768,30.8,1,3,0,5,0,1.2,1.2,0.9,2.0,13,99,7,0.06,0.03,0.1,0.07,0.1,0.04,0.03,0.07,0.04,0.07,31,0.8,0,2
1903,30,28,26,2324,25.8,1,11,9,5,0,9.4,2.2,0.4,2.6,17,109,28,0.36,0.04,0.43,0.08,0.12,0.37,0.02,0.38,0.08,0.1,28,0.5999999999999996,0,10
1904,22,28,26,2320,25.8,0,0,0,4,1,1.3,1.3,0.2,1.5,12,63,4,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,28,-1.3,2,0
1905,22,31,25,2096,23.3,0,2,0,4,0,2.5,2.5,1.2,3.7,44,97,85,0.06,0.0,0.09,0.09,0.09,0.11,0.05,0.16,0.11,0.16,31,-0.5,2,2
1906,30,18,18,1620,18.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0,0
1907,33,16,16,1440,16.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0,0
1908,22,16,16,1244,13.8,0,3,0,4,1,1.0,1.0,0.1,1.1,11,48,3,0.19,0.0,0.22,0.22,0.22,0.07,0.01,0.08,0.07,0.08,16,2.0,2,3
1909,34,27,15,1453,16.1,1,5,0,2,0,4.3,4.3,0.2,4.6,5,18,43,0.15,0.04,0.31,0.25,0.31,0.27,0.02,0.28,0.27,0.28,27,-0.2999999999999998,3,4
1910,21,20,12,1113,12.4,0,1,0,3,0,1.3,1.3,0.1,1.4,27,43,44,0.05,0.0,0.08,0.08,0.08,0.1,0.01,0.11,0.1,0.11,20,-0.3,2,1
1911,22,14,12,990,11.0,0,0,0,0,0,0.1,0.1,0.7,0.9,25,66,34,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.08,0.01,0.08,14,-0.1,2,0
1912,22,27,11,1061,11.8,0,1,0,2,0,1.7,1.7,0.6,2.4,6,46,30,0.04,0.0,0.08,0.08,0.08,0.15,0.05,0.2,0.15,0.2,27,-0.7,2,1
1913,21,11,11,952,10.6,2,3,0,1,1,1.3,1.3,1.0,2.3,15,42,15,0.09,0.18,0.28,0.09,0.28,0.12,0.1,0.22,0.12,0.22,11,-0.3,2,1
1914,31,16,10,851,9.5,1,4,1,2,0,4.9,4.2,0.6,4.8,0,12,20,0.19,0.06,0.42,0.21,0.32,0.52,0.07,0.59,0.44,0.51,16,-1.9000000000000004,0,3
1915,21,26,9,943,10.5,2,2,0,1,0,0.6,0.6,3.0,3.7,44,18,85,0.0,0.08,0.19,0.0,0.19,0.06,0.29,0.35,0.06,0.35,26,-0.6,2,0
1916,31,13,9,797,8.9,0,0,0,3,0,0.8,0.8,0.2,1.1,7,24,1,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12,13,-0.8,0,0
1917,19,15,6,582,6.5,1,1,0,0,0,0.4,0.4,0.4,0.8,9,16,6,0.0,0.07,0.15,0.0,0.15,0.06,0.06,0.12,0.06,0.12,15,-0.4,2,0
1918,31,12,6,567,6.3,0,1,0,1,0,0.2,0.2,0.6,0.8,4,32,9,0.08,0.0,0.16,0.16,0.16,0.03,0.09,0.12,0.03,0.12,12,0.8,0,1
1919,19,8,2,289,3.2,0,0,0,0,0,1.3,1.3,0.4,1.7,3,8,19,0.0,0.0,0.0,0.0,0.0,0.4,0.14,0.54,0.4,0.54,8,-1.3,2,0
1920,27,6,0,84,0.9,0,0,0,0,0,0.0,0.0,0.6,0.6,5,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.67,6,0.0,1,0
1921,20,1,0,27,0.3,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.61,0.61,0.61,1,-0.2,2,0
1922,20,1,0,6,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0
1923,24,1,0,4,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0
1924,27,1,0,3,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0
1925,24,34,34,3060,34.0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,-0.1,1,0
1926,18,34,33,2854,31.7,0,1,0,7,0,2.5,2.5,1.1,3.6,41,93,38,0.03,0.0,0.03,0.03,0.03,0.08,0.03,0.11,0.08,0.11,34,-1.5,2,1
1927,26,30,29,2523,28.0,3,5,0,5,0,1.5,1.5,2.5,4.0,55,86,97,0.07,0.1,0.18,0.07,0.18,0.05,0.09,0.14,0.05,0.14,30,0.5,1,2
1928,27,28,26,2190,24.3,1,1,0,4,2,0.6,0.6,1.3,2.0,16,77,3,0.0,0.04,0.04,0.0,0.04,0.03,0.06,0.08,0.03,0.08,28,-0.6,1,0
1929,27,27,24,1970,21.9,1,1,0,5,0,0.3,0.3,0.8,1.1,28,83,64,0.0,0.04,0.05,0.0,0.05,0.01,0.04,0.05,0.01,0.05,27,-0.3,1,0
1930,27,22,20,1695,18.8,0,1,0,5,1,1.0,1.0,0.1,1.2,18,116,1,0.05,0.0,0.05,0.05,0.05,0.05,0.01,0.06,0.05,0.06,22,0.0,1,1
1931,20,26,20,1628,18.1,1,5,1,6,0,5.5,4.7,1.1,5.8,24,44,93,0.15,0.04,0.28,0.22,0.28,0.3,0.06,0.36,0.26,0.32,26,-1.5,2,4
1932,28,19,19,1692,18.8,2,6,0,5,0,4.0,4.0,2.0,5.9,8,26,48,0.21,0.11,0.32,0.21,0.32,0.21,0.11,0.32,0.21,0.32,19,0.0,1,4
1933,19,24,17,1293,14.4,0,0,0,3,1,0.5,0.5,0.3,0.9,19,68,12,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,24,-0.5,2,0
1934,27,14,14,1260,14.0,0,0,0,3,0,0.5,0.5,0.3,0.8,10,77,0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,14,-0.5,1,0
1935,21,15,9,887,9.9,0,0,0,1,0,0.1,0.1,0.2,0.4,22,39,40,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,15,-0.1,2,0
1936,30,17,9,750,8.3,0,1,1,1,0,1.4,0.6,1.1,1.7,9,47,34,0.06,0.0,0.12,0.0,0.0,0.17,0.13,0.3,0.07,0.21,17,-0.3999999999999999,0,1
1937,20,12,8,634,7.0,1,2,0,4,0,0.6,0.6,1.7,2.3,19,22,29,0.08,0.08,0.28,0.14,0.28,0.09,0.24,0.32,0.09,0.32,12,0.4,2,1
1938,28,7,6,380,4.2,0,1,0,0,0,0.9,0.9,0.7,1.6,3,4,7,0.14,0.0,0.24,0.24,0.24,0.21,0.17,0.38,0.21,0.38,7,0.0999999999999999,1,1
1939,20,13,5,545,6.1,0,0,0,0,0,0.2,0.2,0.0,0.2,6,14,9,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,13,-0.2,2,0
1940,18,11,2,391,4.3,1,1,0,2,1,0.5,0.5,0.6,1.1,6,2,16,0.0,0.09,0.23,0.0,0.23,0.12,0.14,0.25,0.12,0.25,11,-0.5,2,0
1941,24,17,2,373,4.1,0,0,0,0,0,0.7,0.7,0.3,1.0,12,9,28,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.25,0.17,0.25,17,-0.7,1,0
1942,26,5,2,192,2.1,0,0,0,0,0,0.1,0.1,0.0,0.1,1,9,2,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,5,-0.1,1,0
1943,17,6,2,171,1.9,0,0,0,0,0,1.3,1.3,0.0,1.3,2,8,9,0.0,0.0,0.0,0.0,0.0,0.68,0.01,0.7,0.68,0.7,6,-1.3,2,0
1944,19,3,2,107,1.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,2,0
1945,19,4,1,133,1.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,2,0
1946,18,6,0,84,0.9,0,0,0,1,0,0.2,0.2,0.0,0.2,1,3,3,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,6,-0.2,2,0
1947,23,4,0,78,0.9,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,4,0.0,2,0
1948,20,1,0,26,0.3,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0
1949,22,2,0,16,0.2,0,0,0,0,0,0.0,0.0,0.1,0.1,3,0,2,0.0,0.0,0.0,0.0,0.0,0.2,0.32,0.51,0.2,0.51,2,0.0,2,0
1950,19,2,0,10,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,2,0
1951,17,1,0,3,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0
1952,27,34,34,3060,34.0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,1,0
1953,27,31,29,2634,29.3,3,3,0,4,0,0.6,0.6,1.6,2.2,28,93,100,0.0,0.1,0.1,0.0,0.1,0.02,0.06,0.08,0.02,0.08,31,-0.6,1,0
1954,22,29,29,2575,28.6,0,1,0,3,0,0.7,0.7,1.0,1.7,20,146,21,0.03,0.0,0.03,0.03,0.03,0.03,0.04,0.06,0.03,0.06,29,0.3,2,1
1955,25,26,25,2306,25.6,2,3,0,1,0,0.7,0.7,0.6,1.3,17,72,2,0.04,0.08,0.12,0.04,0.12,0.03,0.02,0.05,0.03,0.05,26,0.3,1,1
1956,19,28,23,1887,21.0,4,16,0,4,0,7.0,7.0,3.4,10.4,26,35,149,0.43,0.14,0.76,0.57,0.76,0.35,0.17,0.53,0.35,0.52,28,5.0,2,12
1957,32,29,22,2128,23.6,1,1,0,2,0,0.2,0.2,2.1,2.3,51,108,110,0.0,0.03,0.04,0.0,0.04,0.01,0.09,0.1,0.01,0.1,29,-0.2,0,0
1958,28,25,22,2016,22.4,0,1,0,3,1,0.8,0.8,0.2,1.0,11,51,1,0.04,0.0,0.04,0.04,0.04,0.04,0.01,0.04,0.04,0.04,25,0.1999999999999999,1,1
1959,22,25,20,1772,19.7,0,1,0,6,0,0.6,0.6,0.9,1.5,48,133,54,0.04,0.0,0.05,0.05,0.05,0.03,0.05,0.08,0.03,0.08,25,0.4,2,1
1960,32,24,13,1252,13.9,4,6,0,0,0,0.6,0.6,1.3,1.9,11,139,44,0.08,0.17,0.43,0.14,0.43,0.05,0.1,0.15,0.05,0.15,24,1.4,0,2
1961,26,15,13,1063,11.8,3,8,1,2,0,4.5,3.7,1.4,5.0,30,32,135,0.33,0.2,0.68,0.42,0.68,0.41,0.13,0.54,0.34,0.47,15,0.5,1,5
1962,23,22,13,1039,11.5,1,1,0,2,0,1.1,1.1,1.1,2.2,20,43,31,0.0,0.05,0.09,0.0,0.09,0.09,0.1,0.19,0.09,0.19,22,-1.1,2,0
1963,22,24,12,1045,11.6,1,1,0,2,0,1.3,1.3,1.3,2.6,18,54,51,0.0,0.04,0.09,0.0,0.09,0.11,0.11,0.22,0.11,0.22,24,-1.3,2,0
1964,36,16,11,1033,11.5,0,0,0,2,0,0.2,0.2,0.1,0.4,4,22,3,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,16,-0.2,3,0
1965,25,12,10,790,8.8,0,0,0,4,0,0.3,0.3,0.2,0.5,25,46,40,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,12,-0.3,1,0
1966,18,17,9,859,9.5,0,0,0,2,0,0.5,0.5,0.4,0.8,8,36,17,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,17,-0.5,2,0
1967,26,11,9,763,8.5,0,0,0,4,1,0.1,0.1,0.0,0.1,7,41,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,11,-0.1,1,0
1968,27,15,9,732,8.1,0,1,0,3,1,1.5,1.5,1.3,2.8,19,16,51,0.07,0.0,0.12,0.12,0.12,0.18,0.16,0.34,0.18,0.34,15,-0.5,1,1
1969,28,20,8,819,9.1,1,4,1,1,0,4.3,3.5,0.6,4.1,14,12,36,0.15,0.05,0.44,0.22,0.33,0.48,0.06,0.54,0.39,0.45,20,-1.2999999999999998,1,3
1970,27,11,7,576,6.4,0,0,0,2,0,0.0,0.0,0.3,0.3,11,19,17,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,11,0.0,1,0
1971,26,7,3,217,2.4,0,0,0,2,0,0.0,0.0,0.3,0.3,5,18,5,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.13,0.01,0.13,7,0.0,1,0
1972,15,8,3,181,2.0,0,0,0,0,0,0.4,0.4,0.1,0.5,1,9,16,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.27,0.2,0.27,8,-0.4,2,0
1973,20,2,2,125,1.4,0,0,0,2,0,0.0,0.0,0.1,0.1,2,2,5,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.08,0.02,0.08,2,0.0,2,0
1974,20,1,1,90,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,1,0.0,2,0
1975,18,1,0,10,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0
1976,20,1,0,5,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0
1977,29,1,0,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0
1978,33,30,30,2700,30.0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,0,0
1979,32,31,27,2363,26.3,5,7,2,4,1,3.8,2.3,6.9,9.1,26,183,108,0.06,0.16,0.27,0.0,0.19,0.15,0.27,0.42,0.09,0.36,31,-1.7999999999999998,0,2
1980,25,27,24,2141,23.8,0,2,0,10,0,0.7,0.7,0.6,1.3,13,51,3,0.07,0.0,0.08,0.08,0.08,0.03,0.03,0.06,0.03,0.06,27,1.3,1,2
1981,22,26,23,1892,21.0,0,1,0,5,0,1.3,1.3,0.5,1.7,20,80,35,0.04,0.0,0.05,0.05,0.05,0.06,0.02,0.09,0.06,0.09,26,-0.3,2,1
1982,21,27,21,1899,21.1,0,0,0,3,0,0.1,0.1,1.5,1.7,44,62,95,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,27,-0.1,2,0
1983,22,22,21,1799,20.0,0,0,0,1,0,0.3,0.3,0.1,0.4,21,51,3,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,22,-0.3,2,0
1984,32,25,21,1773,19.7,2,2,0,6,1,0.4,0.4,0.9,1.3,19,137,42,0.0,0.08,0.1,0.0,0.1,0.02,0.05,0.07,0.02,0.07,25,-0.4,0,0
1985,18,27,20,1689,18.8,0,1,0,11,0,1.0,1.0,1.6,2.6,25,40,38,0.04,0.0,0.05,0.05,0.05,0.06,0.09,0.14,0.06,0.14,27,0.0,2,1
1986,30,19,15,1156,12.8,0,1,0,2,0,1.8,1.8,0.6,2.4,33,53,46,0.05,0.0,0.08,0.08,0.08,0.15,0.05,0.19,0.15,0.19,19,-0.8,0,1
1987,29,16,14,1233,13.7,1,1,0,1,0,0.0,0.0,0.2,0.2,21,59,34,0.0,0.06,0.07,0.0,0.07,0.0,0.01,0.01,0.0,0.01,16,0.0,0,0
1988,26,16,14,1166,13.0,1,5,2,2,0,4.1,2.5,0.9,3.4,51,23,111,0.25,0.06,0.39,0.23,0.31,0.32,0.07,0.39,0.19,0.26,16,-0.0999999999999996,1,4
1989,24,15,13,1075,11.9,1,4,0,2,0,4.3,4.3,1.0,5.3,11,6,45,0.2,0.07,0.33,0.25,0.33,0.36,0.08,0.44,0.36,0.44,15,-1.2999999999999998,1,3
1990,25,16,11,1018,11.3,0,1,0,3,0,1.0,1.0,0.8,1.8,19,22,33,0.06,0.0,0.09,0.09,0.09,0.1,0.07,0.17,0.1,0.17,16,0.0,1,1
1991,20,20,10,1028,11.4,0,0,0,5,0,1.3,1.3,0.3,1.5,25,50,42,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.13,0.11,0.13,20,-1.3,2,0
1992,19,14,10,946,10.5,0,0,0,3,0,0.1,0.1,0.2,0.3,4,22,2,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,14,-0.1,2,0
1993,27,11,8,756,8.4,0,0,0,6,1,0.5,0.5,0.0,0.5,3,12,0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,11,-0.5,1,0
1994,20,10,8,715,7.9,0,1,0,0,0,0.6,0.6,0.3,0.9,15,25,16,0.1,0.0,0.13,0.13,0.13,0.08,0.03,0.11,0.08,0.11,10,0.4,2,1
1995,32,9,8,607,6.7,0,0,0,1,0,1.3,1.3,0.9,2.2,4,6,20,0.0,0.0,0.0,0.0,0.0,0.23,0.15,0.38,0.23,0.38,9,-1.3,0,0
1996,32,7,7,581,6.5,0,0,0,2,0,0.0,0.0,0.0,0.1,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,7,0.0,0,0
1997,22,7,6,424,4.7,0,0,0,2,1,0.0,0.0,0.0,0.0,1,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,2,0
1998,19,15,4,441,4.9,0,0,0,0,0,0.5,0.5,0.4,0.9,5,7,26,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.19,0.1,0.19,15,-0.5,2,0
1999,26,4,4,360,4.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,1,0
2000,19,8,3,401,4.5,0,0,0,0,0,0.0,0.0,0.0,0.0,5,7,18,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,8,0.0,2,0
2001,32,8,2,300,3.3,0,0,0,2,0,0.0,0.0,0.1,0.1,0,9,2,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,8,0.0,0,0
2002,19,4,2,181,2.0,0,0,0,2,0,0.2,0.2,0.0,0.2,1,0,3,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,4,-0.2,2,0
2003,17,4,1,77,0.9,0,0,0,0,0,0.1,0.1,0.0,0.1,3,2,2,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,4,-0.1,2,0
2004,23,6,0,56,0.6,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,2,0
2005,19,1,0,23,0.3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0
2006,19,2,0,9,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,2,0
2007,32,38,38,3420,38.0,0,0,0,4,0,0.0,0.0,0.4,0.4,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,38,0.0,0,0
2008,26,37,37,3330,37.0,2,7,0,4,0,4.0,4.0,1.1,5.1,3,51,6,0.14,0.05,0.19,0.14,0.19,0.11,0.03,0.14,0.11,0.14,37,1.0,1,5
2009,22,36,36,3188,35.4,0,2,0,6,0,1.4,1.4,1.2,2.6,22,115,5,0.06,0.0,0.06,0.06,0.06,0.04,0.03,0.07,0.04,0.07,36,0.6000000000000001,2,2
2010,27,35,35,2995,33.3,1,3,0,5,0,0.6,0.6,1.4,2.1,67,107,67,0.06,0.03,0.09,0.06,0.09,0.02,0.04,0.06,0.02,0.06,35,1.4,1,2
2011,32,36,35,2959,32.9,3,23,3,1,0,13.4,11.0,2.6,13.6,14,42,94,0.56,0.08,0.7,0.52,0.61,0.41,0.08,0.49,0.34,0.42,36,6.6,0,20
2012,24,34,34,2803,31.1,8,15,0,11,1,6.3,6.3,5.0,11.2,69,164,137,0.21,0.24,0.48,0.22,0.48,0.2,0.16,0.36,0.2,0.36,34,0.7000000000000002,1,7
2013,21,37,33,2728,30.3,6,8,0,10,0,2.1,2.1,3.3,5.4,52,143,94,0.05,0.16,0.26,0.07,0.26,0.07,0.11,0.18,0.07,0.18,37,-0.1,2,2
2014,23,35,28,2594,28.8,3,4,0,7,0,2.3,2.3,1.6,3.9,68,89,103,0.03,0.09,0.14,0.03,0.14,0.08,0.05,0.13,0.08,0.13,35,-1.2999999999999998,2,1
2015,26,34,23,1963,21.8,1,1,0,9,0,1.5,1.5,1.3,2.8,16,83,33,0.0,0.03,0.05,0.0,0.05,0.07,0.06,0.13,0.07,0.13,34,-1.5,1,0
2016,26,35,18,1915,21.3,1,3,0,10,0,2.3,2.3,1.2,3.5,18,53,16,0.06,0.03,0.14,0.09,0.14,0.11,0.05,0.16,0.11,0.16,35,-0.2999999999999998,1,2
2017,26,13,7,590,6.6,1,1,0,3,0,0.0,0.0,0.4,0.4,1,27,4,0.0,0.08,0.15,0.0,0.15,0.0,0.06,0.06,0.0,0.06,13,0.0,1,0
2018,23,26,6,907,10.1,0,0,0,5,0,0.2,0.2,0.0,0.2,1,19,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,26,-0.2,2,0
2019,29,9,5,400,4.4,1,1,0,2,1,0.1,0.1,1.1,1.2,1,16,3,0.0,0.11,0.23,0.0,0.23,0.01,0.25,0.26,0.01,0.26,9,-0.1,0,0
2020,23,8,5,275,3.1,0,0,0,0,0,0.0,0.0,0.0,0.0,2,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,2,0
2021,26,26,3,416,4.6,0,1,0,0,0,2.1,2.1,0.1,2.2,6,7,20,0.04,0.0,0.22,0.22,0.22,0.46,0.02,0.48,0.46,0.48,26,-1.1,1,1
2022,33,6,1,150,1.7,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,6,-0.1,0,0
