HomeTeam,AwayTeam,FTR,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HTFormPts,ATFormPts,HTGD,ATGD
Leeds,Man United,NH,D,D,W,W,W,D,W,W,W,W,11,13,0.142857143,1.5
Leicester,Liverpool,H,W,L,W,L,D,L,D,W,D,D,7,6,0,0.607142857
Man City,Southampton,NH,W,L,D,D,D,W,W,W,W,D,6,13,-0.517241379,-0.034482759
Middlesbrough,Charlton,NH,L,D,D,D,D,D,W,D,W,D,4,9,-0.137931034,-0.068965517
Ipswich,Bradford,H,W,W,L,L,L,L,L,L,L,L,6,0,0.275862069,-1.206896552
Sunderland,Aston Villa,NH,L,D,L,L,D,W,D,L,D,W,2,8,0.172413793,0.034482759
West Ham,Chelsea,NH,L,W,D,L,D,W,D,D,L,W,5,8,0,0.586206897
Aston Villa,Ipswich,H,W,D,L,D,W,W,W,L,L,L,8,6,0.034482759,0.275862069
Bradford,Man City,NH,L,L,L,L,L,W,L,D,D,D,0,6,-1.206896552,-0.517241379
Charlton,Leeds,NH,D,W,D,W,D,W,D,D,W,W,9,11,-0.068965517,0.172413793
Chelsea,Sunderland,NH,W,D,D,L,W,L,D,L,L,D,8,2,0.586206897,0.172413793
Man United,Leicester,H,W,D,W,W,W,W,W,L,W,L,13,9,1.620689655,0.068965517
Newcastle,Middlesbrough,NH,L,D,L,L,L,D,L,D,D,D,1,4,-0.233333333,-0.133333333
Southampton,Everton,H,W,W,W,W,W,D,L,W,D,L,15,5,0,-0.4
Tottenham,Coventry,H,L,L,W,D,D,D,D,D,L,L,5,3,-0.166666667,-0.733333333
West Ham,Ipswich,NH,L,L,W,D,L,L,W,W,L,L,4,6,-0.066666667,0.233333333
Aston Villa,Arsenal,NH,D,W,D,L,D,W,L,W,W,W,6,12,0.033333333,0.6
Liverpool,Derby,NH,W,D,L,D,W,W,W,D,W,L,8,10,0.633333333,-0.466666667
Arsenal,Tottenham,H,W,L,W,W,W,L,L,W,D,D,12,5,0.6,-0.166666667
Bradford,Newcastle,NH,D,L,L,L,L,L,D,L,L,L,1,1,-1.166666667,-0.233333333
Chelsea,Middlesbrough,H,L,W,D,D,L,D,L,D,D,D,5,4,0.5,-0.133333333
Coventry,Derby,H,D,D,D,L,L,W,W,D,W,L,3,10,-0.733333333,-0.466666667
Liverpool,Man United,H,D,W,D,L,D,W,D,W,D,W,6,11,0.612903226,1.580645161
Man City,Aston Villa,NH,D,L,W,L,D,W,D,W,D,L,5,8,-0.516129032,0.096774194
Sunderland,Leeds,NH,W,D,L,D,L,W,D,W,D,D,5,9,0.225806452,0.193548387
West Ham,Everton,NH,L,L,L,W,D,L,D,L,W,D,4,5,-0.096774194,-0.419354839
Charlton,Leicester,H,L,D,D,W,D,L,L,W,W,L,6,6,-0.096774194,-0.064516129
Southampton,Ipswich,NH,L,W,W,W,W,W,L,W,W,L,12,9,-0.096774194,0.258064516
Aston Villa,Leicester,H,W,D,W,D,L,L,L,W,W,L,8,6,0.096774194,-0.064516129
Aston Villa,West Ham,NH,W,D,W,D,L,L,L,L,W,D,8,4,0.096774194,-0.096774194
Derby,Chelsea,NH,D,W,W,D,W,W,L,W,D,D,11,8,-0.451612903,0.516129032
Leeds,Southampton,H,W,D,W,D,D,L,W,W,W,W,9,12,0.193548387,-0.096774194
Leicester,Coventry,NH,L,L,L,W,W,W,L,D,D,D,6,6,-0.09375,-0.71875
Everton,Man City,H,W,L,D,L,W,L,D,L,W,L,7,4,-0.34375,-0.5625
Middlesbrough,Sunderland,NH,L,W,D,L,D,L,W,D,L,D,5,5,-0.125,0.15625
Ipswich,Liverpool,NH,W,W,L,W,W,L,D,W,D,L,12,5,0.34375,0.5625
Man United,Charlton,H,L,W,D,W,D,W,L,D,D,W,8,8,1.46875,-0.03125
Tottenham,Bradford,H,L,W,L,L,W,L,D,D,L,L,6,2,-0.125,-1.125
Man City,Arsenal,NH,L,D,L,W,L,W,D,W,L,W,4,10,-0.5625,0.625
Bradford,Charlton,H,L,D,D,L,L,W,L,D,D,W,2,8,-1.125,-0.03125
Liverpool,Leeds,NH,L,D,W,D,L,W,W,D,W,D,5,11,0.5625,0.25
Arsenal,Middlesbrough,NH,W,D,W,L,W,L,W,D,L,D,10,5,0.625,-0.125
Aston Villa,Everton,H,D,W,W,D,W,W,W,L,D,L,11,7,0.121212121,-0.272727273
Chelsea,Southampton,H,W,W,W,L,W,L,L,L,W,W,12,6,0.636363636,-0.181818182
Ipswich,Newcastle,H,D,W,W,L,W,W,L,D,L,D,10,5,0.333333333,-0.212121212
Leicester,Man City,NH,L,L,L,L,W,L,L,D,L,W,3,4,-0.151515152,-0.606060606
Man United,Coventry,H,W,L,W,D,W,W,W,L,D,D,10,8,1.454545455,-0.636363636
Sunderland,Tottenham,NH,D,L,W,D,L,W,L,W,L,L,5,6,0.151515152,-0.090909091
West Ham,Derby,H,D,L,L,L,L,L,L,D,W,W,1,7,-0.151515152,-0.606060606
Coventry,Sunderland,H,W,W,L,D,D,D,L,W,D,L,8,5,-0.636363636,0.151515152
Derby,Leicester,H,L,L,D,W,W,L,L,L,L,W,7,3,-0.606060606,-0.151515152
Everton,Liverpool,NH,W,W,L,D,L,W,L,D,W,D,7,8,-0.272727273,0.575757576
Middlesbrough,Ipswich,NH,W,D,L,W,D,W,D,W,W,L,8,10,-0.029411765,0.352941176
Newcastle,West Ham,H,D,W,L,D,L,W,D,L,L,L,5,4,-0.205882353,-0.088235294
Charlton,Aston Villa,NH,L,L,W,L,D,W,D,W,W,D,4,11,-0.117647059,0.147058824
Tottenham,Chelsea,NH,W,W,L,W,L,W,W,W,W,L,9,12,-0.058823529,0.705882353
Arsenal,Everton,H,L,W,W,D,W,L,W,W,L,D,10,7,0.617647059,-0.294117647
Aston Villa,Southampton,NH,W,D,W,W,D,D,L,L,L,W,11,4,0.147058824,-0.176470588
Bradford,Derby,H,W,W,L,D,D,L,L,L,D,W,8,4,-0.941176471,-0.647058824
Chelsea,Charlton,NH,W,W,W,W,L,L,L,W,L,D,12,4,0.705882353,-0.117647059
Ipswich,Coventry,H,W,D,W,W,L,L,W,W,L,D,10,7,0.352941176,-0.676470588
Leicester,Middlesbrough,NH,L,L,L,L,L,W,D,L,W,D,0,8,-0.176470588,-0.029411765
Man United,Man City,NH,D,W,W,L,W,W,L,L,L,D,10,4,1.428571429,-0.657142857
Sunderland,Newcastle,NH,L,L,D,L,W,W,D,W,L,D,4,8,0.085714286,-0.171428571
West Ham,Leeds,NH,L,W,D,L,L,W,W,W,W,W,4,15,-0.114285714,0.371428571
Liverpool,Tottenham,H,W,W,W,L,D,L,W,W,L,W,10,9,0.657142857,-0.142857143
Coventry,Liverpool,NH,W,L,W,W,L,W,W,W,L,D,9,10,-0.628571429,0.657142857
Derby,Arsenal,NH,W,L,L,L,D,W,L,W,W,D,4,10,-0.571428571,0.685714286
Everton,Bradford,H,L,L,W,W,L,L,W,W,L,D,6,7,-0.314285714,-0.942857143
Leeds,Chelsea,H,W,W,W,W,W,L,W,W,W,W,15,12,0.371428571,0.657142857
Man City,West Ham,H,W,L,L,L,D,L,W,D,L,L,4,4,-0.657142857,-0.114285714
Middlesbrough,Man United,NH,L,W,D,L,W,D,W,W,L,W,7,10,-0.057142857,1.428571429
Newcastle,Leicester,H,D,W,D,W,L,L,L,L,L,L,8,0,-0.166666667,-0.305555556
Southampton,Sunderland,NH,D,L,D,L,L,D,L,L,D,L,2,2,-0.194444444,0.083333333
Tottenham,Aston Villa,NH,L,L,W,W,L,D,D,W,D,W,6,9,-0.194444444,0.138888889
Charlton,Ipswich,H,W,D,L,L,W,W,W,W,D,W,7,13,-0.083333333,0.416666667
Bradford,Liverpool,NH,L,L,W,W,L,W,W,W,W,L,6,12,-0.972222222,0.694444444
Newcastle,Southampton,NH,D,W,D,W,L,D,L,D,L,L,8,2,-0.166666667,-0.194444444
Arsenal,Leeds,H,W,W,L,W,W,W,W,W,W,W,12,15,0.694444444,0.416666667
Aston Villa,Coventry,H,D,D,W,D,W,L,W,L,W,W,9,9,0.138888889,-0.666666667
Bradford,Middlesbrough,NH,L,L,W,W,L,W,L,W,D,L,6,7,-0.972222222,0.027777778
Chelsea,Everton,H,L,L,W,W,W,L,L,L,W,W,9,6,0.583333333,-0.388888889
Leicester,Tottenham,H,L,L,L,L,L,D,L,L,W,W,0,7,-0.324324324,-0.189189189
Liverpool,Newcastle,H,W,W,W,W,W,L,D,W,D,W,15,8,0.756756757,-0.243243243
Man United,Derby,NH,L,W,D,W,W,L,L,W,L,L,10,3,1.378378378,-0.621621622
Sunderland,Charlton,H,W,D,L,L,D,W,W,D,L,L,5,7,0.108108108,-0.054054054
West Ham,Southampton,H,L,L,L,W,D,L,D,L,D,L,4,2,-0.189189189,-0.27027027
Ipswich,Man City,H,L,W,W,W,D,W,D,W,L,L,10,7,0.378378378,-0.594594595
Liverpool,Chelsea,NH,W,W,W,W,W,W,L,L,W,W,15,9,0.756756757,0.594594595
Leeds,Bradford,H,L,W,W,W,W,D,L,L,W,W,12,7,0.378378378,-0.945945946
Southampton,Man United,H,L,D,L,D,L,L,W,D,W,W,2,10,-0.27027027,1.378378378
Newcastle,Arsenal,NH,L,D,W,D,W,W,W,W,L,W,8,12,-0.243243243,0.702702703
Charlton,Liverpool,NH,L,W,W,D,L,D,W,W,W,W,7,13,-0.078947368,0.736842105
Coventry,Bradford,NH,L,L,L,W,L,L,D,L,L,W,3,4,-0.710526316,-1.052631579
Derby,Ipswich,NH,W,L,L,W,L,W,L,W,W,W,6,12,-0.578947368,0.394736842
Everton,Sunderland,NH,L,W,L,L,L,W,W,D,L,L,3,7,-0.368421053,0.131578947
Leeds,Leicester,H,W,L,W,W,W,W,L,L,L,L,12,3,0.5,-0.263157895
Man City,Chelsea,NH,L,W,D,W,L,D,W,L,L,W,7,7,-0.605263158,0.578947368
Middlesbrough,West Ham,H,D,L,W,L,W,W,L,L,L,W,7,6,-0.026315789,-0.105263158
Newcastle,Aston Villa,H,D,L,D,W,D,W,D,D,D,W,6,9,-0.236842105,0.157894737
Southampton,Arsenal,H,W,L,D,L,D,D,W,W,W,L,5,10,-0.236842105,0.684210526
Tottenham,Man United,H,L,D,L,L,W,L,L,W,D,W,4,7,-0.236842105,1.315789474
Charlton,Everton,NH,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Derby,Blackburn,H,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Leeds,Southampton,H,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Leicester,Bolton,NH,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Liverpool,West Ham,H,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Middlesbrough,Arsenal,NH,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Sunderland,Ipswich,H,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Tottenham,Aston Villa,NH,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Chelsea,Newcastle,NH,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Man United,Fulham,H,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Everton,Tottenham,NH,W,M,M,M,M,D,M,M,M,M,3,1,0.5,0
Arsenal,Leeds,NH,W,M,M,M,M,W,M,M,M,M,3,3,2,1
Bolton,Middlesbrough,H,W,M,M,M,M,L,M,M,M,M,3,0,2.5,-2
Ipswich,Derby,H,L,M,M,M,M,W,M,M,M,M,0,3,-0.5,0.5
Blackburn,Man United,NH,L,M,M,M,M,W,M,M,M,M,0,3,-0.5,0.5
Fulham,Sunderland,H,L,M,M,M,M,W,M,M,M,M,0,3,-0.5,0.5
Arsenal,Leicester,H,W,M,M,M,M,L,M,M,M,M,3,0,2,-2.5
Blackburn,Tottenham,H,L,M,M,M,M,D,M,M,M,M,0,1,-0.5,0
Everton,Middlesbrough,H,W,M,M,M,M,L,M,M,M,M,3,0,0.5,-2
Fulham,Derby,NH,L,M,M,M,M,W,M,M,M,M,0,3,-0.5,0.5
Ipswich,Charlton,NH,W,L,M,M,M,W,L,M,M,M,3,3,0.333333333,0
Southampton,Chelsea,NH,L,L,M,M,M,W,D,M,M,M,0,4,-1.333333333,0.666666667
West Ham,Leeds,NH,D,L,M,M,M,W,W,M,M,M,1,6,-0.333333333,1
Aston Villa,Man United,NH,D,D,M,M,M,D,W,M,M,M,2,4,0,0.333333333
Newcastle,Sunderland,NH,D,D,M,M,M,L,W,M,M,M,2,3,0,-0.333333333
Bolton,Liverpool,H,W,W,M,M,M,L,W,M,M,M,6,3,2,0
Chelsea,Arsenal,NH,W,D,M,M,M,L,W,M,M,M,4,3,0.666666667,1
Derby,West Ham,NH,L,W,M,M,M,D,L,M,M,M,3,1,-0.333333333,-0.333333333
Leeds,Bolton,NH,W,W,M,M,M,W,W,M,M,M,6,6,1,2
Leicester,Ipswich,NH,L,L,M,M,M,W,L,M,M,M,0,3,-3,0.333333333
Liverpool,Aston Villa,NH,L,L,W,M,M,W,D,D,M,M,3,5,-0.5,0.5
Man United,Everton,H,D,D,W,M,M,W,D,W,M,M,5,7,0.25,0.75
Middlesbrough,Newcastle,NH,L,L,L,M,M,W,D,D,M,M,0,5,-1.75,0.75
Sunderland,Blackburn,H,D,L,W,M,M,W,D,L,M,M,4,4,-0.25,0
Charlton,Fulham,NH,D,W,L,M,M,D,W,L,M,M,4,4,0,0.25
Tottenham,Southampton,H,L,D,D,M,M,L,L,L,M,M,2,0,-0.25,-1.5
Bolton,Southampton,NH,W,W,W,M,M,L,L,L,M,M,9,0,1.75,-1.5
Derby,Leicester,NH,D,L,W,M,M,D,L,L,M,M,4,1,-0.25,-2.25
Everton,Liverpool,NH,W,D,W,M,M,L,L,W,M,M,7,3,0.75,-0.5
Fulham,Arsenal,NH,D,W,L,M,M,W,L,W,M,M,4,6,0.25,1.75
Middlesbrough,West Ham,H,L,L,L,L,M,L,D,D,L,M,0,2,-2,-0.6
Newcastle,Man United,H,W,W,D,D,M,W,D,D,W,M,8,8,0.8,0.8
Aston Villa,Sunderland,NH,D,W,D,D,M,W,D,L,W,M,6,7,0.4,0
Charlton,Leeds,NH,L,D,W,L,M,D,D,W,W,M,4,8,-0.4,0.6
Ipswich,Blackburn,NH,D,L,W,L,M,L,W,D,L,M,4,4,0,-0.2
Tottenham,Chelsea,NH,W,L,D,D,M,W,D,W,D,M,5,8,0.2,0.6
Leicester,Middlesbrough,NH,W,D,L,L,M,L,L,L,L,M,4,0,-1.6,-2
Blackburn,Bolton,NH,L,W,D,L,M,D,W,W,W,M,4,10,-0.2,1.4
Sunderland,Tottenham,NH,W,D,L,W,M,W,L,D,D,M,7,5,0,0.2
Arsenal,Bolton,NH,D,W,L,W,M,D,W,W,W,M,7,10,1.4,1.4
Blackburn,Everton,H,D,L,W,D,L,L,L,W,D,W,5,7,-0.166666667,-0.333333333
Leicester,Fulham,NH,L,W,D,L,L,L,D,D,W,L,4,5,-1.5,-0.166666667
Liverpool,Tottenham,H,W,W,L,L,W,L,W,L,D,D,9,5,0.166666667,0
Man United,Ipswich,H,L,W,D,D,W,D,D,L,W,L,8,5,0.5,0
Sunderland,Charlton,NH,D,W,D,L,W,D,L,D,W,L,8,5,0,-0.333333333
Chelsea,Middlesbrough,NH,D,W,D,W,D,W,L,L,L,L,9,3,0.5,-1.333333333
Leeds,Derby,H,W,D,D,W,W,L,D,D,L,W,11,5,0.833333333,-0.333333333
West Ham,Newcastle,H,W,L,D,D,L,L,W,W,D,D,5,8,0,0.166666667
Southampton,Aston Villa,NH,L,W,L,L,L,W,D,W,D,D,3,9,-1.166666667,0.666666667
Newcastle,Leicester,H,L,W,W,D,D,L,W,D,L,L,8,4,0.166666667,-1.5
Bolton,Sunderland,NH,D,L,D,W,W,L,D,W,D,L,8,5,0.857142857,-0.142857143
Charlton,Leicester,H,W,D,L,D,W,D,L,W,D,L,8,5,0,-1.285714286
Derby,Arsenal,NH,L,L,D,D,L,D,W,D,W,L,2,8,-0.714285714,1.285714286
Everton,West Ham,H,L,L,L,W,D,L,W,L,D,D,4,5,-0.428571429,-0.714285714
Middlesbrough,Southampton,NH,W,W,L,L,L,W,L,W,L,L,6,6,-1,-0.714285714
Tottenham,Man United,NH,W,L,W,L,D,W,L,W,D,D,7,8,0.142857143,1
Aston Villa,Blackburn,H,W,W,D,W,D,D,D,L,W,D,11,6,0.857142857,-0.142857143
Fulham,Chelsea,NH,D,L,D,D,W,D,D,W,D,W,6,9,-0.142857143,0.428571429
Ipswich,Leeds,NH,L,D,D,L,W,W,W,D,D,W,5,11,-0.571428571,1.142857143
Newcastle,Liverpool,NH,W,L,W,W,D,W,W,W,L,L,10,9,0.285714286,0.428571429
Bolton,Newcastle,NH,D,D,L,D,W,L,W,L,W,W,6,9,0.75,0
Charlton,Middlesbrough,NH,D,W,D,L,D,D,W,W,L,L,6,7,0,-0.875
Chelsea,Leicester,H,W,D,D,W,D,L,D,L,W,D,9,5,0.625,-1.25
Ipswich,Everton,NH,L,L,D,D,L,W,L,L,L,W,2,6,-0.625,0.25
Liverpool,Leeds,NH,D,W,W,W,L,W,W,W,D,D,10,11,0.375,1.125
Southampton,Arsenal,NH,L,W,L,W,L,W,D,W,D,W,6,11,-0.875,1.375
Sunderland,Man United,NH,D,L,D,W,D,W,W,L,W,D,6,10,-0.125,1.125
Aston Villa,Fulham,H,W,W,W,D,W,D,D,L,D,D,13,4,1,-0.125
Blackburn,West Ham,H,W,D,D,L,W,L,L,W,L,D,8,4,0,-1.375
Tottenham,Derby,H,L,W,L,W,L,L,L,L,D,D,6,2,0,-0.875
Arsenal,Blackburn,NH,W,W,D,W,D,L,W,D,D,L,11,5,1.444444444,-0.222222222
Derby,Charlton,NH,L,L,L,L,D,D,D,W,D,L,1,6,-1,0
Everton,Aston Villa,H,D,W,L,L,L,L,W,W,W,D,4,10,0.222222222,0.777777778
Leicester,Liverpool,NH,L,L,D,L,W,W,D,W,W,W,4,13,-1.333333333,0.666666667
Man United,Bolton,NH,W,W,W,L,W,L,D,D,L,D,12,3,1.222222222,0.444444444
West Ham,Southampton,H,W,L,L,W,L,L,L,W,L,W,6,6,-1,-1
Fulham,Ipswich,NH,L,D,D,L,D,D,L,L,D,D,3,3,-0.333333333,-0.555555556
Leeds,Chelsea,NH,D,W,W,W,D,D,W,D,D,W,11,9,1,0.555555556
Newcastle,Tottenham,NH,W,L,W,L,W,L,L,W,L,W,9,6,0.444444444,-0.222222222
Middlesbrough,Sunderland,H,L,D,W,W,L,W,D,L,D,W,7,8,-1,0.111111111
Aston Villa,Charlton,H,W,L,W,W,W,L,D,D,W,D,12,6,0.8,-0.1
Southampton,Ipswich,NH,D,L,L,W,L,D,D,L,L,D,4,3,-0.9,-0.5
West Ham,Chelsea,H,W,W,L,L,W,L,D,W,D,D,9,6,-0.8,0.4
Aston Villa,Bolton,H,W,L,W,W,W,L,L,D,D,L,12,2,0.8,0
Charlton,Liverpool,NH,L,D,D,W,D,W,W,D,W,W,6,13,-0.1,0.8
Everton,Newcastle,NH,W,D,W,L,L,L,W,L,W,L,7,6,0.3,0.2
Fulham,Southampton,H,D,L,D,D,L,D,L,L,W,L,3,4,-0.3,-0.9
Man United,Leeds,NH,L,W,W,W,L,D,D,W,W,W,9,11,1,0.9
Sunderland,Arsenal,NH,L,W,D,L,D,D,W,W,D,W,5,11,-0.1,1.3
Tottenham,Middlesbrough,H,W,L,L,W,L,D,L,D,W,W,6,8,0,-0.9
Derby,Chelsea,NH,D,D,L,L,L,D,L,D,W,D,2,6,-0.818181818,0.363636364
Ipswich,West Ham,NH,D,D,D,L,L,W,W,W,L,L,3,9,-0.454545455,-0.636363636
Blackburn,Leicester,NH,D,W,L,W,D,L,L,L,L,D,8,1,0.363636364,-1.545454545
Bolton,Everton,NH,W,L,L,D,D,L,W,D,W,L,5,7,0.090909091,0.090909091
Leicester,Sunderland,H,L,L,L,L,D,L,L,W,D,L,1,4,-1.545454545,-0.272727273
Middlesbrough,Derby,H,W,D,L,D,W,D,D,L,L,L,8,2,-0.636363636,-0.818181818
Newcastle,Aston Villa,H,W,L,W,L,W,W,W,L,W,W,9,12,0.363636364,0.818181818
Southampton,Blackburn,NH,L,D,L,L,W,D,W,L,W,D,4,8,-0.909090909,0.363636364
West Ham,Fulham,NH,W,W,W,L,L,W,D,L,D,D,9,6,-0.636363636,-0.181818182
Arsenal,Charlton,NH,D,D,W,W,D,L,L,D,D,W,9,5,1.181818182,-0.272727273
Chelsea,Ipswich,H,W,D,L,D,W,L,D,D,D,L,8,3,0.416666667,-0.5
Leeds,Tottenham,H,W,D,D,D,W,W,W,W,L,L,9,9,0.833333333,0.25
Liverpool,Man United,H,D,W,W,W,D,L,D,L,W,W,11,7,0.833333333,0.666666667
Aston Villa,Middlesbrough,NH,L,W,W,L,W,L,W,D,L,D,9,5,0.5,-0.666666667
Blackburn,Liverpool,NH,D,D,W,L,W,D,W,W,W,D,8,11,0.333333333,0.833333333
Derby,Southampton,H,L,D,D,L,L,L,L,D,L,L,2,1,-1.083333333,-0.916666667
Fulham,Newcastle,H,W,W,D,L,D,W,W,L,W,L,8,9,0,0.583333333
Man United,Leicester,H,L,D,L,W,W,D,L,L,L,L,7,1,0.666666667,-1.416666667
Tottenham,Arsenal,NH,W,W,W,L,L,L,D,D,W,W,9,8,0.25,0.916666667
Everton,Chelsea,NH,D,L,W,D,W,W,D,L,D,W,8,8,0.083333333,0.416666667
Ipswich,Bolton,NH,L,L,D,D,D,D,L,W,L,L,3,4,-0.538461538,0
Sunderland,Leeds,H,L,D,L,L,W,L,W,D,D,D,4,6,-0.307692308,0.615384615
Charlton,West Ham,NH,D,W,L,L,D,D,L,W,W,W,5,10,-0.076923077,-0.692307692
Bolton,Fulham,NH,D,L,W,L,L,W,W,W,D,L,4,10,0,0.153846154
Chelsea,Blackburn,NH,D,W,D,L,D,W,D,D,W,L,6,8,0.384615385,0.384615385
Leicester,Everton,NH,W,D,L,L,L,D,D,L,W,D,4,6,-1.230769231,0.076923077
Newcastle,Derby,H,L,W,W,L,W,W,L,D,D,L,9,5,0.384615385,-0.923076923
Southampton,Charlton,H,L,L,L,D,L,D,W,L,L,D,1,5,-0.923076923,-0.076923077
West Ham,Tottenham,NH,D,L,W,W,W,L,W,W,W,L,10,9,-0.692307692,0.153846154
Arsenal,Man United,H,D,L,D,D,W,W,L,D,L,W,6,7,0.846153846,0.769230769
Leeds,Aston Villa,NH,D,L,W,D,D,D,D,L,W,W,6,8,0.571428571,0.428571429
Liverpool,Sunderland,H,W,W,D,W,W,W,L,D,L,L,13,4,0.857142857,-0.142857143
Middlesbrough,Ipswich,NH,D,W,L,W,D,L,L,L,D,D,8,2,-0.285714286,-0.571428571
Aston Villa,Leicester,NH,D,D,L,W,W,L,W,D,L,L,8,4,0.428571429,-1.285714286
Blackburn,Middlesbrough,NH,D,W,D,D,W,D,W,L,W,D,9,8,0.357142857,-0.285714286
Charlton,Newcastle,NH,L,D,W,L,L,W,L,W,W,L,4,9,-0.142857143,0.428571429
Derby,Liverpool,NH,L,W,L,D,D,W,W,D,W,W,5,13,-0.928571429,0.857142857
Ipswich,Arsenal,NH,L,L,L,D,D,W,D,L,D,D,2,6,-0.571428571,0.928571429
Man United,Chelsea,NH,L,W,L,D,L,D,D,W,D,L,4,6,0.571428571,0.357142857
Sunderland,West Ham,H,W,L,D,L,L,L,D,L,W,W,4,7,-0.142857143,-0.714285714
Everton,Southampton,H,W,D,D,D,L,L,W,L,L,L,6,3,0.2,-0.866666667
Fulham,Leeds,NH,D,D,W,W,W,D,D,L,W,D,11,6,0.133333333,0.533333333
Tottenham,Bolton,H,W,D,L,W,W,D,W,D,L,W,10,8,0.2,0.066666667
Chelsea,Charlton,NH,W,D,D,W,D,D,L,D,W,L,9,5,0.533333333,-0.133333333
West Ham,Aston Villa,NH,L,L,D,L,W,L,D,D,L,W,4,5,-0.733333333,0.266666667
Charlton,Tottenham,H,D,L,D,W,L,W,D,L,W,W,5,10,-0.133333333,0.2
Derby,Bolton,H,L,L,W,L,D,D,W,D,L,W,4,8,-0.933333333,0.066666667
Fulham,Everton,H,D,D,W,W,W,W,D,D,D,L,11,6,0.133333333,0.2
Leicester,Southampton,NH,D,L,W,D,L,L,W,L,L,L,5,3,-1.2,-0.866666667
Liverpool,Middlesbrough,H,W,W,W,D,W,D,D,W,L,W,13,8,0.933333333,-0.266666667
Man United,West Ham,NH,L,L,L,W,L,D,L,L,D,L,3,2,0.25,-0.6875
Arsenal,Aston Villa,H,W,W,W,D,L,D,L,D,D,L,10,3,1,0.25
Blackburn,Leeds,NH,L,D,D,W,D,W,D,D,L,W,6,8,0.25,0.5625
Ipswich,Newcastle,NH,L,D,L,L,L,W,D,W,L,W,1,10,-0.625,0.4375
Sunderland,Chelsea,NH,W,L,W,L,D,L,W,D,D,W,7,8,-0.125,0.4375
Liverpool,Fulham,NH,D,W,W,W,D,W,D,D,W,W,11,11,0.875,0.25
Man United,Derby,H,L,L,L,W,L,W,L,L,W,L,3,6,0.25,-0.8125
Bolton,Charlton,NH,L,D,W,D,L,W,D,L,D,W,5,8,0,-0.0625
Everton,Derby,H,L,W,D,D,D,W,L,L,W,L,6,6,0.0625,-0.8125
Middlesbrough,Man United,NH,W,D,D,W,L,L,L,L,W,L,8,3,-0.1875,0.25
Newcastle,Blackburn,H,W,W,D,W,L,L,L,D,D,W,10,5,0.470588235,0.176470588
Southampton,Sunderland,H,W,W,L,W,L,D,W,L,W,L,9,7,-0.411764706,-0.117647059
Tottenham,Fulham,H,L,W,W,D,L,D,W,D,D,W,7,9,0.117647059,0.235294118
West Ham,Arsenal,NH,W,D,L,L,D,D,W,W,W,D,5,11,-0.588235294,0.941176471
Chelsea,Liverpool,H,D,L,W,D,D,L,D,W,W,W,6,10,0.411764706,0.588235294
Leeds,Leicester,NH,D,W,D,D,L,L,W,D,L,W,6,7,0.529411765,-1.176470588
Aston Villa,Ipswich,H,L,D,L,D,D,L,L,D,L,L,3,1,0.176470588,-0.647058824
Arsenal,Newcastle,NH,D,W,W,W,D,W,W,D,W,L,11,10,0.941176471,0.470588235
Leeds,Everton,H,D,W,D,D,L,W,L,W,D,D,6,8,0.529411765,0.117647059
Charlton,Blackburn,NH,W,W,D,L,D,L,L,D,D,W,8,5,0.058823529,0.176470588
Derby,Aston Villa,H,L,L,W,L,L,W,L,D,L,D,3,5,-1.055555556,0.222222222
Leeds,Newcastle,NH,W,D,W,D,D,W,W,W,D,W,9,13,0.555555556,0.555555556
Leicester,West Ham,NH,D,L,W,D,L,D,W,D,L,L,5,5,-1.111111111,-0.555555556
Man United,Southampton,H,W,W,L,L,L,L,W,W,L,W,6,9,0.555555556,-0.666666667
Sunderland,Everton,H,L,D,W,L,W,L,W,L,W,D,7,7,-0.222222222,0.055555556
Tottenham,Ipswich,NH,W,L,W,W,D,L,L,L,D,L,10,1,0.333333333,-0.666666667
Chelsea,Bolton,H,W,D,L,W,D,D,L,L,D,W,8,5,0.611111111,-0.055555556
Liverpool,Arsenal,NH,L,L,D,W,W,L,D,W,W,W,7,10,0.5,0.777777778
Arsenal,Chelsea,H,L,D,W,W,W,W,D,L,W,D,10,8,0.777777778,0.611111111
Aston Villa,Liverpool,NH,W,L,D,L,D,L,L,D,W,W,5,7,0.222222222,0.5
Blackburn,Sunderland,NH,W,L,L,L,D,W,L,D,W,L,4,7,0.210526316,-0.157894737
Bolton,Leeds,NH,L,D,L,L,D,L,W,D,W,D,2,8,-0.263157895,0.473684211
Everton,Man United,NH,L,L,W,L,W,W,W,W,L,L,6,9,0,0.789473684
Fulham,Charlton,NH,D,L,D,W,D,L,D,W,W,D,6,8,0,-0.052631579
Ipswich,Leicester,H,W,L,L,L,D,D,D,L,W,D,4,6,-0.578947368,-1.052631579
