Task,Model,R2_mean,R2_std,MAE_mean,MAE_std,RMSE_mean,RMSE_std
total_points,Ridge,0.9174802778832288,0.02147645680922675,3.533591525243022,0.27799398714166224,4.459874890895383,0.3526686612137557
total_points,RandomForest,0.9083597048904976,0.019872264033160173,3.720135269855953,0.201530236020172,4.701622068671163,0.2982637205564978
total_points,XGBoost,0.9189767241477966,0.016771934020360913,3.530486856188093,0.2535441831252715,4.4462523304535155,0.26116913164614924
