unnamed:_0,age,matches_played,starts,minutes,90s_played,goals,assists,goals_+_assists,non_penalty_goals,penalty_goals_made,penalty_attempts,yellow_cards,red_cards,xg,npxg,xag,npxg_+_xag,progressive_carries,progressive_passes,progressive_receives,goals_per_90,assists_per_90,goals_+_assists_per_90,non_penalty_goals_per_90,non_penalty_goals_+_assists_per_90,xg_per_90,xag_per_90,xg_+_xag_per_90,npxg_per_90,npxg_+_xag_per_90,player_encoded,nation_encoded,position_encoded
139,25,4,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.45,0.0,1.45,826,82,3
140,22,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,882,30,3
141,15,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725,32,0
142,20,38,38,3336,37.1,2,5,7,2,0,0,4,0,0.6,0.5,3.9,4.4,106,159,197,0.05,0.13,0.19,0.05,0.19,0.02,0.1,0.12,0.01,0.12,1360,48,1
143,24,37,36,3203,35.6,11,5,16,11,0,0,9,0,10.0,10.0,5.8,15.8,140,109,282,0.31,0.14,0.45,0.31,0.45,0.28,0.16,0.44,0.28,0.44,181,42,0
144,21,36,35,3109,34.5,0,1,1,0,0,0,4,1,1.3,1.3,0.7,2.0,27,140,4,0.0,0.03,0.03,0.0,0.03,0.04,0.02,0.06,0.04,0.06,777,99,1
145,27,36,32,2978,33.1,1,3,4,1,0,0,8,1,0.9,0.9,4.1,5.1,33,158,52,0.03,0.09,0.12,0.03,0.12,0.03,0.12,0.15,0.03,0.15,1098,32,5
146,29,31,31,2790,31.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,34,2
147,25,34,29,2340,26.0,12,6,18,6,6,6,8,0,10.3,5.6,4.8,10.5,81,105,173,0.46,0.23,0.69,0.23,0.46,0.4,0.19,0.58,0.22,0.4,995,74,3
148,24,31,28,2319,25.8,10,1,11,10,0,1,1,1,12.5,11.7,1.9,13.6,29,28,99,0.39,0.04,0.43,0.39,0.43,0.48,0.07,0.56,0.45,0.53,580,13,0
149,29,29,27,2117,23.5,2,3,5,2,0,0,9,0,1.8,1.8,3.5,5.4,34,137,44,0.09,0.13,0.21,0.09,0.21,0.08,0.15,0.23,0.08,0.23,1663,87,3
150,19,32,26,2427,27.0,3,2,5,3,0,0,10,0,1.9,1.9,2.0,3.9,41,132,10,0.11,0.07,0.19,0.11,0.19,0.07,0.08,0.14,0.07,0.14,467,34,1
151,22,32,21,2005,22.3,7,4,11,7,0,0,3,0,8.4,8.4,5.5,13.8,79,43,191,0.31,0.18,0.49,0.31,0.49,0.38,0.25,0.62,0.38,0.62,408,11,0
152,25,28,21,1965,21.8,0,3,3,0,0,0,7,0,1.6,1.6,1.0,2.6,14,76,10,0.0,0.14,0.14,0.0,0.14,0.07,0.05,0.12,0.07,0.12,1845,101,3
153,33,25,19,1590,17.7,0,0,0,0,0,0,7,0,0.7,0.7,0.4,1.1,15,49,34,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,27,32,1
154,27,17,13,1106,12.3,0,0,0,0,0,0,5,0,0.8,0.8,0.2,1.1,12,62,7,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,1217,3,1
155,20,20,8,755,8.4,0,0,0,0,0,0,3,0,0.7,0.7,0.9,1.6,15,52,33,0.0,0.0,0.0,0.0,0.0,0.09,0.11,0.19,0.09,0.19,89,32,3
156,22,12,7,497,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,4,14,22,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,976,67,1
157,22,10,6,448,5.0,0,1,1,0,0,0,1,0,0.3,0.3,0.3,0.6,3,16,8,0.0,0.2,0.2,0.0,0.2,0.06,0.05,0.11,0.06,0.11,830,32,1
158,25,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1235,50,2
159,35,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425,13,2
160,28,10,1,184,2.0,0,0,0,0,0,0,1,0,0.6,0.6,1.1,1.7,3,15,13,0.0,0.0,0.0,0.0,0.0,0.28,0.54,0.82,0.28,0.82,1560,28,3
161,24,3,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309,32,1
162,20,16,0,119,1.3,1,0,1,1,0,0,1,0,1.0,1.0,0.2,1.2,4,3,16,0.76,0.0,0.76,0.76,0.76,0.75,0.15,0.9,0.75,0.9,418,32,0
163,19,4,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262,32,4
164,18,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617,32,0
165,19,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960,72,0
166,23,38,38,3420,38.0,2,3,5,2,0,0,5,0,2.5,2.5,1.8,4.3,32,127,18,0.05,0.08,0.13,0.05,0.13,0.07,0.05,0.11,0.07,0.11,1411,50,1
167,24,38,38,3414,37.9,20,7,27,15,5,6,3,0,12.3,7.5,8.3,15.9,130,141,351,0.53,0.18,0.71,0.4,0.58,0.32,0.22,0.54,0.2,0.42,311,18,0
168,31,37,37,3275,36.4,0,2,2,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.0,0.05,0.05,0.0,0.05,0.0,0.01,0.01,0.0,0.01,1233,74,2
169,27,35,34,2919,32.4,19,4,23,19,0,0,5,0,18.5,18.5,2.6,21.1,60,67,154,0.59,0.12,0.71,0.59,0.71,0.57,0.08,0.65,0.57,0.65,1943,19,0
170,24,38,34,2911,32.3,2,10,12,2,0,0,2,0,2.8,2.8,8.4,11.2,73,234,137,0.06,0.31,0.37,0.06,0.37,0.09,0.26,0.35,0.09,0.35,1355,28,4
171,30,34,34,2819,31.3,5,4,9,5,0,0,8,1,4.3,4.3,1.3,5.6,14,154,42,0.16,0.13,0.29,0.16,0.29,0.14,0.04,0.18,0.14,0.18,368,28,3
172,26,32,27,2254,25.0,1,3,4,1,0,0,3,0,0.8,0.8,2.2,3.0,17,80,38,0.04,0.12,0.16,0.04,0.16,0.03,0.09,0.12,0.03,0.12,1885,41,3
173,22,38,26,2293,25.5,11,2,13,11,0,0,3,0,8.2,8.2,3.7,11.9,61,38,165,0.43,0.08,0.51,0.43,0.51,0.32,0.14,0.47,0.32,0.47,1034,41,0
174,31,22,21,1913,21.3,2,0,2,2,0,0,2,0,1.1,1.1,1.2,2.3,3,41,9,0.09,0.0,0.09,0.09,0.09,0.05,0.05,0.11,0.05,0.11,576,55,1
175,26,24,17,1438,16.0,0,0,0,0,0,0,5,0,1.0,1.0,1.2,2.2,27,56,44,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,1065,77,1
176,20,31,15,1450,16.1,0,0,0,0,0,0,6,0,0.6,0.6,0.9,1.5,15,63,47,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,1935,99,3
177,25,19,11,1101,12.2,0,2,2,0,0,0,2,0,0.2,0.2,3.0,3.2,17,51,54,0.0,0.16,0.16,0.0,0.16,0.02,0.24,0.26,0.02,0.26,1174,28,1
178,28,24,8,862,9.6,0,2,2,0,0,0,2,0,0.2,0.2,1.7,1.9,6,61,27,0.0,0.21,0.21,0.0,0.21,0.03,0.17,0.2,0.03,0.2,1271,28,3
179,20,12,6,528,5.9,0,1,1,0,0,0,2,0,0.2,0.2,1.2,1.5,12,12,24,0.0,0.17,0.17,0.0,0.17,0.04,0.21,0.25,0.04,0.25,1334,54,1
180,34,7,2,183,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259,32,1
181,22,2,1,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752,52,2
182,23,8,0,119,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,13,4,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.17,0.09,0.17,526,32,4
183,27,5,0,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1625,32,1
184,19,3,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050,58,1
185,26,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636,75,3
186,18,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863,32,1
187,21,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1665,32,3
188,32,38,38,3420,38.0,0,1,1,0,0,0,5,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,277,41,2
189,26,36,35,3167,35.2,0,10,10,0,0,0,8,0,0.7,0.7,4.2,4.9,118,131,274,0.0,0.28,0.28,0.0,0.28,0.02,0.12,0.14,0.02,0.14,183,101,1
190,24,35,34,3074,34.2,1,0,1,1,0,0,7,0,1.0,1.0,0.1,1.2,39,116,15,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03,317,75,1
191,33,38,30,2494,27.7,12,3,15,9,3,3,4,0,12.0,9.6,3.3,12.9,35,62,125,0.43,0.11,0.54,0.32,0.43,0.43,0.12,0.55,0.35,0.47,1610,67,0
192,28,29,29,2583,28.7,0,0,0,0,0,0,6,1,1.0,1.0,0.5,1.5,16,112,2,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.05,0.04,0.05,896,28,1
193,27,30,28,2344,26.0,0,2,2,0,0,0,12,0,1.2,1.2,2.7,3.9,39,98,33,0.0,0.08,0.08,0.0,0.08,0.04,0.11,0.15,0.04,0.15,1697,90,3
194,26,31,26,2224,24.7,0,0,0,0,0,0,6,0,0.4,0.4,0.6,1.0,29,124,9,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,1684,77,3
195,24,34,25,2043,22.7,6,3,9,6,0,0,3,0,4.5,4.5,1.4,6.0,53,126,127,0.26,0.13,0.4,0.26,0.4,0.2,0.06,0.26,0.2,0.26,553,32,3
196,28,33,25,2013,22.4,2,4,6,2,0,1,7,0,3.8,3.0,4.6,7.6,29,104,81,0.09,0.18,0.27,0.09,0.27,0.17,0.21,0.38,0.14,0.34,142,13,3
197,28,22,21,1774,19.7,0,2,2,0,0,0,5,0,1.4,1.4,0.9,2.3,34,63,54,0.0,0.1,0.1,0.0,0.1,0.07,0.05,0.12,0.07,0.12,1023,74,1
198,28,24,17,1649,18.3,0,1,1,0,0,0,1,0,0.4,0.4,1.2,1.6,17,62,67,0.0,0.05,0.05,0.0,0.05,0.02,0.07,0.09,0.02,0.09,1821,9,1
199,27,21,15,1339,14.9,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,6,25,3,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,791,37,1
200,23,31,8,964,10.7,8,1,9,8,0,0,1,0,5.8,5.8,0.7,6.5,6,27,31,0.75,0.09,0.84,0.75,0.84,0.54,0.07,0.61,0.54,0.61,1644,13,0
201,24,11,5,487,5.4,1,1,2,1,0,0,1,0,1.1,1.1,1.0,2.1,45,35,63,0.18,0.18,0.37,0.18,0.37,0.2,0.18,0.39,0.2,0.39,1614,32,0
202,24,8,4,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,943,34,1
203,33,25,3,628,7.0,2,0,2,2,0,0,3,1,0.8,0.8,1.1,1.8,18,53,33,0.29,0.0,0.29,0.29,0.29,0.11,0.15,0.26,0.11,0.26,1827,87,3
204,17,8,1,130,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,3,9,16,0.0,0.0,0.0,0.0,0.0,0.22,0.3,0.51,0.22,0.51,950,32,3
205,29,12,0,108,1.2,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,1,4,7,0.0,0.0,0.0,0.0,0.0,0.21,0.07,0.27,0.21,0.27,722,32,3
206,29,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,336,13,4
207,21,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861,32,3
208,27,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466,32,2
209,28,37,37,3228,35.9,4,5,9,4,0,0,10,0,4.9,4.9,5.5,10.5,62,97,208,0.11,0.14,0.25,0.11,0.25,0.14,0.15,0.29,0.14,0.29,422,20,1
210,24,37,37,3092,34.4,0,5,5,0,0,0,2,0,1.3,1.3,6.4,7.7,62,70,171,0.0,0.15,0.15,0.0,0.15,0.04,0.19,0.22,0.04,0.22,1849,32,1
211,24,35,35,3116,34.6,1,1,2,1,0,0,5,0,3.4,3.4,1.0,4.4,8,65,7,0.03,0.03,0.06,0.03,0.06,0.1,0.03,0.13,0.1,0.13,1314,37,1
212,24,34,34,3059,34.0,3,2,5,3,0,0,9,1,2.0,2.0,1.7,3.7,22,134,10,0.09,0.06,0.15,0.09,0.15,0.06,0.05,0.11,0.06,0.11,1201,32,1
213,27,37,33,2648,29.4,14,2,16,12,2,2,2,0,13.6,12.0,3.2,15.2,45,53,122,0.48,0.07,0.54,0.41,0.48,0.46,0.11,0.57,0.41,0.52,872,37,0
214,26,34,31,2588,28.8,8,8,16,7,1,2,1,0,10.4,8.9,6.2,15.1,68,97,153,0.28,0.28,0.56,0.24,0.52,0.36,0.22,0.58,0.31,0.52,522,32,4
215,26,38,30,2711,30.1,8,6,14,8,0,0,4,0,10.8,10.8,8.5,19.3,76,86,183,0.27,0.2,0.46,0.27,0.46,0.36,0.28,0.64,0.36,0.64,786,88,3
216,29,33,26,2274,25.3,0,1,1,0,0,0,9,0,1.1,1.1,1.5,2.6,12,97,26,0.0,0.04,0.04,0.0,0.04,0.04,0.06,0.1,0.04,0.1,874,20,5
217,29,33,24,2108,23.4,0,3,3,0,0,0,11,0,1.1,1.1,3.1,4.2,20,87,27,0.0,0.13,0.13,0.0,0.13,0.05,0.13,0.18,0.05,0.18,1902,32,3
218,24,24,22,1922,21.4,1,0,1,1,0,0,4,1,1.3,1.3,0.1,1.4,6,39,2,0.05,0.0,0.05,0.05,0.05,0.06,0.0,0.07,0.06,0.07,360,101,1
219,20,20,16,1318,14.6,0,2,2,0,0,0,2,0,0.4,0.4,3.0,3.4,14,107,11,0.0,0.14,0.14,0.0,0.14,0.03,0.21,0.23,0.03,0.23,29,32,3
220,27,34,15,1564,17.4,0,0,0,0,0,0,4,1,1.1,1.1,1.9,3.0,25,88,56,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17,401,56,3
221,25,12,12,1060,11.8,3,0,3,3,0,0,1,0,1.2,1.2,0.4,1.6,11,34,6,0.25,0.0,0.25,0.25,0.25,0.1,0.03,0.14,0.1,0.14,1844,32,1
222,20,23,4,507,5.6,1,1,2,1,0,0,1,0,0.8,0.8,0.6,1.4,5,21,13,0.18,0.18,0.36,0.18,0.36,0.14,0.11,0.25,0.14,0.25,994,76,3
223,24,13,4,452,5.0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,2,19,7,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,351,69,3
224,27,8,1,259,2.9,1,0,1,1,0,0,1,0,0.2,0.2,0.8,1.1,5,8,15,0.35,0.0,0.35,0.35,0.35,0.08,0.29,0.37,0.08,0.37,255,32,1
225,19,7,1,138,1.5,1,1,2,1,0,0,0,0,0.3,0.3,0.4,0.7,1,7,14,0.65,0.65,1.3,0.65,1.3,0.21,0.27,0.48,0.21,0.48,1648,32,3
226,26,2,1,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,4,7,0.0,0.0,0.0,0.0,0.0,0.31,0.04,0.34,0.31,0.34,1476,37,4
227,28,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,896,28,1
228,21,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345,65,1
229,34,2,1,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,907,32,1
230,31,12,0,103,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,4,5,9,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.28,0.14,0.28,876,42,5
231,20,4,0,55,0.6,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,4,3,4,1.64,0.0,1.64,1.64,1.64,0.42,0.0,0.42,0.42,0.42,1269,13,4
232,18,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314,32,1
233,18,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,0,1,0.0,0.0,0.0,0.0,0.0,0.29,0.5,0.79,0.29,0.79,225,32,3
234,27,38,38,3348,37.2,0,1,1,0,0,0,5,0,1.6,1.6,1.2,2.8,31,113,6,0.0,0.03,0.03,0.0,0.03,0.04,0.03,0.08,0.04,0.08,1311,32,1
235,26,36,35,3154,35.0,2,5,7,2,0,0,1,0,1.2,1.2,3.5,4.7,110,149,167,0.06,0.14,0.2,0.06,0.2,0.03,0.1,0.14,0.03,0.14,4,32,1
236,29,35,30,2567,28.5,9,1,10,9,0,0,8,0,6.7,6.7,1.0,7.8,9,74,68,0.32,0.04,0.35,0.32,0.35,0.24,0.04,0.27,0.24,0.27,1837,27,3
237,26,33,27,2380,26.4,4,0,4,2,2,2,10,0,5.3,3.7,3.1,6.8,26,155,85,0.15,0.0,0.15,0.08,0.08,0.2,0.12,0.32,0.14,0.26,1141,13,4
238,29,31,26,2113,23.5,2,1,3,2,0,0,5,0,2.0,2.0,1.5,3.4,47,66,83,0.09,0.04,0.13,0.09,0.13,0.08,0.06,0.15,0.08,0.15,547,54,1
239,31,26,25,2260,25.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,37,2
240,26,33,21,2045,22.7,0,0,0,0,0,0,6,1,1.5,1.5,0.5,2.0,17,61,2,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,1060,44,1
241,24,27,20,1825,20.3,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.4,9,38,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,867,37,1
242,26,28,20,1772,19.7,0,1,1,0,0,0,9,1,0.4,0.4,0.8,1.2,24,85,18,0.0,0.05,0.05,0.0,0.05,0.02,0.04,0.06,0.02,0.06,529,67,3
243,30,23,16,1149,12.8,0,1,1,0,0,0,6,0,0.2,0.2,0.2,0.4,4,33,7,0.0,0.08,0.08,0.0,0.08,0.02,0.01,0.03,0.02,0.03,704,3,3
244,27,31,14,1409,15.7,1,1,2,1,0,0,6,0,1.8,1.8,1.4,3.2,17,56,37,0.06,0.06,0.13,0.06,0.13,0.12,0.09,0.21,0.12,0.21,335,34,4
245,39,14,13,1160,12.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989,82,2
246,29,15,12,1039,11.5,1,1,2,1,0,0,2,0,1.6,1.6,1.9,3.6,11,54,9,0.09,0.09,0.17,0.09,0.17,0.14,0.17,0.31,0.14,0.31,837,32,3
247,31,22,11,1067,11.9,0,0,0,0,0,0,5,0,0.3,0.3,0.7,1.0,26,39,33,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08,1889,27,1
248,34,14,11,836,9.3,1,1,2,1,0,0,1,0,2.2,2.2,1.6,3.8,29,18,59,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,1338,55,0
249,34,18,10,824,9.2,0,0,0,0,0,0,3,0,0.2,0.2,1.3,1.6,6,36,4,0.0,0.0,0.0,0.0,0.0,0.03,0.15,0.17,0.03,0.17,1,32,1
250,31,18,6,790,8.8,3,2,5,3,0,0,2,0,2.2,2.2,1.9,4.1,7,14,31,0.34,0.23,0.57,0.34,0.57,0.25,0.22,0.46,0.25,0.46,1430,41,0
251,24,10,1,166,1.8,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.4,0,9,4,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19,159,87,3
252,19,8,1,156,1.7,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,1,1,7,0.0,0.0,0.0,0.0,0.0,0.32,0.17,0.5,0.32,0.5,579,50,0
253,18,12,1,150,1.7,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,4,5,16,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.3,0.25,0.3,1151,13,4
254,18,2,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,1104,32,3
255,19,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002,32,1
256,29,36,35,3018,33.5,8,10,18,5,3,3,5,2,9.9,7.6,8.5,16.1,77,325,129,0.24,0.3,0.54,0.15,0.45,0.3,0.25,0.55,0.23,0.48,308,83,3
257,28,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154,18,2
258,26,37,34,2838,31.5,0,1,1,0,0,0,3,0,0.7,0.7,1.5,2.2,42,115,58,0.0,0.03,0.03,0.0,0.03,0.02,0.05,0.07,0.02,0.07,1471,65,1
259,25,33,31,2814,31.3,0,3,3,0,0,0,5,0,2.0,2.0,2.0,4.1,62,103,168,0.0,0.1,0.1,0.0,0.1,0.07,0.07,0.13,0.07,0.13,497,83,1
260,24,29,25,2123,23.6,2,0,2,2,0,0,3,0,2.5,2.5,0.3,2.8,7,55,6,0.08,0.0,0.08,0.08,0.08,0.1,0.01,0.12,0.1,0.12,1292,74,1
261,20,36,23,2199,24.4,6,2,8,6,0,0,3,0,7.3,7.3,4.5,11.8,141,56,290,0.25,0.08,0.33,0.25,0.33,0.3,0.19,0.48,0.3,0.48,67,3,4
262,21,32,23,2004,22.3,4,0,4,4,0,0,2,0,5.3,5.3,1.8,7.1,28,18,101,0.18,0.0,0.18,0.18,0.18,0.24,0.08,0.32,0.24,0.32,1601,28,0
263,23,29,22,1785,19.8,1,2,3,1,0,0,11,0,1.0,1.0,1.1,2.1,16,61,20,0.05,0.1,0.15,0.05,0.15,0.05,0.06,0.11,0.05,0.11,1196,100,3
264,22,26,20,1901,21.1,8,6,14,8,0,0,5,0,4.7,4.7,4.9,9.6,109,60,200,0.38,0.28,0.66,0.38,0.66,0.22,0.23,0.45,0.22,0.45,114,17,4
265,26,20,20,1751,19.5,2,1,3,2,0,0,7,0,1.3,1.3,1.1,2.4,23,117,7,0.1,0.05,0.15,0.1,0.15,0.07,0.06,0.13,0.07,0.13,1110,3,1
266,31,27,19,1758,19.5,1,0,1,1,0,0,7,0,1.8,1.8,0.6,2.4,7,51,7,0.05,0.0,0.05,0.05,0.05,0.09,0.03,0.12,0.09,0.12,726,32,1
267,19,25,19,1651,18.3,0,0,0,0,0,0,5,0,0.7,0.7,1.6,2.3,22,65,47,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.12,0.04,0.12,1056,32,3
268,32,24,18,1494,16.6,1,0,1,1,0,0,5,0,1.9,1.9,2.3,4.2,4,84,28,0.06,0.0,0.06,0.06,0.06,0.11,0.14,0.25,0.11,0.25,338,13,3
269,18,21,12,1165,12.9,0,0,0,0,0,0,5,0,0.7,0.7,0.1,0.8,19,52,4,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,1090,37,1
270,32,23,11,1061,11.8,1,2,3,0,1,1,4,0,1.4,0.6,3.2,3.8,13,55,29,0.08,0.17,0.25,0.0,0.17,0.12,0.27,0.39,0.05,0.32,363,28,3
271,19,12,10,842,9.4,0,0,0,0,0,0,3,1,0.4,0.4,0.7,1.2,41,34,83,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.12,0.05,0.12,1522,28,1
272,25,17,8,622,6.9,1,0,1,1,0,0,3,0,3.2,3.2,0.6,3.8,15,33,41,0.14,0.0,0.14,0.14,0.14,0.47,0.08,0.55,0.47,0.55,1256,32,3
273,30,16,6,704,7.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,26,4,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,1877,95,1
274,26,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,98,2
275,29,7,4,349,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,7,24,7,0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.19,0.01,0.19,1161,32,1
276,17,5,4,346,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,9,7,23,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,723,32,1
