FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,ATFormPts,HTGD,ATGD,DiffPts,DiffFormPts
H,21,20,35,22,0.8421052631578947,1.4210526315789471,W,L,W,L,W,W,L,D,W,L,7,-0.7368421052631579,-0.1052631578947368,-0.5789473684210527,0.1052631578947368
NH,25,23,25,17,1.3157894736842106,1.5263157894736843,L,W,L,L,W,W,D,D,D,D,7,0.0,0.3157894736842105,-0.2105263157894736,-0.0526315789473684
H,20,24,14,19,1.6842105263157894,1.368421052631579,W,L,W,L,W,D,D,W,W,W,11,0.3157894736842105,0.2631578947368421,0.3157894736842105,-0.1052631578947368
H,33,30,24,14,1.5789473684210529,1.8421052631578947,W,L,W,L,L,D,W,W,L,L,7,0.4736842105263157,0.8421052631578947,-0.2631578947368421,-0.0526315789473684
H,44,27,14,18,2.1052631578947367,1.736842105263158,L,D,W,W,W,W,W,L,W,W,12,1.5789473684210529,0.4736842105263157,0.3684210526315789,-0.1052631578947368
H,18,25,18,32,1.5263157894736843,0.9473684210526316,L,W,W,W,W,D,W,L,L,L,4,0.0,-0.3684210526315789,0.5789473684210527,0.4210526315789473
NH,26,20,27,28,1.3157894736842106,0.7368421052631579,D,D,L,W,W,W,L,L,D,L,4,-0.0526315789473684,-0.4210526315789473,0.5789473684210527,0.2105263157894736
H,30,20,14,14,1.8421052631578947,1.6842105263157894,D,W,W,L,L,W,L,W,L,W,9,0.8421052631578947,0.3157894736842105,0.1578947368421052,-0.1052631578947368
NH,23,46,18,14,1.45,2.15,L,W,D,D,D,W,L,D,W,W,10,0.25,1.6,-0.7,-0.2
NH,13,19,33,18,0.6,1.6,L,L,D,W,D,W,L,W,W,W,12,-1.0,0.05,-1.0,-0.35
NH,20,17,30,34,1.1,0.8,L,D,L,L,W,D,L,W,L,D,5,-0.5,-0.85,0.3,-0.05
NH,27,35,20,25,1.65,1.3,L,W,W,L,W,W,L,W,W,L,9,0.35,0.5,0.35,0.0
NH,25,23,33,35,0.9,0.95,L,D,W,L,L,W,W,L,W,L,9,-0.4,-0.6,-0.05,-0.25
H,20,37,28,24,0.75,1.65,D,W,L,L,D,W,W,L,W,L,9,-0.4,0.65,-0.9,-0.2
H,20,26,24,27,1.35,1.25,L,W,L,D,W,L,L,W,L,L,3,-0.2,-0.05,0.1,0.2
H,25,26,21,30,1.3,1.25,L,D,D,W,W,W,L,D,L,L,4,0.2,-0.2,0.05,0.2
H,24,26,32,27,1.05,1.3,D,L,W,L,L,D,D,D,L,W,6,-0.4,-0.05,-0.25,-0.1
NH,30,19,18,18,1.75,1.6,L,D,W,W,L,W,L,W,W,W,12,0.6,0.05,0.15,-0.25
H,29,26,22,29,1.619047619047619,1.238095238095238,D,L,W,W,L,L,D,D,D,L,3,0.3333333333333333,-0.1428571428571428,0.3809523809523809,0.1904761904761904
NH,25,26,33,35,0.9047619047619048,1.1904761904761905,D,L,D,W,L,L,W,L,D,L,4,-0.3809523809523809,-0.4285714285714285,-0.2857142857142857,0.0476190476190476
NH,21,19,28,35,0.8571428571428571,0.9047619047619048,W,D,W,L,L,W,D,L,W,L,7,-0.3333333333333333,-0.7619047619047619,-0.0476190476190476,0.0
NH,22,47,25,14,1.4285714285714286,2.1904761904761907,W,L,W,L,D,W,W,L,D,W,10,-0.1428571428571428,1.5714285714285714,-0.7619047619047619,-0.1428571428571428
H,26,23,32,35,1.1428571428571428,0.9523809523809524,W,D,L,W,L,D,W,W,L,W,10,-0.2857142857142857,-0.5714285714285714,0.1904761904761904,-0.1428571428571428
H,26,36,35,19,1.1904761904761905,1.809523809523809,L,W,L,D,L,W,L,D,W,W,10,-0.4285714285714285,0.8095238095238095,-0.6190476190476191,-0.2857142857142857
H,37,23,27,19,1.2857142857142858,1.380952380952381,D,W,L,W,W,L,L,W,D,D,5,0.4761904761904761,0.1904761904761904,-0.0952380952380952,0.238095238095238
NH,19,25,35,33,0.9047619047619048,0.9047619047619048,W,D,L,W,L,D,L,D,W,L,5,-0.7619047619047619,-0.3809523809523809,0.0,0.0952380952380952
H,23,21,35,32,0.9523809523809524,1.0476190476190477,D,W,W,L,W,L,L,D,L,L,1,-0.5714285714285714,-0.5238095238095238,-0.0952380952380952,0.4285714285714285
NH,27,21,28,28,1.238095238095238,0.8571428571428571,D,L,L,W,L,W,D,W,L,L,7,-0.0476190476190476,-0.3333333333333333,0.3809523809523809,-0.1428571428571428
NH,24,16,23,38,1.5909090909090908,0.6818181818181818,L,L,W,W,L,W,L,L,L,D,4,0.0454545454545454,-1.0,0.9090909090909092,0.0909090909090909
H,39,27,26,32,1.6363636363636365,1.2272727272727273,W,L,W,W,L,W,W,D,L,W,10,0.5909090909090909,-0.2272727272727272,0.4090909090909091,-0.0454545454545454
H,48,31,15,24,2.136363636363636,1.318181818181818,D,W,W,L,D,L,W,L,D,D,5,1.5,0.3181818181818182,0.8181818181818182,0.1363636363636363
H,25,32,21,22,1.6363636363636365,1.681818181818182,D,W,W,L,W,W,D,L,W,W,10,0.1818181818181818,0.4545454545454545,-0.0454545454545454,0.0
H,26,23,32,26,1.181818181818182,1.4090909090909092,L,L,D,D,D,D,W,L,W,L,7,-0.2727272727272727,-0.1363636363636363,-0.2272727272727272,-0.1818181818181818
NH,38,38,21,27,1.7727272727272727,1.3636363636363635,D,W,L,D,W,W,D,W,L,W,10,0.7727272727272727,0.5,0.4090909090909091,-0.0909090909090909
NH,23,39,22,26,1.318181818181818,1.6363636363636365,L,L,L,W,D,W,L,W,W,L,9,0.0454545454545454,0.5909090909090909,-0.3181818181818182,-0.2272727272727272
NH,16,48,38,15,0.6818181818181818,2.136363636363636,W,L,L,L,D,D,W,W,L,D,8,-1.0,1.5,-1.4545454545454546,-0.1818181818181818
NH,21,26,33,32,1.0,1.181818181818182,L,L,L,D,L,L,L,D,D,D,3,-0.5454545454545454,-0.2727272727272727,-0.1818181818181818,-0.0909090909090909
NH,26,31,37,28,0.8636363636363636,1.318181818181818,L,D,L,D,W,W,D,L,L,W,7,-0.5,0.1363636363636363,-0.4545454545454545,-0.0909090909090909
H,23,24,30,36,0.8695652173913043,1.0,D,D,W,D,W,W,L,D,W,W,10,-0.3043478260869565,-0.5217391304347826,-0.1304347826086956,-0.0434782608695652
H,25,21,30,37,1.3478260869565215,0.9130434782608696,L,D,W,L,W,D,D,W,D,L,6,-0.217391304347826,-0.6956521739130435,0.4347826086956521,0.0434782608695652
NH,28,31,34,36,1.173913043478261,1.3478260869565215,L,W,W,D,L,W,W,L,W,L,9,-0.2608695652173913,-0.217391304347826,-0.1739130434782608,-0.0869565217391304
NH,31,29,26,22,1.2608695652173914,1.6956521739130437,L,L,W,L,D,W,D,W,W,L,10,0.217391304347826,0.3043478260869565,-0.4347826086956521,-0.2608695652173913
H,33,24,26,25,1.608695652173913,1.5217391304347827,L,W,D,L,W,L,L,L,W,W,6,0.3043478260869565,-0.0434782608695652,0.0869565217391304,0.0434782608695652
H,39,33,28,26,1.3478260869565215,1.608695652173913,D,W,D,W,L,L,W,D,L,W,7,0.4782608695652174,0.3043478260869565,-0.2608695652173913,0.0434782608695652
NH,21,21,37,33,0.9130434782608696,1.0,D,D,W,D,L,D,L,L,L,D,2,-0.6956521739130435,-0.5217391304347826,-0.0869565217391304,0.1739130434782608
NH,24,27,36,38,1.0,0.8695652173913043,W,L,D,W,W,D,L,D,L,D,3,-0.5217391304347826,-0.4782608695652174,0.1304347826086956,0.3043478260869565
NH,32,25,31,30,1.2608695652173914,1.3478260869565215,L,W,D,L,L,L,D,W,L,W,7,0.0434782608695652,-0.217391304347826,-0.0869565217391304,-0.1304347826086956
NH,24,38,25,22,1.5217391304347827,1.6956521739130437,L,L,L,W,W,L,D,W,L,D,5,-0.0434782608695652,0.6956521739130435,-0.1739130434782608,0.0434782608695652
NH,42,27,26,30,1.6666666666666667,0.9583333333333334,D,W,W,L,W,W,D,D,W,D,9,0.6666666666666666,-0.125,0.7083333333333334,0.0416666666666666
H,54,24,16,26,2.208333333333333,1.2083333333333333,W,W,D,W,W,L,L,L,L,L,0,1.5833333333333333,-0.0833333333333333,1.0,0.5416666666666666
NH,30,28,34,34,1.25,1.1666666666666667,D,W,L,L,D,D,L,W,W,D,8,-0.1666666666666666,-0.25,0.0833333333333333,-0.125
NH,31,16,22,41,1.75,0.6666666666666666,W,W,D,W,W,D,L,W,L,L,4,0.375,-1.0416666666666667,1.0833333333333333,0.375
NH,31,32,36,27,1.3333333333333333,1.25,D,W,W,L,W,D,L,L,W,L,4,-0.2083333333333333,0.2083333333333333,0.0833333333333333,0.25
NH,24,34,26,32,1.2083333333333333,1.3333333333333333,L,L,L,L,L,W,L,W,D,L,7,-0.0833333333333333,0.0833333333333333,-0.125,-0.2916666666666667
H,39,16,23,41,1.6666666666666667,0.6666666666666666,D,L,D,W,L,D,L,W,L,L,4,0.6666666666666666,-1.0416666666666667,1.0,0.0416666666666666
H,31,24,36,40,1.3333333333333333,0.9583333333333334,D,W,W,L,W,L,W,L,D,W,7,-0.2083333333333333,-0.6666666666666666,0.375,0.125
H,43,28,29,31,1.4166666666666667,1.4166666666666667,W,D,W,D,W,W,L,D,W,L,7,0.5833333333333334,-0.125,0.0,0.1666666666666666
NH,24,27,34,30,1.0833333333333333,0.9583333333333334,W,D,L,L,L,W,D,D,W,D,9,-0.4166666666666667,-0.125,0.125,-0.2083333333333333
H,35,23,32,43,1.4,0.84,W,W,L,W,D,L,L,D,D,W,5,0.12,-0.8,0.56,0.2
NH,28,43,43,27,0.84,1.64,D,L,D,L,D,D,D,W,W,L,8,-0.6,0.64,-0.8,-0.2
H,28,24,34,26,1.16,1.44,D,D,L,W,W,L,D,L,L,L,1,-0.24,-0.08,-0.28,0.28
NH,31,56,22,16,1.72,2.24,D,W,W,D,W,W,W,W,D,W,13,0.36,1.6,-0.52,-0.08
NH,32,30,27,34,1.24,1.24,D,D,L,L,W,D,D,W,L,L,5,0.2,-0.16,0.0,0.0
NH,16,27,43,26,0.64,1.28,L,D,L,W,L,W,L,L,L,L,3,-1.08,0.04,-0.64,0.04
NH,23,39,43,23,0.84,1.64,L,L,D,D,W,D,D,L,D,W,6,-0.8,0.64,-0.8,-0.04
H,25,31,41,22,0.96,1.72,D,L,W,L,D,D,W,W,D,W,11,-0.64,0.36,-0.76,-0.24
NH,36,35,30,32,1.6,1.4,L,W,L,W,D,W,W,L,W,D,10,0.24,0.12,0.2,-0.12
H,24,46,26,30,1.44,1.48,L,D,L,L,L,W,W,D,W,D,11,-0.08,0.64,-0.04,-0.4
H,46,32,27,30,1.6923076923076923,1.1923076923076923,W,D,D,W,W,L,D,D,L,L,2,0.7307692307692307,0.0769230769230769,0.5,0.3461538461538461
H,57,26,16,37,2.269230769230769,1.0384615384615383,W,W,W,W,D,L,D,W,D,L,5,1.5769230769230769,-0.4230769230769231,1.2307692307692308,0.3076923076923077
NH,29,29,32,44,0.9615384615384616,0.8461538461538461,D,D,W,D,D,D,D,L,D,L,3,-0.1153846153846153,-0.5769230769230769,0.1153846153846153,0.1538461538461538
NH,30,34,34,38,1.2307692307692308,1.3846153846153846,D,D,D,W,L,W,D,D,W,W,11,-0.1538461538461538,-0.1538461538461538,-0.1538461538461538,-0.1923076923076923
NH,26,37,37,33,1.0384615384615383,1.4615384615384617,L,D,W,D,L,W,W,W,L,W,12,-0.4230769230769231,0.1538461538461538,-0.4230769230769231,-0.2692307692307692
H,41,37,23,32,1.6923076923076923,1.5384615384615383,W,D,D,L,D,L,L,W,L,W,6,0.6923076923076923,0.1923076923076923,0.1538461538461538,0.0
NH,28,29,27,32,1.2692307692307692,0.9615384615384616,D,W,L,L,L,D,D,W,D,D,7,0.0384615384615384,-0.1153846153846153,0.3076923076923077,-0.1153846153846153
NH,47,57,32,16,1.4230769230769231,2.269230769230769,L,W,W,D,W,W,W,W,W,D,13,0.5769230769230769,1.5769230769230769,-0.8461538461538461,-0.1153846153846153
H,26,26,37,27,1.0384615384615383,1.5,L,D,W,D,L,W,L,D,L,L,4,-0.4230769230769231,-0.0384615384615384,-0.4615384615384615,0.0384615384615384
NH,37,26,33,43,1.4615384615384617,0.9230769230769232,W,W,W,L,W,L,D,L,W,L,4,0.1538461538461538,-0.6538461538461539,0.5384615384615384,0.3076923076923077
NH,30,30,45,34,0.8518518518518519,1.2222222222222223,D,D,D,L,D,D,D,D,D,W,7,-0.5555555555555556,-0.1481481481481481,-0.3703703703703703,-0.1111111111111111
H,31,16,34,48,1.2962962962962965,0.5925925925925926,W,W,D,D,L,L,L,L,D,L,1,-0.1111111111111111,-1.1851851851851851,0.7037037037037037,0.2592592592592592
NH,31,47,24,28,1.5925925925925926,1.6666666666666667,L,L,D,W,W,D,W,D,D,W,9,0.2592592592592592,0.7037037037037037,-0.074074074074074,-0.074074074074074
H,34,32,38,37,1.3703703703703705,1.3703703703703705,D,W,D,D,W,L,L,W,W,L,6,-0.1481481481481481,-0.1851851851851851,0.0,0.1111111111111111
NH,33,23,31,45,1.1851851851851851,0.7777777777777778,D,L,D,D,L,L,L,L,L,D,1,0.074074074074074,-0.8148148148148148,0.4074074074074074,0.074074074074074
NH,16,33,48,31,0.5925925925925926,1.1851851851851851,L,L,L,D,L,D,L,D,D,L,3,-1.1851851851851851,0.074074074074074,-0.5925925925925926,-0.074074074074074
NH,23,34,45,38,0.7777777777777778,1.3703703703703705,L,L,L,L,D,D,W,D,D,W,9,-0.8148148148148148,-0.1481481481481481,-0.5925925925925926,-0.2962962962962963
H,27,28,43,28,1.0,1.2222222222222223,W,L,D,L,W,L,D,W,L,L,4,-0.5925925925925926,0.0,-0.2222222222222222,0.1111111111111111
H,37,28,33,39,1.4814814814814814,1.037037037037037,L,L,L,W,L,D,L,D,W,D,6,0.1481481481481481,-0.4074074074074074,0.4444444444444444,-0.1111111111111111
H,27,31,29,24,1.4444444444444444,1.5925925925925926,L,W,L,D,L,L,L,D,W,W,7,-0.074074074074074,0.2592592592592592,-0.1481481481481481,-0.1111111111111111
NH,31,32,34,34,0.9642857142857144,1.3571428571428572,D,D,D,D,W,W,W,W,D,D,11,-0.1071428571428571,-0.0714285714285714,-0.3928571428571428,-0.1428571428571428
NH,32,30,38,46,1.3214285714285714,0.8214285714285714,L,L,L,W,W,L,D,D,D,L,3,-0.2142857142857142,-0.5714285714285714,0.5,0.1071428571428571
NH,31,39,34,35,1.2857142857142858,1.4285714285714286,W,D,D,D,D,D,D,W,W,W,11,-0.1071428571428571,0.1428571428571428,-0.1428571428571428,-0.1428571428571428
H,59,43,17,23,2.25,1.7857142857142858,D,W,W,W,W,W,W,W,D,D,11,1.5,0.7142857142857143,0.4642857142857143,0.0714285714285714
H,43,35,23,32,1.7857142857142858,1.25,W,W,W,D,D,W,D,L,D,D,6,0.7142857142857143,0.1071428571428571,0.5357142857142857,0.1785714285714285
NH,24,48,46,33,0.7857142857142857,1.3928571428571428,D,L,L,L,L,D,D,L,W,W,8,-0.7857142857142857,0.5357142857142857,-0.6071428571428571,-0.25
H,27,31,43,34,1.0,1.2857142857142858,D,W,L,D,L,W,D,D,D,D,7,-0.5714285714285714,-0.1071428571428571,-0.2857142857142857,-0.0714285714285714
NH,30,32,40,38,1.1071428571428572,1.3214285714285714,W,D,L,D,W,L,L,L,W,W,6,-0.3571428571428571,-0.2142857142857142,-0.2142857142857142,0.0714285714285714
NH,39,59,35,17,1.4285714285714286,2.25,D,D,W,W,W,D,W,W,W,W,13,0.1428571428571428,1.5,-0.8214285714285714,-0.0714285714285714
H,29,47,29,30,1.5,1.6071428571428572,W,L,W,L,D,L,D,W,D,D,6,0.0,0.6071428571428571,-0.1071428571428571,0.0357142857142857
NH,31,33,46,34,0.896551724137931,1.4137931034482758,W,L,D,D,D,W,W,W,W,D,13,-0.5172413793103449,-0.0344827586206896,-0.5172413793103449,-0.2413793103448276
NH,31,38,35,40,0.9310344827586208,1.4137931034482758,L,D,D,D,D,D,W,D,W,D,9,-0.1379310344827586,-0.0689655172413793,-0.4827586206896552,-0.1724137931034483
H,42,18,34,53,1.5862068965517242,0.5517241379310345,W,W,L,L,L,L,L,L,L,L,0,0.2758620689655172,-1.206896551724138,1.0344827586206895,0.2068965517241379
NH,32,31,27,30,1.5172413793103448,1.2758620689655171,L,D,L,L,D,W,D,L,D,W,8,0.1724137931034483,0.0344827586206896,0.2413793103448276,-0.2068965517241379
NH,35,50,35,33,1.206896551724138,1.4482758620689655,L,W,D,L,D,W,D,D,L,W,8,0.0,0.5862068965517241,-0.2413793103448276,-0.1034482758620689
H,31,42,30,34,1.2758620689655171,1.5862068965517242,W,D,L,D,W,W,W,L,L,L,6,0.0344827586206896,0.2758620689655172,-0.3103448275862069,0.0689655172413793
NH,18,31,53,46,0.5517241379310345,0.896551724137931,L,L,L,L,L,W,L,D,D,D,6,-1.206896551724138,-0.5172413793103449,-0.3448275862068966,-0.2068965517241379
NH,38,41,40,36,1.4137931034482758,1.4827586206896552,D,W,D,W,D,W,D,D,W,W,11,-0.0689655172413793,0.1724137931034483,-0.0689655172413793,-0.0689655172413793
NH,50,32,33,27,1.4482758620689655,1.5172413793103448,W,D,D,L,W,L,D,L,L,D,2,0.5862068965517241,0.1724137931034483,-0.0689655172413793,0.2068965517241379
H,65,31,18,29,2.2758620689655173,1.5517241379310345,W,D,W,W,W,W,W,L,W,L,9,1.6206896551724137,0.0689655172413793,0.7241379310344828,0.1379310344827586
NH,34,31,41,35,1.2666666666666666,0.9333333333333332,L,D,L,L,L,D,L,D,D,D,4,-0.2333333333333333,-0.1333333333333333,0.3333333333333333,-0.1
H,34,31,34,43,1.4666666666666666,1.0666666666666669,W,W,W,W,W,D,L,W,D,L,5,0.0,-0.4,0.4,0.3333333333333333
H,33,26,38,48,1.2,0.8,L,L,W,D,D,D,D,D,L,L,3,-0.1666666666666666,-0.7333333333333333,0.4,0.0666666666666666
NH,35,43,37,36,1.1666666666666667,1.5333333333333334,L,L,W,D,L,L,W,W,L,L,6,-0.0666666666666666,0.2333333333333333,-0.3666666666666666,-0.0666666666666666
NH,31,47,30,29,1.2666666666666666,1.7666666666666666,D,W,D,L,D,W,L,W,W,W,12,0.0333333333333333,0.6,-0.5,-0.2
NH,50,30,31,44,1.6333333333333333,1.1333333333333333,W,D,L,D,W,W,W,D,W,L,10,0.6333333333333333,-0.4666666666666667,0.5,-0.0666666666666666
H,47,33,29,38,1.7666666666666666,1.2,W,L,W,W,W,L,L,W,D,D,5,0.6,-0.1666666666666666,0.5666666666666667,0.2333333333333333
NH,20,34,55,41,0.5666666666666667,1.2666666666666666,D,L,L,L,L,L,D,L,L,L,1,-1.1666666666666667,-0.2333333333333333,-0.7,0.0
H,52,31,37,35,1.4,0.9333333333333332,L,W,D,D,L,D,L,D,D,D,4,0.5,-0.1333333333333333,0.4666666666666667,0.0333333333333333
H,26,30,48,44,0.8,1.1333333333333333,D,D,D,L,L,W,W,D,W,L,10,-0.7333333333333333,-0.4666666666666667,-0.3333333333333333,-0.2333333333333333
H,51,68,32,19,1.6129032258064515,2.2580645161290325,D,W,D,L,D,W,D,W,D,W,11,0.6129032258064516,1.5806451612903225,-0.6451612903225806,-0.1612903225806451
NH,33,34,49,31,0.8709677419354839,1.3225806451612905,D,L,W,L,D,W,D,W,D,L,8,-0.5161290322580645,0.0967741935483871,-0.4516129032258064,-0.0967741935483871
NH,37,44,30,38,1.5483870967741935,1.5161290322580645,W,D,L,D,L,W,D,W,D,D,9,0.2258064516129032,0.1935483870967742,0.032258064516129,-0.1290322580645161
NH,35,31,38,44,1.1290322580645162,1.032258064516129,L,L,L,W,D,L,D,L,W,D,5,-0.0967741935483871,-0.4193548387096774,0.0967741935483871,-0.032258064516129
H,39,31,42,33,1.3548387096774193,1.4516129032258065,L,D,D,W,D,L,L,W,W,L,6,-0.0967741935483871,-0.064516129032258,-0.0967741935483871,0.0
NH,34,44,37,36,1.4193548387096775,1.5806451612903225,L,W,W,W,W,W,L,W,W,L,9,-0.0967741935483871,0.2580645161290322,-0.1612903225806451,0.0967741935483871
H,34,31,31,33,1.3225806451612905,1.4516129032258065,W,D,W,D,L,L,L,W,W,L,6,0.0967741935483871,-0.064516129032258,-0.1290322580645161,0.064516129032258
NH,34,35,31,38,1.3225806451612905,1.1290322580645162,W,D,W,D,L,L,L,L,W,D,4,0.0967741935483871,-0.0967741935483871,0.1935483870967742,0.1290322580645161
NH,31,54,45,38,1.1290322580645162,1.4516129032258065,D,W,W,D,W,W,L,W,D,D,8,-0.4516129032258064,0.5161290322580645,-0.3225806451612903,0.0967741935483871
H,44,34,38,37,1.5161290322580645,1.4193548387096775,W,D,W,D,D,L,W,W,W,W,12,0.1935483870967742,-0.0967741935483871,0.0967741935483871,-0.0967741935483871
NH,32,28,35,51,1.40625,0.84375,L,L,L,W,W,W,L,D,D,D,6,-0.09375,-0.71875,0.5625,0.0
H,33,34,44,52,1.09375,0.84375,W,L,D,L,W,L,D,L,W,L,4,-0.34375,-0.5625,0.25,0.09375
NH,34,37,38,32,0.96875,1.5,L,W,D,L,D,L,W,D,L,D,5,-0.125,0.15625,-0.53125,0.0
NH,47,52,36,34,1.625,1.5625,W,W,L,W,W,L,D,W,D,L,5,0.34375,0.5625,0.0625,0.21875
H,68,41,21,42,2.1875,1.40625,L,W,D,W,D,W,L,D,D,W,8,1.46875,-0.03125,0.78125,0.0
H,36,23,40,59,1.21875,0.5625,L,W,L,L,W,L,D,D,L,L,2,-0.125,-1.125,0.65625,0.125
NH,34,49,52,29,0.84375,1.78125,L,D,L,W,L,W,D,W,L,W,10,-0.5625,0.625,-0.9375,-0.1875
H,23,41,59,42,0.5625,1.40625,L,D,D,L,L,W,L,D,D,W,8,-1.125,-0.03125,-0.84375,-0.1875
NH,52,46,34,38,1.5625,1.5625,L,D,W,D,L,W,W,D,W,D,11,0.5625,0.25,0.0,-0.1875
NH,49,34,29,38,1.78125,0.96875,W,D,W,L,W,L,W,D,L,D,5,0.625,-0.125,0.8125,0.15625
H,38,36,34,45,1.3636363636363635,1.1515151515151516,D,W,W,D,W,W,W,L,D,L,7,0.1212121212121212,-0.2727272727272727,0.2121212121212121,0.1212121212121212
H,59,34,38,40,1.5454545454545454,1.3333333333333333,W,W,W,L,W,L,L,L,W,W,6,0.6363636363636364,-0.1818181818181818,0.2121212121212121,0.1818181818181818
H,48,38,37,45,1.606060606060606,1.2727272727272727,D,W,W,L,W,W,L,D,L,D,5,0.3333333333333333,-0.2121212121212121,0.3333333333333333,0.1515151515151515
NH,33,35,38,55,1.3636363636363635,0.8181818181818182,L,L,L,L,W,L,L,D,L,W,4,-0.1515151515151515,-0.6060606060606061,0.5454545454545454,-0.0303030303030303
H,70,31,22,52,2.212121212121212,0.9090909090909092,W,L,W,D,W,W,W,L,D,D,8,1.4545454545454546,-0.6363636363636364,1.303030303030303,0.0606060606060606
NH,37,38,32,41,1.4848484848484849,1.2727272727272727,D,L,W,D,L,W,L,W,L,L,6,0.1515151515151515,-0.0909090909090909,0.2121212121212121,-0.0303030303030303
H,37,31,42,51,1.0909090909090908,1.0606060606060606,D,L,L,L,L,L,L,D,W,W,7,-0.1515151515151515,-0.6060606060606061,0.0303030303030303,-0.1818181818181818
H,31,37,52,32,0.9090909090909092,1.4848484848484849,W,W,L,D,D,D,L,W,D,L,5,-0.6363636363636364,0.1515151515151515,-0.5757575757575758,0.0909090909090909
H,31,33,51,38,1.0606060606060606,1.3636363636363635,L,L,D,W,W,L,L,L,L,W,3,-0.6060606060606061,-0.1515151515151515,-0.303030303030303,0.1212121212121212
NH,36,55,45,36,1.1515151515151516,1.606060606060606,W,W,L,D,L,W,L,D,W,D,8,-0.2727272727272727,0.5757575757575758,-0.4545454545454545,-0.0303030303030303
NH,37,49,38,37,1.0294117647058822,1.6470588235294117,W,D,L,W,D,W,D,W,W,L,10,-0.0294117647058823,0.3529411764705882,-0.6176470588235294,-0.0588235294117647
H,39,40,46,43,1.2647058823529411,1.1470588235294117,D,W,L,D,L,W,D,L,L,L,4,-0.2058823529411764,-0.088235294117647,0.1176470588235294,0.0294117647058823
NH,42,40,46,35,1.3235294117647058,1.411764705882353,L,L,W,L,D,W,D,W,W,D,11,-0.1176470588235294,0.1470588235294117,-0.088235294117647,-0.2058823529411764
NH,41,62,43,38,1.3235294117647058,1.588235294117647,W,W,L,W,L,W,W,W,W,L,12,-0.0588235294117647,0.7058823529411765,-0.2647058823529412,-0.088235294117647
H,53,37,32,47,1.7647058823529411,1.1176470588235294,L,W,W,D,W,L,W,W,L,D,7,0.6176470588235294,-0.2941176470588235,0.6470588235294118,0.088235294117647
NH,40,34,35,40,1.411764705882353,1.3235294117647058,W,D,W,W,D,D,L,L,L,W,4,0.1470588235294117,-0.1764705882352941,0.088235294117647,0.2058823529411764
H,27,32,59,54,0.7058823529411765,1.0294117647058822,W,W,L,D,D,L,L,L,D,W,4,-0.9411764705882352,-0.6470588235294118,-0.3235294117647059,0.1176470588235294
NH,62,42,38,46,1.588235294117647,1.3235294117647058,W,W,W,W,L,L,L,W,L,D,4,0.7058823529411765,-0.1176470588235294,0.2647058823529412,0.2352941176470588
H,49,33,37,56,1.6470588235294117,0.8823529411764706,W,D,W,W,L,L,W,W,L,D,7,0.3529411764705882,-0.6764705882352942,0.7647058823529411,0.088235294117647
NH,34,37,40,38,1.3235294117647058,1.0294117647058822,L,L,L,L,L,W,D,L,W,D,8,-0.1764705882352941,-0.0294117647058823,0.2941176470588235,-0.2352941176470588
NH,75,37,25,60,2.2,0.8571428571428571,D,W,W,L,W,W,L,L,L,D,4,1.4285714285714286,-0.6571428571428571,1.3428571428571427,0.1714285714285714
NH,39,40,36,46,1.4,1.3142857142857145,L,L,D,L,W,W,D,W,L,D,8,0.0857142857142857,-0.1714285714285714,0.0857142857142857,-0.1142857142857142
NH,41,52,45,39,1.1142857142857143,1.6857142857142855,L,W,D,L,L,W,W,W,W,W,15,-0.1142857142857142,0.3714285714285714,-0.5714285714285714,-0.3142857142857143
H,60,41,37,46,1.6857142857142855,1.2857142857142858,W,W,W,L,D,L,W,W,L,W,9,0.6571428571428571,-0.1428571428571428,0.4,0.0285714285714285
NH,34,60,56,37,0.9428571428571428,1.6857142857142855,W,L,W,W,L,W,W,W,L,D,10,-0.6285714285714286,0.6571428571428571,-0.7428571428571429,-0.0285714285714285
NH,34,57,54,33,1.0857142857142856,1.8,W,L,L,L,D,W,L,W,W,D,10,-0.5714285714285714,0.6857142857142857,-0.7142857142857143,-0.1714285714285714
H,39,28,50,61,1.0857142857142856,0.6857142857142857,L,L,W,W,L,L,W,W,L,D,7,-0.3142857142857143,-0.9428571428571428,0.4,-0.0285714285714285
H,52,62,39,39,1.6857142857142855,1.542857142857143,W,W,W,W,W,L,W,W,W,W,12,0.3714285714285714,0.6571428571428571,0.1428571428571428,0.0857142857142857
H,37,41,60,45,0.8571428571428571,1.1142857142857143,W,L,L,L,D,L,W,D,L,L,4,-0.6571428571428571,-0.1142857142857142,-0.2571428571428571,0.0
NH,38,75,40,25,1.0,2.2,L,W,D,L,W,D,W,W,L,W,10,-0.0571428571428571,1.4285714285714286,-1.2,-0.0857142857142857
H,41,34,47,45,1.3055555555555556,1.25,D,W,D,W,L,L,L,L,L,L,0,-0.1666666666666666,-0.3055555555555556,0.0555555555555555,0.2222222222222222
NH,35,40,42,37,1.2777777777777777,1.3888888888888888,D,L,D,L,L,D,L,L,D,L,2,-0.1944444444444444,0.0833333333333333,-0.1111111111111111,0.0
NH,42,43,49,38,1.25,1.3888888888888888,L,L,W,W,L,D,D,W,D,W,9,-0.1944444444444444,0.1388888888888889,-0.1388888888888889,-0.0833333333333333
