age,matches_played,goals,assists,non_penalty_goals,penalty_goals_made,penalty_attempts,xg,npxg,xag,npxg_+_xag,goals_per_90,assists_per_90,goals_+_assists_per_90,non_penalty_goals_per_90,xg_per_90,xag_per_90,npxg_per_90,player_encoded,nation_encoded,position_encoded,goals_per_match,assists_per_match,combined_per_match,scoring_consistency,penalty_ratio,open_play_goal_ratio,age_squared,age_goals_interaction,age_efficiency_index,experience_factor,prime_age_indicator,goals_vs_xg,goals_vs_xg_ratio,assists_vs_xag,scoring_threat_index,total_involvement,involvement_per_90,primary_threat_ratio,match_availability,high_availability,overall_threat_score,xg_consistency,penalty_dependence
22,28,3,1,3,0,0,2.0,2.0,0.9,3.0,0.13,0.04,0.17,0.13,0.09,0.04,0.09,915,101,3,0.10344827586206896,0.034482758620689655,0.13793103448275862,0.11504424778761063,0.0,0.75,484,66,0.09420289855072465,0.7368421052631579,0.8461538461538461,1.0,1.0,0.09999999999999998,0.4153684210526316,4,0.17,0.6,0.7368421052631579,0,0.2959838056680162,0.6666666666666667,0.0
23,31,1,1,1,0,0,0.3,0.3,0.6,1.0,0.04,0.04,0.08,0.04,0.01,0.03,0.01,1408,13,1,0.03125,0.03125,0.0625,0.038461538461538464,0.0,0.5,529,23,0.028169014084507043,0.7560975609756098,0.8846153846153846,0.7,0.7692307692307692,0.4,0.333504048582996,2,0.08,0.3333333333333333,0.8157894736842105,1,0.27961943319838056,0.46153846153846156,0.0
33,25,2,1,2,0,0,1.2,1.2,0.2,1.4,0.09,0.04,0.13,0.09,0.05,0.01,0.05,1198,34,1,0.07692307692307693,0.038461538461538464,0.11538461538461539,0.08256880733944953,0.0,0.6666666666666666,1089,66,0.04945054945054945,0.7142857142857143,0.7307692307692307,0.8,0.9090909090909091,0.8,0.3573971291866029,3,0.13,0.5,0.6578947368421053,0,0.25265587044534416,0.6363636363636364,0.0
26,28,2,2,2,0,0,0.6,0.6,1.6,2.1,0.09,0.09,0.18,0.09,0.02,0.07,0.02,1650,37,1,0.06896551724137931,0.06896551724137931,0.13793103448275862,0.08256880733944953,0.0,0.6666666666666666,676,52,0.05844155844155844,0.7368421052631579,1.0,1.4,1.25,0.3999999999999999,0.43386842105263157,4,0.18,0.4,0.7368421052631579,0,0.31036842105263157,0.1250000000000001,0.0
22,32,0,1,0,0,0,1.7,1.6,1.7,3.3,0.0,0.05,0.05,0.0,0.08,0.08,0.07,1712,34,3,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,0.0,484,0,0.0,0.7619047619047619,0.8461538461538461,-1.7,0.0,-0.7,0.18842105263157893,1,0.05,0.0,0.8421052631578947,1,0.2680364372469636,0.37037037037037046,0.0
28,26,2,0,2,0,0,1.8,1.8,3.3,5.1,0.1,0.0,0.1,0.1,0.09,0.16,0.09,1506,34,4,0.07407407407407407,0.0,0.07407407407407407,0.09090909090909091,0.0,0.6666666666666666,784,56,0.06172839506172839,0.7222222222222222,0.9230769230769231,0.19999999999999996,0.7142857142857143,-3.3,0.3371992481203008,2,0.1,0.6666666666666666,0.6842105263157895,0,0.2691497975708502,0.9285714285714286,0.0
31,22,0,1,0,0,0,0.2,0.2,0.8,1.0,0.0,0.06,0.06,0.0,0.01,0.05,0.01,1953,88,1,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,961,0,0.0,0.6875,0.8076923076923077,-0.2,0.0,0.19999999999999996,0.11828947368421054,1,0.06,0.0,0.5789473684210527,0,0.21455870445344133,0.8333333333333333,0.0
37,19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,34,2,0.0,0.0,0.0,0.0,0.0,0.0,1369,0,0.0,0.6551724137931034,0.5769230769230769,0.0,0.0,0.0,0.1,0,0.0,0.0,0.5,0,0.1576923076923077,1.0,0.0
32,22,9,8,4,5,6,8.6,3.9,4.4,8.2,0.52,0.47,0.99,0.23,0.5,0.25,0.22,783,34,3,0.391304347826087,0.34782608695652173,0.7391304347826086,0.34210526315789475,0.7142857142857143,0.4,1024,288,0.29213483146067415,0.6875,0.7692307692307693,0.40000000000000036,0.9375,3.5999999999999996,0.6102894736842105,17,0.99,0.5,0.5789473684210527,0,0.5417125506072875,0.9583333333333333,0.5
28,25,8,3,6,2,3,4.8,2.4,4.9,7.3,0.49,0.19,0.68,0.37,0.29,0.3,0.15,688,3,4,0.3076923076923077,0.11538461538461539,0.4230769230769231,0.32885906040268453,0.5,0.6666666666666666,784,224,0.3024691358024691,0.7142857142857143,0.9230769230769231,3.2,1.3793103448275863,-1.9000000000000004,0.6514410163339384,11,0.68,0.6666666666666666,0.6578947368421053,0,0.4768866396761134,0.4482758620689655,0.2222222222222222
24,17,5,2,5,0,0,2.9,2.9,3.5,6.3,0.33,0.13,0.46,0.33,0.19,0.23,0.19,192,13,0,0.2777777777777778,0.1111111111111111,0.3888888888888889,0.24812030075187969,0.0,0.8333333333333334,576,120,0.226027397260274,0.6296296296296297,0.9230769230769231,2.1,1.2820512820512822,-1.5,0.5088839406207828,7,0.46,0.625,0.4473684210526316,0,0.3527813765182186,0.46153846153846145,0.0
30,15,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1661,83,2,0.0,0.0,0.0,0.0,0.0,0.0,900,0,0.0,0.6,0.8461538461538461,0.0,0.0,-0.1,0.07894736842105264,0,0.0,0.0,0.39473684210526316,0,0.16356275303643725,1.0,0.0
31,18,0,1,0,0,0,0.2,0.2,0.4,0.6,0.0,0.07,0.07,0.0,0.01,0.03,0.01,1620,91,1,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,961,0,0.0,0.6428571428571429,0.8076923076923077,-0.2,0.0,0.6,0.09723684210526316,1,0.07,0.0,0.47368421052631576,0,0.19650607287449395,0.8333333333333333,0.0
18,21,2,0,2,0,0,2.3,2.3,0.2,2.5,0.16,0.0,0.16,0.16,0.18,0.02,0.18,887,34,0,0.09090909090909091,0.0,0.09090909090909091,0.13793103448275865,0.0,0.6666666666666666,324,36,0.13114754098360656,0.6774193548387096,0.6923076923076923,-0.2999999999999998,0.6060606060606061,-0.2,0.3327384370015949,2,0.16,0.6666666666666666,0.5526315789473685,0,0.24375708502024293,0.9090909090909092,0.0
19,22,4,0,4,0,0,6.1,6.1,1.2,7.3,0.29,0.0,0.29,0.29,0.44,0.09,0.44,1888,13,0,0.17391304347826086,0.0,0.17391304347826086,0.22480620155038758,0.0,0.8,361,76,0.23015873015873015,0.6875,0.7307692307692307,-2.0999999999999996,0.5633802816901409,-1.2,0.4399655300222387,4,0.29,0.8,0.5789473684210527,0,0.30486639676113364,0.7042253521126761,0.0
25,15,5,1,5,0,0,3.8,3.8,1.5,5.3,0.4,0.08,0.47,0.4,0.3,0.12,0.3,393,20,0,0.3125,0.0625,0.375,0.28571428571428575,0.0,0.8333333333333334,625,125,0.26666666666666666,0.6,0.9615384615384616,1.2000000000000002,1.0416666666666667,-0.5,0.502280701754386,6,0.47,0.7142857142857143,0.39473684210526316,0,0.3591012145748988,0.75,0.0
27,14,2,2,2,0,0,1.1,1.1,1.0,2.1,0.2,0.2,0.4,0.2,0.11,0.1,0.11,1202,34,3,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.16666666666666669,0.0,0.6666666666666666,729,54,0.12658227848101267,0.5833333333333334,0.9615384615384616,0.8999999999999999,0.9523809523809523,1.0,0.36166040100250624,4,0.4,0.4,0.3684210526315789,0,0.30983805668016196,0.5714285714285715,0.0
33,25,2,2,2,0,0,3.2,3.2,0.6,3.7,0.25,0.25,0.51,0.25,0.4,0.07,0.4,397,19,0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.2,0.0,0.6666666666666666,1089,66,0.13736263736263735,0.7142857142857143,0.7307692307692307,-1.2000000000000002,0.47619047619047616,1.4,0.4143170426065163,4,0.51,0.4,0.6578947368421053,0,0.37965587044534416,0.7142857142857142,0.0
30,19,2,0,2,0,0,1.5,1.5,1.0,2.5,0.27,0.0,0.27,0.27,0.2,0.14,0.2,582,3,0,0.1,0.0,0.1,0.2125984251968504,0.0,0.6666666666666666,900,60,0.15882352941176472,0.6551724137931034,0.8461538461538461,0.5,0.8,-1.0,0.4045000000000001,2,0.27,0.6666666666666666,0.5,0,0.2926153846153846,0.8,0.0
29,9,0,2,0,0,0,0.2,0.2,2.0,2.2,0.0,0.31,0.31,0.0,0.03,0.32,0.03,753,34,1,0.0,0.2,0.2,0.0,0.0,0.0,841,0,0.0,0.47368421052631576,0.8846153846153846,-0.2,0.0,0.0,0.05486842105263158,2,0.31,0.0,0.23684210526315788,0,0.22882995951417007,0.8333333333333333,0.0
32,14,0,0,0,0,0,0.2,0.2,0.2,0.5,0.0,0.0,0.0,0.0,0.04,0.05,0.04,1904,83,3,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0.0,0.5833333333333334,0.7692307692307693,-0.2,0.0,-0.2,0.08368421052631578,0,0.0,0.0,0.3684210526315789,0,0.15060728744939272,0.8333333333333333,0.0
25,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,629,34,2,0.0,0.0,0.0,0.0,0.0,0.0,625,0,0.0,0.2857142857142857,0.9615384615384616,0.0,0.0,0.0,0.023552631578947367,0,0.0,0.0,0.10526315789473684,0,0.11720647773279352,1.0,0.0
20,5,0,1,0,0,0,0.0,0.0,0.1,0.2,0.0,0.25,0.25,0.0,0.01,0.03,0.01,1978,34,1,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,400,0,0.0,0.3333333333333333,0.7692307692307693,0.0,0.0,0.9,0.028815789473684208,1,0.25,0.0,0.13157894736842105,0,0.17823886639676112,1.0,0.0
22,10,0,0,0,0,0,0.5,0.5,0.3,0.8,0.0,0.0,0.0,0.0,0.13,0.08,0.13,772,34,4,0.0,0.0,0.0,0.0,0.0,0.0,484,0,0.0,0.5,0.8461538461538461,-0.5,0.0,-0.3,0.08513157894736842,0,0.0,0.0,0.2631578947368421,0,0.13724696356275304,0.6666666666666667,0.0
18,10,1,2,1,0,0,0.8,0.8,1.5,2.3,0.32,0.65,0.97,0.32,0.26,0.5,0.26,229,88,0,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.24242424242424243,0.0,0.5,324,18,0.26229508196721313,0.5,0.6923076923076923,0.19999999999999996,0.5555555555555556,0.5,0.3407426900584795,3,0.97,0.25,0.2631578947368421,0,0.44486234817813763,0.888888888888889,0.0
31,2,0,1,0,0,0,0.7,0.7,0.6,1.2,0.0,0.5,0.5,0.0,0.34,0.28,0.34,1399,37,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,961,0,0.0,0.16666666666666666,0.8076923076923077,-0.7,0.0,0.4,0.0955263157894737,1,0.5,0.0,0.05263157894736842,0,0.24129554655870444,0.5882352941176471,0.0
21,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,34,3,0.0,0.0,0.0,0.0,0.0,0.0,441,0,0.0,0.16666666666666666,0.8076923076923077,0.0,0.0,0.0,0.010526315789473684,0,0.0,0.0,0.05263157894736842,0,0.09129554655870446,1.0,0.0
20,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260,34,3,0.0,0.0,0.0,0.0,0.0,0.0,400,0,0.0,0.375,0.7692307692307693,0.0,0.0,0.0,0.031578947368421054,0,0.0,0.0,0.15789473684210525,0,0.10850202429149798,1.0,0.0
24,3,0,0,0,0,0,0.2,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.13,0.06,0.13,1641,34,0,0.0,0.0,0.0,0.0,0.0,0.0,576,0,0.0,0.23076923076923078,0.9230769230769231,-0.2,0.0,-0.1,0.04828947368421053,0,0.0,0.0,0.07894736842105263,0,0.10809716599190283,0.8333333333333333,0.0
19,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1468,37,1,0.0,0.0,0.0,0.0,0.0,0.0,361,0,0.0,0.16666666666666666,0.7307692307692307,0.0,0.0,0.0,0.010526315789473684,0,0.0,0.0,0.05263157894736842,0,0.08360323886639677,1.0,0.0
21,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1721,34,1,0.0,0.0,0.0,0.0,0.0,0.0,441,0,0.0,0.09090909090909091,0.8076923076923077,0.0,0.0,0.0,0.005263157894736842,0,0.0,0.0,0.02631578947368421,0,0.08603238866396762,1.0,0.0
37,34,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1874,34,2,0.0,0.0,0.0,0.0,0.0,0.0,1369,0,0.0,0.7727272727272727,0.5769230769230769,0.0,0.0,0.0,0.17894736842105263,0,0.0,0.0,0.8947368421052632,1,0.23663967611336031,1.0,0.0
25,34,4,6,4,0,0,1.5,1.5,5.6,7.1,0.13,0.2,0.33,0.13,0.05,0.19,0.05,1980,34,5,0.11428571428571428,0.17142857142857143,0.2857142857142857,0.11504424778761063,0.0,0.8,625,100,0.08666666666666667,0.7727272727272727,0.9615384615384616,2.5,1.6,0.40000000000000036,0.5569473684210526,10,0.33,0.36363636363636365,0.8947368421052632,1,0.38710121457489877,0.0,0.0
33,31,3,0,0,3,3,4.0,1.6,1.3,2.9,0.1,0.0,0.1,0.0,0.14,0.04,0.05,1215,34,1,0.09375,0.0,0.09375,0.09090909090909091,0.75,0.0,1089,99,0.054945054945054944,0.7560975609756098,0.7307692307692307,-1.0,0.6,-1.3,0.3531578947368421,3,0.1,0.75,0.8157894736842105,1,0.2762348178137652,0.8,0.75
25,34,2,1,2,0,0,1.0,1.0,1.8,2.8,0.07,0.04,0.11,0.07,0.04,0.07,0.04,628,34,3,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.06542056074766356,0.0,0.6666666666666666,625,50,0.04666666666666667,0.7727272727272727,0.9615384615384616,1.0,1.0,-0.8,0.4134473684210527,3,0.11,0.5,0.8947368421052632,1,0.3151012145748988,0.5,0.0
21,36,3,2,3,0,0,2.3,2.3,1.0,3.3,0.11,0.07,0.18,0.11,0.08,0.04,0.08,853,34,1,0.08108108108108109,0.05405405405405406,0.13513513513513514,0.09909909909909909,0.0,0.75,441,63,0.08208955223880599,0.782608695652174,0.8076923076923077,0.7000000000000002,0.9090909090909092,1.0,0.42979186602870817,5,0.18,0.5,0.9473684210526315,1,0.33524291497975706,0.7878787878787878,0.0
29,28,1,0,1,0,0,0.5,0.5,0.2,0.7,0.04,0.0,0.04,0.04,0.02,0.01,0.02,323,95,1,0.034482758620689655,0.0,0.034482758620689655,0.038461538461538464,0.0,0.5,841,29,0.024096385542168676,0.7368421052631579,0.8846153846153846,0.5,0.6666666666666666,-0.2,0.2997017543859649,1,0.04,0.5,0.7368421052631579,0,0.25182995951417003,0.6666666666666667,0.0
31,37,11,3,11,0,0,9.3,9.3,3.2,12.6,0.51,0.14,0.65,0.51,0.43,0.15,0.43,290,34,0,0.2894736842105263,0.07894736842105263,0.3684210526315789,0.33774834437086093,0.0,0.9166666666666666,961,341,0.2931034482758621,0.7872340425531915,0.8076923076923077,1.6999999999999993,1.0679611650485437,-0.20000000000000018,0.6943290751149719,14,0.65,0.7333333333333333,0.9736842105263158,1,0.521506072874494,0.8349514563106797,0.0
21,33,1,1,1,0,0,1.7,1.7,1.5,3.2,0.04,0.04,0.08,0.04,0.07,0.06,0.07,774,46,3,0.029411764705882353,0.029411764705882353,0.058823529411764705,0.038461538461538464,0.0,0.5,441,21,0.02985074626865672,0.7674418604651163,0.8076923076923077,-0.7,0.37037037037037035,-0.5,0.27925828460038987,2,0.08,0.3333333333333333,0.868421052631579,1,0.28245344129554656,0.7407407407407407,0.0
23,23,0,4,0,0,0,0.6,0.6,3.1,3.7,0.0,0.22,0.22,0.0,0.03,0.17,0.03,1723,34,5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,529,0,0.0,0.696969696969697,0.8846153846153846,-0.6,0.0,0.8999999999999999,0.12855263157894736,4,0.22,0.0,0.6052631578947368,0,0.27551417004048584,0.625,0.0
21,26,4,3,4,0,0,2.5,2.5,1.1,3.6,0.23,0.17,0.4,0.23,0.14,0.07,0.14,749,34,5,0.14814814814814814,0.1111111111111111,0.25925925925925924,0.1869918699186992,0.0,0.8,441,84,0.17164179104477614,0.7222222222222222,0.8076923076923077,1.5,1.1428571428571428,1.9,0.48091353383458646,7,0.4,0.5,0.6842105263157895,0,0.36061133603238865,0.5714285714285714,0.0
20,24,0,0,0,0,0,0.2,0.2,1.7,1.8,0.0,0.0,0.0,0.0,0.01,0.12,0.01,748,34,3,0.0,0.0,0.0,0.0,0.0,0.0,400,0,0.0,0.7058823529411765,0.7692307692307693,-0.2,0.0,-1.7,0.12881578947368422,0,0.0,0.0,0.631578947368421,0,0.20323886639676114,0.8333333333333333,0.0
23,19,0,0,0,0,0,0.2,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.02,0.0,0.02,330,34,1,0.0,0.0,0.0,0.0,0.0,0.0,529,0,0.0,0.6551724137931034,0.8846153846153846,-0.2,0.0,-0.1,0.10500000000000001,0,0.0,0.0,0.5,0,0.18846153846153846,0.8333333333333333,0.0
21,17,0,0,0,0,0,0.1,0.1,0.8,0.9,0.0,0.0,0.0,0.0,0.01,0.08,0.01,405,34,3,0.0,0.0,0.0,0.0,0.0,0.0,441,0,0.0,0.6296296296296297,0.8076923076923077,-0.1,0.0,-0.8,0.09197368421052632,0,0.0,0.0,0.4473684210526316,0,0.17024291497975708,0.9090909090909091,0.0
20,8,0,1,0,0,0,0.0,0.0,0.1,0.1,0.0,0.15,0.15,0.0,0.0,0.02,0.0,1946,34,1,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,400,0,0.0,0.4444444444444444,0.7692307692307693,0.0,0.0,0.9,0.042105263157894736,1,0.15,0.0,0.21052631578947367,0,0.16402834008097167,1.0,0.0
30,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857,34,1,0.0,0.0,0.0,0.0,0.0,0.0,900,0,0.0,0.5,0.8461538461538461,0.0,0.0,0.0,0.05263157894736842,0,0.0,0.0,0.2631578947368421,0,0.13724696356275304,1.0,0.0
24,20,3,1,3,0,0,4.4,4.4,0.2,4.7,0.39,0.13,0.51,0.39,0.57,0.03,0.57,129,44,0,0.14285714285714285,0.047619047619047616,0.19047619047619047,0.2805755395683453,0.0,0.75,576,72,0.2671232876712329,0.6666666666666666,0.9230769230769231,-1.4000000000000004,0.5555555555555555,0.8,0.4953742690058479,4,0.51,0.6,0.5263157894736842,0,0.3925708502024292,0.7407407407407407,0.0
27,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805,34,2,0.0,0.0,0.0,0.0,0.0,0.0,729,0,0.0,0.2857142857142857,0.9615384615384616,0.0,0.0,0.0,0.021052631578947368,0,0.0,0.0,0.10526315789473684,0,0.11720647773279352,1.0,0.0
28,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948,42,1,0.0,0.0,0.0,0.0,0.0,0.0,784,0,0.0,0.09090909090909091,0.9230769230769231,0.0,0.0,0.0,0.005263157894736842,0,0.0,0.0,0.02631578947368421,0,0.09757085020242916,1.0,0.0
25,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1774,3,0,0.0,0.0,0.0,0.0,0.0,0.0,625,0,0.0,0.09090909090909091,0.9615384615384616,0.0,0.0,0.0,0.005263157894736842,0,0.0,0.0,0.02631578947368421,0,0.101417004048583,1.0,0.0
33,37,2,3,2,0,0,3.6,3.6,1.9,5.4,0.05,0.08,0.14,0.05,0.1,0.05,0.1,621,37,1,0.05263157894736842,0.07894736842105263,0.13157894736842105,0.047619047619047616,0.0,0.6666666666666666,1089,66,0.027472527472527472,0.7872340425531915,0.7307692307692307,-1.6,0.4347826086956522,1.1,0.3241933638443936,5,0.14,0.3333333333333333,0.9736842105263158,1,0.3118137651821863,0.6521739130434783,0.0
26,35,2,3,2,0,0,1.8,1.8,5.7,7.5,0.06,0.09,0.15,0.06,0.05,0.17,0.05,143,85,1,0.05555555555555555,0.08333333333333333,0.1388888888888889,0.056603773584905655,0.0,0.6666666666666666,676,52,0.03896103896103896,0.7777777777777778,1.0,0.19999999999999996,0.7142857142857143,-2.7,0.36056766917293237,5,0.15,0.3333333333333333,0.9210526315789473,1,0.3352105263157895,0.9285714285714286,0.0
28,32,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232,3,2,0.0,0.0,0.0,0.0,0.0,0.0,784,0,0.0,0.7619047619047619,0.9230769230769231,0.0,0.0,0.0,0.16842105263157894,0,0.0,0.0,0.8421052631578947,1,0.26072874493927123,1.0,0.0
29,35,4,4,4,0,0,4.7,4.7,4.4,9.2,0.17,0.17,0.33,0.17,0.2,0.18,0.2,780,34,4,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1452991452991453,0.0,0.8,841,116,0.10240963855421688,0.7777777777777778,0.8846153846153846,-0.7000000000000002,0.7017543859649122,-0.40000000000000036,0.4340614035087719,8,0.33,0.4444444444444444,0.9210526315789473,1,0.39167206477732797,0.8771929824561403,0.0
30,33,4,1,4,0,0,1.8,1.7,1.1,2.8,0.17,0.04,0.21,0.17,0.08,0.05,0.07,1518,88,5,0.11764705882352941,0.029411764705882353,0.14705882352941177,0.1452991452991453,0.0,0.8,900,120,0.1,0.7674418604651163,0.8461538461538461,2.2,1.4285714285714286,-0.10000000000000009,0.5388984962406016,5,0.21,0.6666666666666666,0.868421052631579,1,0.3382995951417004,0.2142857142857142,0.0
26,24,2,1,2,0,0,0.6,0.6,0.2,0.8,0.09,0.04,0.13,0.09,0.03,0.01,0.03,17,42,1,0.08,0.04,0.12,0.08256880733944953,0.0,0.6666666666666666,676,52,0.05844155844155844,0.7058823529411765,1.0,1.4,1.25,0.8,0.4153157894736842,3,0.13,0.5,0.631578947368421,0,0.2743157894736842,0.1250000000000001,0.0
28,32,3,1,3,0,0,1.6,1.6,1.0,2.6,0.16,0.05,0.21,0.16,0.08,0.05,0.08,1856,34,3,0.09090909090909091,0.030303030303030304,0.12121212121212122,0.13793103448275865,0.0,0.75,784,84,0.09876543209876543,0.7619047619047619,0.9230769230769231,1.4,1.1538461538461537,0.0,0.4751902834008097,4,0.21,0.6,0.8421052631578947,1,0.33972874493927124,0.46153846153846156,0.0
29,34,0,0,0,0,0,0.4,0.4,0.9,1.3,0.0,0.0,0.0,0.0,0.02,0.04,0.02,1983,34,3,0.0,0.0,0.0,0.0,0.0,0.0,841,0,0.0,0.7727272727272727,0.8846153846153846,-0.4,0.0,-0.9,0.18394736842105264,0,0.0,0.0,0.8947368421052632,1,0.2674089068825911,0.7142857142857142,0.0
26,24,3,0,3,0,0,2.6,2.6,0.5,3.1,0.24,0.0,0.24,0.24,0.21,0.04,0.21,1596,2,0,0.12,0.0,0.12,0.1935483870967742,0.0,0.75,676,78,0.15584415584415584,0.7058823529411765,1.0,0.3999999999999999,0.8333333333333333,-0.5,0.42948245614035085,3,0.24,0.75,0.631578947368421,0,0.3223157894736842,0.888888888888889,0.0
23,23,3,2,3,0,0,4.1,4.1,2.0,6.1,0.24,0.16,0.4,0.24,0.32,0.16,0.32,1722,34,0,0.125,0.08333333333333333,0.20833333333333334,0.1935483870967742,0.0,0.75,529,69,0.16901408450704225,0.696969696969697,0.8846153846153846,-1.0999999999999996,0.5882352941176471,0.0,0.4026996904024768,5,0.4,0.5,0.6052631578947368,0,0.35351417004048585,0.7843137254901962,0.0
26,26,3,0,3,0,1,2.4,1.6,2.1,3.7,0.22,0.0,0.22,0.22,0.18,0.16,0.12,1546,34,3,0.1111111111111111,0.0,0.1111111111111111,0.18032786885245902,0.0,0.75,676,78,0.14285714285714285,0.7222222222222222,1.0,0.6000000000000001,0.8823529411764706,-2.1,0.43531269349845203,3,0.22,0.75,0.6842105263157895,0,0.32484210526315793,0.8235294117647058,0.0
32,25,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.04,0.0,802,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1024,0,0.0,0.7142857142857143,0.7692307692307693,0.0,0.0,-0.5,0.13157894736842107,0,0.0,0.0,0.6578947368421053,0,0.208502024291498,1.0,0.0
35,14,0,0,0,0,0,0.9,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,197,34,1,0.0,0.0,0.0,0.0,0.0,0.0,1225,0,0.0,0.5833333333333334,0.6538461538461539,-0.9,0.0,0.0,0.09368421052631579,0,0.0,0.0,0.3684210526315789,0,0.13906882591093117,0.5263157894736842,0.0
32,16,0,1,0,0,0,0.4,0.4,0.6,1.1,0.0,0.11,0.11,0.0,0.05,0.07,0.05,102,100,1,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,1024,0,0.0,0.6153846153846154,0.7692307692307693,-0.4,0.0,0.4,0.09671052631578947,1,0.11,0.0,0.42105263157894735,0,0.19413360323886641,0.7142857142857142,0.0
29,22,0,1,0,0,0,1.1,1.1,1.3,2.4,0.0,0.11,0.11,0.0,0.11,0.14,0.11,671,34,3,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,841,0,0.0,0.6875,0.8846153846153846,-1.1,0.0,-0.30000000000000004,0.14328947368421055,1,0.11,0.0,0.5789473684210527,0,0.237251012145749,0.47619047619047616,0.0
27,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409,34,2,0.0,0.0,0.0,0.0,0.0,0.0,729,0,0.0,0.375,0.9615384615384616,0.0,0.0,0.0,0.031578947368421054,0,0.0,0.0,0.15789473684210525,0,0.1277327935222672,1.0,0.0
36,19,1,0,1,0,0,0.6,0.6,1.0,1.6,0.18,0.0,0.18,0.18,0.11,0.18,0.11,1982,3,3,0.05,0.0,0.05,0.15254237288135594,0.0,0.5,1296,36,0.09278350515463918,0.6551724137931034,0.6153846153846154,0.4,0.625,-1.0,0.3155,1,0.18,0.5,0.5,0,0.23353846153846153,0.75,0.0
33,16,0,0,0,0,0,2.4,2.4,0.1,2.5,0.0,0.0,0.0,0.0,0.59,0.03,0.59,1717,34,0,0.0,0.0,0.0,0.0,0.0,0.0,1089,0,0.0,0.6153846153846154,0.7307692307692307,-2.4,0.0,-0.1,0.23171052631578948,0,0.0,0.0,0.42105263157894735,0,0.15728744939271255,0.2941176470588235,0.0
33,6,0,0,0,0,0,0.3,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.19,0.11,0.19,834,20,4,0.0,0.0,0.0,0.0,0.0,0.0,1089,0,0.0,0.375,0.7307692307692307,-0.3,0.0,-0.2,0.07907894736842105,0,0.0,0.0,0.15789473684210525,0,0.10465587044534413,0.7692307692307693,0.0
21,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1552,34,1,0.0,0.0,0.0,0.0,0.0,0.0,441,0,0.0,0.16666666666666666,0.8076923076923077,0.0,0.0,0.0,0.010526315789473684,0,0.0,0.0,0.05263157894736842,0,0.09129554655870446,1.0,0.0
